"GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","P_SNPWISE_MEAN","P_SNPWISE_TOP1"
"FBgn0038100",4,12970792,12995488,422,49,166,1.2247,0.11035,0.056847,0.27315
"FBgn0039463",4,26937830,26959682,525,48,166,1.2244,0.11039,0.043161,0.33719
"FBgn0033236",2,7932043,7965882,851,46,166,1.2242,0.11043,0.10201,0.14534
"FBgn0036769",3,17881820,17905862,347,33,166,1.2234,0.11059,0.11851,0.12429
"FBgn0001137",1,8421086,8443598,337,55,166,1.2233,0.1106,0.060631,0.23607
"FBgn0031055",6,19662312,19685891,240,53,166,1.2231,0.11065,0.096692,0.17559
"FBgn0286784",2,9979159,10003559,224,54,166,1.2228,0.1107,0.33803,0.045753
"FBgn0032724",1,18938884,18960973,309,45,166,1.2212,0.11101,0.26974,0.054905
"FBgn0033434",2,9584045,9615624,847,94,166,1.2195,0.11133,0.18094,0.092905
"FBgn0263035",3,22493869,22514423,203,23,166,1.2186,0.1115,0.065701,0.22559
"FBgn0032318",1,10926662,10947931,616,71,166,1.2185,0.11152,0.21934,0.068951
"FBgn0015316",1,8988537,9009816,445,52,166,1.2184,0.11153,0.25392,0.060122
"FBgn0035343",3,2464667,2485614,535,66,166,1.2179,0.11163,0.18433,0.095307
"FBgn0024362",6,1332106,1354770,121,17,166,1.2179,0.11164,0.10779,0.13169
"FBgn0010097",1,19173863,19195726,383,48,166,1.2177,0.11168,0.081591,0.19489
"FBgn0030960",6,18781668,18803517,198,52,166,1.2176,0.11168,0.092467,0.17971
"FBgn0038819",4,20659571,20682821,318,61,166,1.217,0.11181,0.092216,0.16857
"FBgn0032061",1,8695572,8717527,536,62,166,1.2161,0.11198,0.47586,0.032752
"FBgn0004430",3,1217747,1238238,358,42,166,1.2158,0.11203,0.82156,0.017853
"FBgn0015614",2,7776010,7799053,341,43,166,1.2152,0.11215,0.072625,0.20176
"FBgn0053061",3,16319795,16341227,444,60,166,1.2152,0.11215,0.15989,0.10409
"FBgn0263988",3,139679,162589,34,10,166,1.2148,0.11222,0.12625,0.11846
"FBgn0001308",2,16256960,16281971,335,80,166,1.2141,0.11235,0.12442,0.14399
"FBgn0038319",4,15320738,15341588,527,36,166,1.2141,0.11236,0.20813,0.074275
"FBgn0034184",2,17038875,17063855,424,53,166,1.2136,0.11245,0.13396,0.12223
"FBgn0001105",6,15850115,15876175,320,95,166,1.2129,0.11257,0.50977,0.032915
"FBgn0259700",6,16083059,16114946,453,104,166,1.2127,0.11262,0.048916,0.37593
"FBgn0259699",6,16083059,16114946,453,104,166,1.2127,0.11262,0.048916,0.37593
"FBgn0004914",1,8677226,8719611,913,85,166,1.2121,0.11273,0.25596,0.062526
"FBgn0030400",6,12559169,12593193,304,89,166,1.212,0.11276,0.23,0.075162
"FBgn0053302",1,10044213,10065935,728,86,166,1.2116,0.11283,0.30647,0.053771
"FBgn0288976",4,14348356,14371786,552,93,166,1.2111,0.11293,0.24994,0.066762
"FBgn0037230",4,4282274,4304840,234,49,166,1.2106,0.11302,0.071033,0.24045
"FBgn0028668",3,11464958,11485552,384,79,166,1.2104,0.11306,0.11122,0.17306
"FBgn0031022",6,19483292,19504401,332,40,166,1.21,0.11315,0.10992,0.14943
"FBgn0028412",1,11575433,11596833,469,50,166,1.2097,0.1132,0.23471,0.067198
"FBgn0002917",6,14256367,14287416,467,57,166,1.2097,0.1132,0.83648,0.020369
"FBgn0030570",6,14486135,14507240,376,64,166,1.2096,0.11321,0.077998,0.21447
"FBgn0067782",4,20542635,20564400,380,71,166,1.2096,0.11322,0.10306,0.17925
"FBgn0037807",4,10297806,10321613,498,70,166,1.2095,0.11324,0.19119,0.084413
"FBgn0038321",4,15327908,15353256,571,42,166,1.2093,0.11328,0.19606,0.080245
"FBgn0003345",6,15794370,15837682,332,89,166,1.2085,0.11344,0.24559,0.080245
"FBgn0053454",2,19241027,19261666,346,46,166,1.2082,0.11349,0.41331,0.037466
"FBgn0036746",3,17649818,17679234,364,46,166,1.2076,0.1136,0.25982,0.063557
"FBgn0036518",3,15578860,15619125,698,79,166,1.2074,0.11364,0.10186,0.16804
"FBgn0031861",1,6794324,6815792,673,78,166,1.207,0.11372,0.17568,0.094239
"FBgn0287587",4,13518597,13539356,218,58,166,1.2057,0.11396,0.12491,0.12948
"FBgn0032072",1,8856767,8877686,520,49,166,1.2052,0.11407,0.05761,0.27808
"FBgn0086675",6,12907477,12960417,735,132,166,1.2047,0.11416,0.40174,0.044551
"FBgn0030266",6,11102395,11134726,445,88,166,1.2044,0.11421,0.21392,0.081777
"FBgn0053461",2,15685386,15706478,440,69,166,1.2043,0.11423,0.10072,0.17791
"FBgn0038331",4,15361957,15384237,346,46,166,1.2042,0.11426,0.31088,0.052825
"FBgn0284229",4,26968541,26995706,612,45,166,1.2037,0.11435,0.11138,0.14508
"FBgn0039467",4,26968541,26995706,612,45,166,1.2037,0.11435,0.11138,0.14508
"FBgn0038656",4,18891663,18912264,406,72,166,1.2033,0.11444,0.041348,0.41041
"FBgn0050349",2,8897518,8920885,778,122,166,1.2028,0.11452,0.11894,0.14908
"FBgn0261279",4,22401301,22429051,378,57,166,1.2025,0.11458,0.23896,0.067441
"FBgn0036602",3,16297846,16318480,488,57,166,1.2022,0.11464,0.63138,0.026946
"FBgn0034441",2,19375923,19399318,539,78,166,1.2013,0.11482,0.14718,0.11309
"FBgn0085225",2,18099985,18120494,437,44,166,1.2012,0.11484,0.0503,0.3447
"FBgn0037841",4,10842724,10863644,419,53,166,1.2002,0.11504,0.21453,0.074836
"FBgn0030396",6,12487188,12526565,542,89,166,1.1999,0.11509,0.17563,0.096058
"FBgn0028853",1,15275000,15296047,432,74,166,1.1994,0.11519,0.25063,0.065533
"FBgn0051092",4,25688727,25750465,1274,80,166,1.1991,0.11525,0.46784,0.034815
"FBgn0037543",4,8020411,8042145,321,34,166,1.1989,0.11528,0.12342,0.13022
"FBgn0031536",1,3443697,3467064,655,75,166,1.1981,0.11544,0.27226,0.061515
"FBgn0031540",1,3457342,3480004,689,73,166,1.198,0.11547,0.20868,0.081107
"FBgn0020621",2,9242310,9295097,1412,122,166,1.1967,0.11571,0.11647,0.15114
"FBgn0035321",3,2242744,2267423,480,50,166,1.1965,0.11575,0.14531,0.11232
"FBgn0030246",6,10884747,10909302,315,77,166,1.1954,0.11597,0.2155,0.089091
"FBgn0037829",4,10743331,10765634,369,47,166,1.1952,0.11601,0.065116,0.25206
"FBgn0038320",4,15323266,15348365,582,39,166,1.1947,0.1161,0.24954,0.064572
"FBgn0033240",2,7946150,7968254,581,48,166,1.1946,0.11612,0.15378,0.10986
"FBgn0013767",4,14304854,14325716,470,87,166,1.1941,0.11622,0.19062,0.09027
"FBgn0029974",6,7893704,7918286,500,100,166,1.1933,0.11638,0.24111,0.074934
"FBgn0053644",1,13522085,13542636,255,58,166,1.193,0.11643,0.095521,0.1752
"FBgn0022288",2,5744517,5766327,190,21,166,1.193,0.11644,0.34476,0.045101
"FBgn0036702",3,17228613,17252128,329,57,166,1.1927,0.11649,0.098471,0.17691
"FBgn0010403",4,5966177,5986817,241,44,166,1.1926,0.11651,0.07412,0.22853
"FBgn0030846",6,17578865,17601706,274,55,166,1.1924,0.11655,0.21923,0.078121
"FBgn0038718",4,19600225,19622437,254,56,166,1.192,0.11663,0.1791,0.09864
"FBgn0037265",4,4644800,4667985,153,34,166,1.1917,0.11668,0.09113,0.19021
"FBgn0040941",6,10207913,10229139,249,38,166,1.191,0.11682,0.096475,0.17835
"FBgn0030701",6,15860183,15885607,242,76,166,1.1901,0.11701,0.475,0.036593
"FBgn0035295",3,1937565,1960262,557,46,166,1.1897,0.11708,0.043112,0.37982
"FBgn0053804",1,21416916,21437938,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053908",1,21418075,21438669,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053907",1,21419655,21440066,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053806",1,21420255,21440783,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053807",1,21421963,21442985,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053906",1,21423122,21443716,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053808",1,21423862,21444337,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053905",1,21424703,21445115,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053809",1,21425299,21445827,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0053810",1,21427011,21448033,1,1,166,1.1895,0.11712,0.11751,0.11751
"FBgn0026401",2,4681672,4739017,633,75,166,1.1895,0.11712,0.077501,0.23453
"FBgn0034045",2,15832760,15857362,385,61,166,1.1893,0.11715,0.061108,0.28571
"FBgn0033679",2,12054565,12089543,708,97,166,1.1893,0.11717,0.58742,0.031357
"FBgn0026751",6,5319876,5342435,494,113,166,1.1892,0.11718,0.24244,0.079306
"FBgn0038102",4,12977376,12998511,317,39,166,1.1891,0.1172,0.073709,0.22754
"FBgn0000028",6,15340239,15389064,508,77,166,1.1888,0.11725,0.28839,0.063915
"FBgn0004449",3,22283044,22417863,1086,34,166,1.1884,0.11734,0.12968,0.12767
"FBgn0014396",1,3483986,3518119,819,84,166,1.1877,0.11747,0.15134,0.11042
"FBgn0000042",6,5890861,5915399,378,80,166,1.1876,0.1175,0.1996,0.087057
"FBgn0037842",4,10843374,10864451,415,53,166,1.187,0.11761,0.27048,0.062513
"FBgn0053557",6,9999210,10020049,340,78,166,1.1866,0.11769,0.14984,0.11551
"FBgn0035855",3,8191078,8212417,370,77,166,1.1865,0.11772,0.27923,0.061265
"FBgn0262877",1,6922121,6942954,378,65,166,1.1864,0.11774,0.42595,0.040195
"FBgn0036874",3,19473826,19496498,208,39,166,1.1862,0.11777,0.06285,0.27517
"FBgn0040252",4,11165529,11187910,168,35,166,1.1851,0.118,0.16451,0.097484
"FBgn0033412",2,9411972,9433688,691,73,166,1.1844,0.11813,0.23465,0.074844
"FBgn0262896",3,20748883,20769192,116,25,166,1.1843,0.11815,0.10516,0.17338
"FBgn0051080",4,26623732,26644714,510,63,166,1.1835,0.11831,0.41262,0.040413
"FBgn0016054",1,20633351,20655791,231,38,166,1.1829,0.11843,0.066164,0.24835
"FBgn0085477",1,2406792,2427965,417,42,166,1.1826,0.11848,0.54588,0.030604
"FBgn0037203",3,22871045,22903821,202,42,166,1.1811,0.11878,0.15288,0.11236
"FBgn0053965",3,1222882,1244015,423,42,166,1.181,0.1188,0.79037,0.020424
"FBgn0041585",2,17833442,17870582,1130,110,166,1.1807,0.11886,0.18271,0.10406
"FBgn0010421",4,10756622,10777804,266,53,166,1.1807,0.11886,0.093162,0.19258
"FBgn0027376",4,25330252,25354838,634,93,166,1.1805,0.1189,0.3104,0.060682
"FBgn0034527",2,20608503,20631081,91,28,166,1.1798,0.11903,0.070401,0.23697
"FBgn0051068",4,27223698,27246360,273,28,166,1.1798,0.11905,0.10951,0.15347
"FBgn0263404",4,12185294,12205574,278,36,166,1.1789,0.11922,0.11111,0.15492
"FBgn0038219",4,14252387,14273367,338,70,166,1.1771,0.11957,0.068323,0.25425
"FBgn0032178",1,10050816,10073925,693,88,166,1.1763,0.11974,0.44388,0.043093
"FBgn0004666",4,13047755,13088124,754,51,166,1.1761,0.11977,0.18111,0.098778
"FBgn0030440",6,12993955,13014879,397,84,166,1.1758,0.11984,0.14482,0.13555
"FBgn0017566",6,8238651,8261687,291,64,166,1.1743,0.12013,0.09422,0.20006
"FBgn0035781",3,7392332,7414181,509,67,166,1.1743,0.12014,0.16237,0.10947
"FBgn0036514",3,15570800,15593373,285,53,166,1.1742,0.12016,0.11189,0.16649
"FBgn0032815",1,19722080,19745980,222,25,166,1.1733,0.12033,0.15175,0.11528
"FBgn0031288",1,845337,866639,467,58,166,1.1731,0.12037,0.75765,0.024096
"FBgn0261792",4,18972964,18993650,431,79,166,1.1731,0.12037,0.13824,0.13705
"FBgn0265935",2,6852001,6882718,812,89,166,1.1722,0.12057,0.1999,0.092065
"FBgn0038217",4,14250208,14271213,327,69,166,1.1721,0.12058,0.072872,0.24263
"FBgn0034132",2,16481100,16503233,585,86,166,1.1713,0.12075,0.078527,0.24417
"FBgn0051627",1,21163222,21184179,88,21,166,1.171,0.1208,0.076959,0.21082
"FBgn0034131",2,16474841,16495552,462,73,166,1.1708,0.12083,0.1263,0.15938
"FBgn0038582",4,18210526,18231473,284,47,166,1.1703,0.12094,0.36969,0.050687
"FBgn0036772",3,17899483,17922565,382,31,166,1.1703,0.12095,0.15132,0.1146
"FBgn0287589",4,10686647,10708976,342,37,166,1.1698,0.12104,0.15096,0.12355
"FBgn0037822",4,10686647,10708976,342,37,166,1.1698,0.12104,0.15096,0.12355
"FBgn0004003",2,19239395,19260917,370,47,166,1.1696,0.12107,0.41121,0.042204
"FBgn0031178",6,21418614,21439256,173,27,166,1.169,0.12121,0.13314,0.12944
"FBgn0030947",6,18650472,18672153,219,35,166,1.1688,0.12125,0.2499,0.080445
"FBgn0003295",3,1360628,1397437,1232,140,166,1.1683,0.12135,0.34525,0.060733
"FBgn0038146",4,13375648,13398709,405,55,166,1.168,0.1214,0.53846,0.034662
"FBgn0027538",2,14249030,14271150,390,69,166,1.1678,0.12143,0.13405,0.13686
"FBgn0052569",6,16728178,16748868,289,61,166,1.1679,0.12143,0.16713,0.11081
"FBgn0085437",6,10210110,10240088,316,45,166,1.1674,0.12152,0.12422,0.16266
"FBgn0085384",4,23793859,23869167,1406,102,166,1.167,0.12162,0.24902,0.074958
"FBgn0010747",3,5142678,5164777,514,71,166,1.1666,0.12168,0.11452,0.1632
"FBgn0030000",6,8109082,8131147,257,68,166,1.1661,0.1218,0.082841,0.22093
"FBgn0010014",6,5322499,5344449,472,111,166,1.1646,0.1221,0.21216,0.093547
"FBgn0034095",2,16220198,16244087,513,92,166,1.164,0.12221,0.064772,0.296
"FBgn0002524",1,15489127,15515018,483,71,166,1.1638,0.12226,0.18292,0.10159
"FBgn0051128",4,24459397,24480310,404,62,166,1.1634,0.12234,0.078714,0.22952
"FBgn0051815",1,16595822,16617321,511,71,166,1.1633,0.12235,0.31622,0.059889
"FBgn0261086",4,4304455,4329069,217,52,166,1.1628,0.12245,0.077648,0.24836
"FBgn0037949",4,11771131,11797014,253,41,166,1.1628,0.12246,0.43343,0.043122
"FBgn0266580",2,5750862,5784324,218,24,166,1.1626,0.12249,0.28535,0.062577
"FBgn0083942",1,17121024,17183118,961,67,166,1.1626,0.1225,0.14719,0.12005
"FBgn0265607",1,17121024,17183118,961,67,166,1.1626,0.1225,0.14719,0.12005
"FBgn0029693",6,4087592,4111031,390,66,166,1.1617,0.12269,0.1056,0.17663
"FBgn0000337",2,7772797,7795067,319,38,166,1.1613,0.12276,0.089283,0.1903
"FBgn0051224",4,18640121,18669309,457,72,166,1.1612,0.12278,0.27127,0.069384
"FBgn0001079",6,18647755,18671204,224,38,166,1.1603,0.12296,0.25263,0.080746
"FBgn0052557",6,17842958,17866129,151,41,166,1.1599,0.12304,0.096397,0.19114
"FBgn0032364",1,11507391,11529783,454,46,166,1.1596,0.12311,0.5571,0.032154
"FBgn0028407",2,12045089,12072866,570,95,166,1.1593,0.12317,0.44935,0.046634
"FBgn0085377",6,11329873,11354734,287,71,166,1.1591,0.12321,0.049219,0.41136
"FBgn0038218",4,14251391,14272418,333,70,166,1.1586,0.1233,0.072908,0.2512
"FBgn0031021",6,19482421,19503337,338,41,166,1.1583,0.12338,0.1376,0.13684
"FBgn0262683",1,11511765,11532776,456,48,166,1.1568,0.12369,0.5649,0.032506
"FBgn0003567",4,14294455,14318589,597,102,166,1.1567,0.1237,0.14768,0.13316
"FBgn0284436",2,8894844,8916990,752,122,166,1.1565,0.12373,0.11817,0.16496
"FBgn0262982",4,7338849,7359552,271,44,166,1.1564,0.12376,0.047779,0.39165
"FBgn0288690",6,10000481,10024279,394,83,166,1.1558,0.12388,0.19353,0.095775
"FBgn0037024",3,20788645,20810081,91,21,166,1.1554,0.12397,0.15689,0.11494
"FBgn0034403",2,18841907,18863043,389,70,166,1.1551,0.12403,0.06002,0.32124
"FBgn0010100",1,21158570,21183185,89,21,166,1.155,0.12405,0.075041,0.22793
"FBgn0020510",4,14109262,14132420,542,85,166,1.1548,0.12409,0.20381,0.095101
"FBgn0259678",2,9706348,9758121,1184,90,166,1.1546,0.12412,0.23583,0.083639
"FBgn0034206",2,17235769,17256277,542,70,166,1.1541,0.12422,0.15125,0.12202
"FBgn0030001",6,8111280,8145713,340,80,166,1.1537,0.1243,0.1043,0.18421
"FBgn0028499",4,18189857,18225001,503,55,166,1.1537,0.12431,0.15326,0.12254
"FBgn0030485",6,13399369,13423074,242,62,166,1.1536,0.12433,0.21169,0.093688
"FBgn0033523",2,10426598,10447382,531,71,166,1.153,0.12445,0.45655,0.039678
"FBgn0030189",6,10316464,10338946,303,59,166,1.1525,0.12457,0.10147,0.18508
"FBgn0051081",4,26624885,26645998,494,60,166,1.1521,0.12464,0.397,0.045871
"FBgn0033644",2,11665935,11688014,393,69,166,1.1518,0.12471,0.08767,0.21825
"FBgn0024366",6,1319518,1351587,147,22,166,1.1512,0.12482,0.11071,0.16119
"FBgn0010053",2,18843434,18865087,433,69,166,1.1506,0.12494,0.058903,0.332
"FBgn0030247",6,10889965,10911811,285,72,166,1.1505,0.12497,0.30768,0.067477
"FBgn0051231",4,18655361,18677733,329,60,166,1.1504,0.12499,0.25166,0.078326
"FBgn0259241",6,10957722,11049901,787,119,166,1.1504,0.12499,0.27197,0.077355
"FBgn0039109",4,23713331,23741499,500,67,166,1.15,0.12507,0.26298,0.070537
"FBgn0085443",6,10480069,10595422,727,95,166,1.15,0.12508,0.26723,0.075657
"FBgn0038332",4,15360036,15382212,368,49,166,1.1492,0.12525,0.34399,0.055134
"FBgn0261109",3,15568769,15590537,239,49,166,1.1491,0.12526,0.14164,0.13466
"FBgn0053922",1,1333443,1354171,525,55,166,1.1486,0.12536,0.46597,0.042084
"FBgn0052988",1,8854864,8875692,507,50,166,1.1481,0.12547,0.086737,0.21822
"FBgn0264503",6,10148434,10205337,572,92,166,1.1478,0.12552,0.33823,0.058717
"FBgn0030778",6,16686131,16721145,470,91,166,1.1474,0.12561,0.22786,0.088319
"FBgn0053233",3,2649639,2671501,494,65,166,1.1469,0.12572,0.37076,0.054165
"FBgn0262717",4,10676943,10706270,531,40,166,1.1458,0.12593,0.25516,0.076409
"FBgn0032957",1,21653806,21687530,179,25,166,1.1458,0.12594,0.20573,0.09314
"FBgn0015033",3,7483557,7506197,456,47,166,1.1458,0.12594,0.21035,0.09419
"FBgn0261592",6,7889624,7911331,367,78,166,1.1451,0.12608,0.62486,0.034089
"FBgn0051321",4,14300362,14324412,548,97,166,1.1447,0.12616,0.18833,0.10802
"FBgn0260934",2,19446170,19495686,1189,122,166,1.1446,0.12619,0.18737,0.11034
"FBgn0027490",1,8424058,8447365,414,61,166,1.1444,0.12623,0.072634,0.24724
"FBgn0029807",6,5767195,5791620,99,38,166,1.1441,0.12629,0.49525,0.040738
"FBgn0011769",3,9360195,9381238,429,55,166,1.1438,0.12635,0.087227,0.21966
"FBgn0020545",1,842768,864539,477,67,166,1.1433,0.12646,0.69588,0.028286
"FBgn0051549",4,5622192,5643321,52,23,166,1.1432,0.12649,0.22472,0.083728
"FBgn0084001",1,22027860,22049772,250,43,166,1.1427,0.12657,0.10655,0.17609
"FBgn0037994",4,12182703,12205011,290,36,166,1.1424,0.12665,0.12953,0.14766
"FBgn0030033",6,8375781,8399504,304,62,166,1.1417,0.12679,0.38945,0.051467
"FBgn0033443",2,9783326,9808006,574,86,166,1.1414,0.12685,0.33292,0.060309
"FBgn0028789",3,9031375,9055042,434,69,166,1.1405,0.12703,0.36046,0.056534
"FBgn0085316",4,5843332,5864282,186,37,166,1.1401,0.12711,0.15343,0.12184
"FBgn0265834",2,19946195,19967004,310,70,166,1.1398,0.12718,0.052195,0.37104
"FBgn0041247",1,7442520,7464212,698,63,166,1.1395,0.12725,0.17142,0.1104
"FBgn0011706",3,18387535,18408435,436,45,166,1.1395,0.12725,0.15483,0.12462
"FBgn0026141",1,1334400,1355135,493,55,166,1.1383,0.12751,0.40305,0.050373
"FBgn0262976",6,8398008,8421658,294,73,166,1.1382,0.12752,0.35957,0.056351
"FBgn0030241",6,10842446,10864869,362,57,166,1.1381,0.12754,0.28666,0.072939
"FBgn0000606",2,9969319,9990795,367,66,166,1.138,0.12756,0.26227,0.076327
"FBgn0030847",6,17569861,17609314,557,80,166,1.1379,0.12758,0.17697,0.11507
"FBgn0033450",2,9828434,9849500,361,60,166,1.1379,0.12759,0.073573,0.26881
"FBgn0037491",4,7238151,7259738,151,27,166,1.1379,0.12759,0.046258,0.41189
"FBgn0038445",4,16561515,16583158,352,51,166,1.1378,0.12759,0.36817,0.053087
"FBgn0051076",4,26979035,26999852,447,44,166,1.1378,0.1276,0.16037,0.12496
"FBgn0030484",6,13394749,13419323,245,60,166,1.1375,0.12766,0.21053,0.098544
"FBgn0035146",3,589094,614008,601,74,166,1.1366,0.12786,0.087667,0.22154
"FBgn0029154",2,16404815,16429398,653,103,166,1.1357,0.12803,0.12045,0.18293
"FBgn0029153",2,16404815,16429398,653,103,166,1.1357,0.12803,0.12045,0.18293
"FBgn0033484",2,10075169,10106416,572,75,166,1.1357,0.12805,0.037166,0.53708
"FBgn0030104",6,9205785,9226540,465,81,166,1.1354,0.1281,0.31418,0.065804
"FBgn0035601",3,5352884,5376225,587,80,166,1.1348,0.12823,0.10638,0.18435
"FBgn0032366",1,11510358,11531285,443,46,166,1.1346,0.12826,0.58166,0.033485
"FBgn0053966",3,1224130,1245420,456,43,166,1.134,0.12841,0.79606,0.023436
"FBgn0262562",4,17758272,17804490,857,90,166,1.1339,0.12843,0.25453,0.083479
"FBgn0005694",3,21423422,21448639,140,23,166,1.1336,0.12848,0.13094,0.1485
"FBgn0260991",2,7268467,7291795,522,69,166,1.1328,0.12866,0.2076,0.10234
"FBgn0016032",2,7039238,7061964,589,86,166,1.1322,0.12877,0.30809,0.06876
"FBgn0051151",4,22700883,22731150,550,84,166,1.1321,0.12879,0.2421,0.086933
"FBgn0012051",2,19415113,19440564,368,39,166,1.132,0.12882,0.09383,0.21767
"FBgn0039201",4,24505278,24528128,391,49,166,1.131,0.12902,0.059273,0.33734
"FBgn0263396",4,13624862,13656304,591,77,166,1.1308,0.12907,0.035174,0.58341
"FBgn0039440",4,26619918,26640825,453,60,166,1.1299,0.12926,0.5555,0.035556
"FBgn0035193",3,1227133,1248319,481,43,166,1.1293,0.12938,0.79185,0.023908
"FBgn0034476",2,19816578,19842973,429,56,166,1.129,0.12945,0.22727,0.084677
"FBgn0054030",3,7063476,7085247,550,65,166,1.1286,0.12953,0.077808,0.26436
"FBgn0037950",4,11777176,11799393,181,30,166,1.1284,0.12957,0.66826,0.030295
"FBgn0038202",4,14094488,14118321,540,70,166,1.1279,0.12968,0.25507,0.079413
"FBgn0004587",4,13651311,13676891,594,87,166,1.1276,0.12975,0.067316,0.31117
"FBgn0032924",1,21150636,21173083,79,21,166,1.1274,0.12979,0.0791,0.24208
"FBgn0036155",3,11351986,11374885,625,96,166,1.1266,0.12995,0.67381,0.031456
"FBgn0011787",3,8946791,8967584,339,40,166,1.1264,0.13,0.17625,0.11306
"FBgn0034099",2,16230936,16251934,435,78,166,1.1254,0.13021,0.094999,0.22771
"FBgn0031940",1,7733682,7754839,415,42,166,1.1247,0.13036,0.57368,0.034727
"FBgn0033167",2,7398371,7419385,438,66,166,1.124,0.13051,0.24765,0.087628
"FBgn0038446",4,16563179,16583752,324,54,166,1.1238,0.13056,0.33515,0.061037
"FBgn0032266",1,10524322,10546587,733,86,166,1.1237,0.13057,0.49387,0.042854
"FBgn0262114",2,10419708,10446581,738,81,166,1.1231,0.13071,0.39983,0.05109
"FBgn0031367",1,1821627,1842565,582,74,166,1.1229,0.13075,0.18375,0.11454
"FBgn0032271",1,10619352,10648471,672,91,166,1.1222,0.13088,0.20371,0.10418
"FBgn0262592",3,10614728,10635599,558,58,166,1.1207,0.1312,0.082172,0.2591
"FBgn0263120",2,8655813,8693022,609,88,166,1.118,0.13178,0.1596,0.1355
"FBgn0028687",2,7642440,7663954,443,49,166,1.1168,0.13205,0.20676,0.10136
"FBgn0029950",6,7408594,7432142,212,33,166,1.1166,0.13209,0.07424,0.29205
"FBgn0037724",4,9634978,9656154,467,73,166,1.1161,0.13219,0.066864,0.32979
"FBgn0002873",6,14237732,14268595,609,73,166,1.1153,0.13236,0.8504,0.025717
"FBgn0003145",1,12072995,12095827,630,86,166,1.1148,0.13247,0.24916,0.090055
"FBgn0052318",3,1236073,1256923,505,47,166,1.1148,0.13248,0.83493,0.024645
"FBgn0020907",4,16564543,16593663,430,60,166,1.1144,0.13255,0.30179,0.071308
"FBgn0044871",4,18653738,18675307,322,56,166,1.1138,0.13269,0.37464,0.057845
"FBgn0263143",4,22732954,22755581,597,102,166,1.1134,0.13277,0.12783,0.17566
"FBgn0038150",4,13393423,13414870,340,63,166,1.1133,0.1328,0.74252,0.029627
"FBgn0037828",4,10725277,10745957,387,60,166,1.113,0.13285,0.099198,0.20357
"FBgn0003134",4,24508270,24532331,409,47,166,1.1119,0.13308,0.072761,0.28792
"FBgn0014455",6,15440261,15463167,343,64,166,1.1118,0.13311,0.17221,0.13235
"FBgn0085249",2,10031065,10053507,306,53,166,1.1116,0.13316,0.087056,0.24515
"FBgn0050087",2,15682448,15703751,452,68,166,1.1105,0.13338,0.13965,0.16371
"FBgn0000490",1,2418372,2469823,990,75,166,1.1105,0.1334,0.41331,0.051386
"FBgn0021847",2,6199782,6224122,449,58,166,1.1103,0.13344,0.098732,0.21273
"FBgn0039444",4,26630025,26651054,490,59,166,1.1098,0.13354,0.34969,0.059513
"FBgn0039249",4,24908106,24932385,400,59,166,1.1096,0.13358,0.12988,0.16123
"FBgn0259236",3,15603184,15657762,1240,96,166,1.1093,0.13365,0.13113,0.16642
"FBgn0053288",3,21417790,21443066,127,20,166,1.1092,0.13368,0.13298,0.15536
"FBgn0039277",4,25099226,25122516,531,74,166,1.109,0.13372,0.081537,0.27367
"FBgn0039429",4,26448249,26470981,606,58,166,1.1088,0.13375,0.080104,0.25847
"FBgn0028850",1,15281426,15302239,398,72,166,1.1084,0.13385,0.29142,0.0736
"FBgn0005619",2,10227988,10256077,486,56,166,1.1079,0.13396,0.086158,0.25369
"FBgn0035856",3,8192792,8213345,383,77,166,1.1074,0.13406,0.22588,0.093919
"FBgn0085191",1,11521820,11543756,522,52,166,1.107,0.13414,0.76297,0.028827
"FBgn0051742",1,17980418,18001951,242,35,166,1.1069,0.13416,0.054421,0.37665
"FBgn0038660",4,18901053,18922922,465,68,166,1.1062,0.13433,0.046137,0.45395
"FBgn0032863",1,20449342,20471729,225,37,166,1.106,0.13436,0.044452,0.47043
"FBgn0030878",6,17851002,17872775,164,43,166,1.1057,0.13443,0.12648,0.17398
"FBgn0033421",2,9531947,9558135,591,73,166,1.1054,0.13449,0.070826,0.30855
"FBgn0067783",4,20542385,20567667,436,74,166,1.1051,0.13455,0.11343,0.21095
"FBgn0004516",3,4064077,4098744,827,117,166,1.1044,0.13471,0.12285,0.19183
"FBgn0046294",2,17236530,17257383,524,67,166,1.1043,0.13473,0.19435,0.10865
"FBgn0028490",1,11513021,11538205,611,55,166,1.1043,0.13474,0.63698,0.033781
"FBgn0028647",4,25325257,25350088,607,93,166,1.1041,0.13477,0.28063,0.082837
"FBgn0030098",6,9181657,9202548,399,99,166,1.1035,0.1349,0.17759,0.13412
"FBgn0030615",6,15103302,15126542,431,76,166,1.1022,0.13519,0.19547,0.11333
