"GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","P_SNPWISE_MEAN","P_SNPWISE_TOP1"
"FBgn0031321",1,1174065,1195698,510,72,166,0.81517,0.20749,0.2107,0.21732
"FBgn0263747",6,15762963,15788774,115,30,166,0.81517,0.20749,0.16591,0.27523
"FBgn0265630",6,13185499,13221674,644,87,166,0.81464,0.20764,0.1189,0.38591
"FBgn0029944",6,7314214,7338806,253,61,166,0.81419,0.20777,0.70284,0.067313
"FBgn0029825",6,5932606,5955250,212,40,166,0.81415,0.20778,0.83812,0.055159
"FBgn0039302",4,25239348,25268672,723,95,166,0.81413,0.20779,0.24998,0.1866
"FBgn0030159",6,9871953,9893670,227,62,166,0.814,0.20782,0.23691,0.1965
"FBgn0250862",6,13105131,13133066,228,64,166,0.81312,0.20807,0.26355,0.17527
"FBgn0036896",3,19614406,19645783,265,35,166,0.8127,0.2082,0.11171,0.41606
"FBgn0031724",1,5586833,5608636,464,72,166,0.81237,0.20829,0.1667,0.28148
"FBgn0058298",3,23716829,23737989,69,16,166,0.81166,0.20849,0.46246,0.097524
"FBgn0050054",2,12613726,12635352,631,84,166,0.81158,0.20852,0.14289,0.31864
"FBgn0264002",3,2272883,2310944,824,88,166,0.81147,0.20855,0.13109,0.3646
"FBgn0016715",3,595165,616569,528,68,166,0.81143,0.20856,0.22205,0.20359
"FBgn0002466",3,12497998,12524815,434,90,166,0.81058,0.2088,0.44772,0.10473
"FBgn0033482",2,10060981,10085645,282,51,166,0.81055,0.20881,0.093436,0.50144
"FBgn0039312",4,25268427,25289846,447,75,166,0.81009,0.20895,0.34567,0.13374
"FBgn0038818",4,20642567,20669904,383,45,166,0.8096,0.20909,0.39461,0.11601
"FBgn0259198",6,18714914,18735672,265,53,166,0.80883,0.20931,0.25353,0.18487
"FBgn0029905",6,6808178,6830919,322,88,166,0.80871,0.20934,0.14539,0.33572
"FBgn0003429",4,24652491,24721595,1385,75,166,0.80861,0.20937,0.13627,0.3411
"FBgn0259231",6,18697494,18736572,414,78,166,0.80838,0.20943,0.20588,0.23094
"FBgn0037177",3,22681674,22702528,87,28,166,0.80821,0.20948,0.13023,0.35592
"FBgn0262867",2,6171748,6206320,730,62,166,0.80821,0.20949,0.14076,0.33167
"FBgn0030605",6,15053733,15074926,167,24,166,0.80797,0.20955,0.15559,0.29745
"FBgn0053556",3,7084818,7133297,1142,110,166,0.80742,0.20971,0.53306,0.089135
"FBgn0033736",2,12416883,12437861,400,62,166,0.80713,0.2098,0.2462,0.19068
"FBgn0004959",6,18675766,18698433,160,40,166,0.807,0.20983,0.38925,0.1223
"FBgn0037540",4,8003791,8026610,265,29,166,0.80654,0.20997,0.22381,0.20581
"FBgn0031319",1,1167690,1192454,471,64,166,0.80597,0.21013,0.19144,0.2412
"FBgn0032335",1,11061027,11081532,470,62,166,0.80577,0.21019,0.35011,0.13529
"FBgn0030801",6,16874581,16896612,583,84,166,0.80564,0.21022,0.57403,0.083021
"FBgn0083961",1,4955673,4976399,325,59,166,0.80555,0.21025,0.080978,0.58085
"FBgn0032660",1,17999643,18021475,288,35,166,0.80547,0.21027,0.29373,0.15769
"FBgn0030622",6,15218744,15239875,85,24,166,0.80488,0.21045,0.4122,0.11499
"FBgn0035139",3,423146,443906,439,47,166,0.80484,0.21046,0.28263,0.16195
"FBgn0036330",3,12996817,13017881,350,50,166,0.80447,0.21056,0.15908,0.29411
"FBgn0030384",6,12363118,12384448,417,76,166,0.80404,0.21069,0.18329,0.26104
"FBgn0036421",3,14358925,14379707,425,69,166,0.8033,0.2109,0.28337,0.1683
"FBgn0037176",3,22677222,22698288,82,28,166,0.80284,0.21103,0.14076,0.33151
"FBgn0034278",2,17757165,17777786,664,89,166,0.80281,0.21104,0.1123,0.4259
"FBgn0262813",3,13827756,13848080,431,45,166,0.80258,0.21111,0.19151,0.243
"FBgn0040679",4,5950294,5970987,200,38,166,0.80203,0.21127,0.10136,0.46009
"FBgn0051272",4,10746296,10769398,336,48,166,0.80178,0.21134,0.23618,0.20143
"FBgn0030803",6,16876818,16898729,581,83,166,0.80164,0.21138,0.58996,0.081875
"FBgn0031836",1,6601011,6627117,657,82,166,0.80074,0.21164,0.26208,0.18199
"FBgn0033115",2,6875552,6898262,463,61,166,0.80056,0.21169,0.2489,0.19434
"FBgn0029911",6,6828174,6853921,314,69,166,0.8005,0.21171,0.16157,0.30383
"FBgn0259110",6,15936936,15983159,237,63,166,0.80047,0.21172,0.1647,0.29063
"FBgn0262360",2,13590645,13611099,384,76,166,0.7999,0.21188,0.27825,0.17653
"FBgn0023542",6,2172818,2194668,167,41,166,0.79955,0.21199,0.35271,0.13417
"FBgn0003502",1,8248373,8311079,1671,109,166,0.79946,0.21201,0.23565,0.20755
"FBgn0030537",6,14159592,14181545,268,36,166,0.79937,0.21204,0.14166,0.33033
"FBgn0085460",2,7934526,7957076,582,32,166,0.79923,0.21208,0.14589,0.31814
"FBgn0036062",3,9956603,9978317,580,72,166,0.79895,0.21216,0.14093,0.34149
"FBgn0040600",4,24759351,24780933,422,71,166,0.79853,0.21228,0.44956,0.10656
"FBgn0260643",3,10620034,10640935,531,60,166,0.79729,0.21264,0.14647,0.3295
"FBgn0000014",4,16797214,16840049,716,78,166,0.79728,0.21264,0.11986,0.39328
"FBgn0063923",3,206625,228058,22,10,166,0.79723,0.21266,0.1279,0.36279
"FBgn0050094",2,16132202,16152935,556,59,166,0.7971,0.2127,0.24773,0.19294
"FBgn0263102",2,10547888,10627280,1937,168,166,0.79707,0.21271,0.41422,0.11791
"FBgn0263968",6,6814496,6848122,492,101,166,0.79697,0.21273,0.1332,0.38388
"FBgn0034293",2,18038804,18059922,513,71,166,0.79653,0.21286,0.23252,0.20518
"FBgn0029095",1,851849,878354,469,48,166,0.79607,0.213,0.15803,0.30319
"FBgn0030344",6,11854651,11878893,150,50,166,0.79558,0.21314,0.1982,0.24286
"FBgn0266436",3,3100128,3121227,501,75,166,0.79518,0.21325,0.38791,0.12653
"FBgn0014380",4,9487101,9512581,291,58,166,0.79494,0.21332,0.27972,0.17016
"FBgn0031837",1,6607134,6631700,594,74,166,0.79483,0.21336,0.27967,0.17299
"FBgn0039440",4,26619918,26640825,453,59,166,0.79457,0.21343,0.24262,0.19956
"FBgn0034502",2,20307323,20329039,390,45,166,0.79455,0.21344,0.20462,0.23378
"FBgn0038586",4,18214902,18236082,305,48,166,0.79433,0.2135,0.48753,0.099366
"FBgn0263705",6,10920840,10974046,595,116,166,0.79392,0.21362,0.11388,0.43001
"FBgn0034219",2,17435185,17457483,521,87,166,0.79376,0.21367,0.26792,0.17944
"FBgn0038432",4,16446052,16468233,141,26,166,0.7937,0.21368,0.27359,0.17291
"FBgn0259140",3,11791951,11824755,745,89,166,0.79346,0.21375,0.38929,0.12658
"FBgn0015793",3,8287018,8308506,228,45,166,0.79343,0.21376,0.11663,0.41291
"FBgn0037676",4,9283642,9338511,875,59,166,0.79337,0.21378,0.32799,0.1433
"FBgn0036236",3,11980736,12002000,223,41,166,0.79333,0.21379,0.33285,0.14455
"FBgn0035124",3,265155,286667,119,20,166,0.7931,0.21386,0.17156,0.27351
"FBgn0038568",4,18148701,18169471,439,59,166,0.79304,0.21388,0.47711,0.10237
"FBgn0086855",1,264740,288234,152,29,166,0.79291,0.21391,0.21925,0.21634
"FBgn0037652",4,8994017,9015331,325,25,166,0.79248,0.21404,0.15162,0.31389
"FBgn0040985",1,16877109,16897966,289,41,166,0.79245,0.21405,0.14664,0.32524
"FBgn0038647",4,18722681,18743034,383,74,166,0.79223,0.21411,0.13483,0.36093
"FBgn0259721",4,13769624,13790795,451,62,166,0.79211,0.21415,0.1849,0.2639
"FBgn0260464",4,13769624,13790795,451,62,166,0.79211,0.21415,0.1849,0.2639
"FBgn0025693",2,5764776,5792858,225,26,166,0.79206,0.21416,0.13029,0.36861
"FBgn0262592",3,10614728,10635599,558,57,166,0.79117,0.21442,0.15042,0.32244
"FBgn0286507",4,12437653,12459046,151,33,166,0.79118,0.21442,0.12177,0.39237
"FBgn0053758",2,9443409,9464055,820,77,166,0.79087,0.21451,0.39423,0.12268
"FBgn0036814",3,18792265,18830675,545,64,166,0.79062,0.21458,0.2361,0.20504
"FBgn0037170",3,22540226,22562019,83,21,166,0.79025,0.21469,0.29554,0.16256
"FBgn0050158",2,6881760,6932613,769,83,166,0.79002,0.21476,0.18063,0.27071
"FBgn0040343",6,836171,857157,122,19,166,0.78966,0.21486,0.11209,0.4277
"FBgn0035922",3,8637145,8661011,610,72,166,0.78934,0.21496,0.18378,0.26129
"FBgn0016059",2,17662839,17693499,774,117,166,0.78917,0.21501,0.11609,0.42536
"FBgn0052267",3,3461555,3482113,356,61,166,0.7881,0.21532,0.21193,0.23242
"FBgn0044809",4,20867736,20888363,269,57,166,0.78702,0.21563,0.17766,0.27499
"FBgn0037915",4,11565901,11588745,380,57,166,0.78693,0.21566,0.080365,0.61719
"FBgn0051141",4,23913300,23934319,393,46,166,0.78682,0.21569,0.50401,0.096567
"FBgn0028563",2,8072976,8097151,199,11,166,0.78624,0.21586,0.12852,0.37128
"FBgn0053868",1,21527505,21548099,12,9,166,0.78618,0.21588,0.32341,0.14843
"FBgn0030359",6,11980118,12002768,134,45,166,0.78608,0.21591,0.31484,0.15841
"FBgn0259926",6,5673240,5694456,326,66,166,0.78589,0.21597,0.36539,0.13533
"FBgn0020388",3,12511129,12534014,443,84,166,0.78576,0.216,0.44504,0.11127
"FBgn0051659",1,1348925,1369790,516,52,166,0.78573,0.21601,0.10395,0.47111
"FBgn0005626",3,6703356,6729525,399,75,166,0.78565,0.21604,0.15946,0.3107
"FBgn0052846",3,2940174,2961618,410,66,166,0.78507,0.21621,0.10955,0.44829
"FBgn0050379",2,7929956,7951870,530,31,166,0.78501,0.21622,0.13823,0.34854
"FBgn0027515",1,7811151,7835350,489,44,166,0.78466,0.21633,0.34198,0.14411
"FBgn0050380",2,7929201,7949659,497,33,166,0.78433,0.21642,0.14503,0.33346
"FBgn0039239",4,24854191,24874732,192,45,166,0.78422,0.21646,0.14387,0.33866
"FBgn0038446",4,16563179,16583752,324,53,166,0.78414,0.21648,0.13842,0.35033
"FBgn0024984",6,2177820,2198919,163,37,166,0.78321,0.21675,0.40991,0.12036
"FBgn0038704",4,19393455,19416294,308,50,166,0.78287,0.21685,0.33208,0.14831
"FBgn0036063",3,9961151,9982054,564,68,166,0.78285,0.21686,0.14793,0.33558
"FBgn0034177",2,16991994,17013599,640,115,166,0.78184,0.21715,0.38322,0.13106
"FBgn0085409",1,6169133,6221114,1067,83,166,0.78173,0.21719,0.14406,0.3517
"FBgn0012034",3,21260722,21290243,176,30,166,0.78121,0.21734,0.11532,0.42725
"FBgn0029857",6,6278100,6299562,190,73,166,0.78112,0.21737,0.27001,0.19184
"FBgn0003444",1,267582,292167,156,30,166,0.78092,0.21742,0.23402,0.20808
"FBgn0037336",4,5529510,5557775,133,28,166,0.77996,0.21771,0.25015,0.19726
"FBgn0032666",1,18109995,18139862,399,37,166,0.77963,0.2178,0.20908,0.23932
"FBgn0034259",2,17661309,17682640,512,88,166,0.77962,0.21781,0.17475,0.29524
"FBgn0043002",1,8427405,8447996,395,57,166,0.7794,0.21787,0.13702,0.36195
"FBgn0000591",4,26030240,26051008,873,64,166,0.7791,0.21796,0.13566,0.36644
"FBgn0031310",1,1140766,1161764,464,53,166,0.77882,0.21804,0.18054,0.27159
"FBgn0053087",2,8164165,8236438,1308,56,166,0.77875,0.21806,0.11164,0.44306
"FBgn0031523",1,3322814,3344790,518,64,166,0.7787,0.21808,0.22365,0.22269
"FBgn0039004",4,22680607,22704772,402,69,166,0.77855,0.21812,0.34019,0.14658
"FBgn0261262",4,18919196,18988088,1241,115,166,0.77847,0.21815,0.22868,0.22347
"FBgn0052708",6,9075932,9096864,287,67,166,0.77835,0.21818,0.3593,0.14075
"FBgn0015360",3,2248839,2272664,512,69,166,0.77831,0.21819,0.13514,0.37294
"FBgn0036998",3,20463783,20484791,109,27,166,0.77704,0.21857,0.61224,0.08027
"FBgn0025837",6,114370,136714,3,2,166,0.77675,0.21865,0.2006,0.2397
"FBgn0029006",2,17582791,17614461,798,113,166,0.77632,0.21878,0.54197,0.095367
"FBgn0285913",4,14279071,14312276,877,117,166,0.77619,0.21882,0.61164,0.082645
"FBgn0265413",6,9060318,9088499,304,80,166,0.77596,0.21889,0.50232,0.10188
"FBgn0038640",4,18667818,18690321,404,71,166,0.77591,0.2189,0.10711,0.46897
"FBgn0037205",3,22891912,22915470,130,29,166,0.77588,0.21891,0.20779,0.24013
"FBgn0039977",3,23705023,23726689,74,17,166,0.77482,0.21922,0.46711,0.10522
"FBgn0265538",2,17177504,17197678,386,61,166,0.77454,0.2193,0.19741,0.25439
"FBgn0032111",1,9340470,9360996,674,63,166,0.77451,0.21931,0.32706,0.15547
"FBgn0265577",2,17661068,17681295,502,91,166,0.77433,0.21937,0.2184,0.23842
"FBgn0261986",4,25651795,25675640,412,66,166,0.77429,0.21938,0.11271,0.44905
"FBgn0041626",6,20131819,20153188,227,56,166,0.77416,0.21942,0.20901,0.24269
"FBgn0001137",1,8421086,8443598,337,57,166,0.77398,0.21947,0.13805,0.36606
"FBgn0039443",4,26626688,26647557,507,62,166,0.77381,0.21952,0.23698,0.21375
"FBgn0036945",3,20178522,20199779,107,23,166,0.77367,0.21956,0.3031,0.16391
"FBgn0053340",4,24353138,24374289,343,44,166,0.77355,0.2196,0.17508,0.29152
"FBgn0000046",4,13415983,13438375,553,63,166,0.77342,0.21964,0.44056,0.11508
"FBgn0036654",3,16694973,16716428,317,46,166,0.77332,0.21967,0.1712,0.29759
"FBgn0037340",4,5553977,5574815,95,30,166,0.77326,0.21968,0.24483,0.206
"FBgn0013323",1,565711,586896,391,60,166,0.77316,0.21971,0.3438,0.14794
"FBgn0000097",1,2146484,2188754,657,76,166,0.77232,0.21996,0.14875,0.3384
"FBgn0263206",1,13763997,13784355,223,47,166,0.77158,0.22018,0.25197,0.20003
"FBgn0052428",3,20459674,20483723,126,29,166,0.77103,0.22034,0.52135,0.096239
"FBgn0030189",6,10316464,10338946,303,59,166,0.77083,0.2204,0.11944,0.42498
"FBgn0014903",6,1021496,1043165,197,28,166,0.77079,0.22042,0.12243,0.41082
"FBgn0052845",3,261420,283391,105,20,166,0.77069,0.22045,0.17268,0.28745
"FBgn0031275",1,739945,772399,681,64,166,0.77063,0.22046,0.11837,0.43226
"FBgn0001087",6,13717204,13746278,254,75,166,0.77058,0.22048,0.35159,0.14549
"FBgn0038225",4,14370663,14391699,437,77,166,0.77046,0.22051,0.17836,0.29236
"FBgn0032084",1,8967834,8994872,907,78,166,0.7703,0.22056,0.20933,0.24343
"FBgn0036545",3,15945096,15966465,251,44,166,0.77023,0.22058,0.14641,0.34406
"FBgn0050431",2,6192725,6215224,480,55,166,0.77019,0.22059,0.13432,0.37509
"FBgn0033871",2,13814858,13835572,537,95,166,0.77008,0.22063,0.10086,0.50649
"FBgn0087005",4,5226092,5247315,102,33,166,0.77008,0.22063,0.17353,0.2899
"FBgn0283434",6,20202738,20227259,238,60,166,0.76963,0.22076,0.15092,0.34373
"FBgn0050001",2,9811168,9832955,525,65,166,0.76932,0.22085,0.19761,0.25675
"FBgn0026064",4,11336294,11363131,375,41,166,0.76905,0.22093,0.15622,0.32433
"FBgn0026063",4,11336294,11363131,375,41,166,0.76905,0.22093,0.15622,0.32433
"FBgn0035766",3,7325442,7349340,370,61,166,0.76899,0.22095,0.123,0.41871
"FBgn0030895",6,18093653,18115393,189,32,166,0.76842,0.22112,0.11256,0.45384
"FBgn0004516",3,4064077,4098744,827,119,166,0.76781,0.2213,0.10783,0.48013
"FBgn0013799",3,19808174,19840686,116,33,166,0.76761,0.22136,0.27967,0.18182
"FBgn0034474",2,19773484,19794043,326,54,166,0.76758,0.22137,0.13862,0.367
"FBgn0030443",6,13042847,13065328,285,61,166,0.7675,0.22139,0.17346,0.2977
"FBgn0039193",4,24355554,24376349,321,43,166,0.76746,0.2214,0.19257,0.26946
"FBgn0036202",3,11723589,11776182,1036,115,166,0.76712,0.22151,0.43185,0.11916
"FBgn0025387",6,4617380,4640936,319,85,166,0.76688,0.22158,0.17968,0.28844
"FBgn0039465",4,26951064,26974817,555,50,166,0.76675,0.22161,0.35361,0.14445
"FBgn0031132",6,20812146,20835641,255,43,166,0.76661,0.22166,0.14719,0.35034
"FBgn0051226",4,18841305,18861798,376,65,166,0.76649,0.22169,0.24561,0.21039
"FBgn0032646",1,17489268,17511106,476,64,166,0.76609,0.22181,0.2572,0.20277
"FBgn0287454",6,11349236,11370929,257,81,166,0.76546,0.222,0.20354,0.25525
"FBgn0001301",1,18119884,18148083,353,35,166,0.76535,0.22203,0.23938,0.21496
"FBgn0032187",1,10134776,10166407,562,85,166,0.76525,0.22206,0.38677,0.13539
"FBgn0037260",4,4531356,4553215,153,27,166,0.76445,0.2223,0.68019,0.074304
"FBgn0001226",3,9374063,9395694,410,66,166,0.76439,0.22232,0.24333,0.21265
"FBgn0030889",6,18033991,18058720,411,52,166,0.76433,0.22234,0.17416,0.29827
"FBgn0000352",2,7372176,7397115,557,87,166,0.76403,0.22242,0.19367,0.2666
"FBgn0027529",2,20309180,20335973,400,48,166,0.76314,0.22269,0.21878,0.23598
"FBgn0037498",4,7305724,7327207,236,41,166,0.76299,0.22273,0.14767,0.34982
"FBgn0014073",3,4500698,4542145,947,106,166,0.76228,0.22295,0.54913,0.09743
"FBgn0035534",3,4354550,4375243,410,61,166,0.76213,0.22299,0.31041,0.16732
"FBgn0065109",1,9761155,9785030,602,60,166,0.762,0.22303,0.22285,0.23468
"FBgn0065108",1,9761155,9785030,602,60,166,0.762,0.22303,0.22285,0.23468
"FBgn0031261",1,535129,557096,399,54,166,0.76148,0.22318,0.17794,0.29013
"FBgn0029167",3,13836054,13870001,654,55,166,0.7604,0.22351,0.12728,0.40941
"FBgn0032219",1,10312476,10334990,395,68,166,0.76011,0.22359,0.28961,0.18258
"FBgn0029996",6,8077544,8104064,378,97,166,0.76008,0.2236,0.17209,0.31299
"FBgn0037307",4,5248336,5272692,185,43,166,0.75999,0.22363,0.17937,0.28908
"FBgn0036580",3,16221081,16242038,422,58,166,0.75986,0.22367,0.32601,0.15947
"FBgn0002962",4,19147238,19170202,497,53,166,0.75876,0.224,0.10904,0.48257
"FBgn0039290",4,25189818,25224255,930,85,166,0.75876,0.224,0.26386,0.19848
"FBgn0267972",1,1963957,1985413,546,62,166,0.75835,0.22412,0.51589,0.10182
"FBgn0037888",4,11230041,11250991,262,56,166,0.75829,0.22414,0.47519,0.10976
"FBgn0042712",3,1852881,1875240,457,58,166,0.75748,0.22438,0.21955,0.23626
"FBgn0035497",3,4084343,4113256,688,107,166,0.75738,0.22441,0.11465,0.46763
"FBgn0035711",3,6694860,6719000,520,78,166,0.75686,0.22457,0.17364,0.30515
"FBgn0261834",6,15966868,15987660,129,44,166,0.75681,0.22458,0.26807,0.19773
"FBgn0085512",2,3637346,3657765,220,45,166,0.75642,0.2247,0.144,0.36752
"FBgn0037964",4,11921262,11943640,223,42,166,0.75622,0.22476,0.48604,0.10722
"FBgn0052811",6,1287984,1308387,107,15,166,0.75596,0.22484,0.77526,0.067709
"FBgn0045468",4,21835454,21856659,336,43,166,0.75492,0.22515,0.20318,0.26095
"FBgn0085230",2,20740914,20762135,138,22,166,0.75481,0.22518,0.1452,0.35788
"FBgn0023097",4,20583139,20622540,626,98,166,0.75439,0.22531,0.3981,0.13455
"FBgn0027490",1,8424058,8447365,414,60,166,0.75424,0.22535,0.12776,0.41273
"FBgn0267486",1,18170884,18195007,409,34,166,0.75426,0.22535,0.16163,0.32237
"FBgn0003390",6,6761463,6789659,274,81,166,0.7537,0.22551,0.55517,0.096803
"FBgn0052453",3,22687230,22707970,85,29,166,0.75355,0.22556,0.1577,0.33352
"FBgn0039441",4,26621869,26642956,492,61,166,0.75354,0.22556,0.24786,0.21528
"FBgn0040900",6,2176855,2197741,170,39,166,0.75335,0.22562,0.40114,0.13176
"FBgn0053639",6,18200812,18236076,444,51,166,0.7533,0.22564,0.11338,0.4752
"FBgn0261436",4,4217387,4239238,135,39,166,0.75316,0.22568,0.18376,0.2881
"FBgn0023214",2,18657527,18683536,483,63,166,0.75275,0.2258,0.13371,0.39349
"FBgn0052706",6,9077129,9098073,302,67,166,0.75269,0.22582,0.49325,0.10808
"FBgn0031335",1,1344911,1365924,525,49,166,0.75238,0.22591,0.10625,0.49793
"FBgn0003124",3,20299654,20323466,216,37,166,0.7523,0.22593,0.24035,0.21824
"FBgn0086655",2,6492006,6631792,2425,167,166,0.75192,0.22605,0.15834,0.34586
"FBgn0038098",4,12957775,12987471,501,60,166,0.75191,0.22605,0.14416,0.36592
"FBgn0029824",6,5907097,5951852,550,96,166,0.75176,0.2261,0.37573,0.14462
"FBgn0039111",4,23748339,23769606,214,45,166,0.7515,0.22618,0.33081,0.16014
"FBgn0031318",1,1163009,1187589,414,55,166,0.75132,0.22623,0.25039,0.20986
"FBgn0003116",6,2171211,2192916,177,40,166,0.75097,0.22634,0.38254,0.13882
"FBgn0032645",1,17487994,17508821,446,61,166,0.75035,0.22652,0.25301,0.2161
"FBgn0037873",4,11198887,11219849,239,64,166,0.75031,0.22653,0.28445,0.18829
"FBgn0040609",4,27281535,27302209,171,27,166,0.75019,0.22657,0.24869,0.2131
"FBgn0035426",3,3233274,3254294,303,47,166,0.75015,0.22658,0.37312,0.14219
"FBgn0003068",6,2675580,2702780,414,78,166,0.74984,0.22668,0.1414,0.38519
"FBgn0027575",4,21760333,21785840,398,40,166,0.74936,0.22682,0.44449,0.12047
"FBgn0026432",3,11983274,12008138,287,51,166,0.74841,0.22711,0.27935,0.19185
"FBgn0051081",4,26624885,26645998,494,60,166,0.74816,0.22718,0.23577,0.22862
"FBgn0022709",3,12190322,12214082,474,57,166,0.74808,0.22721,0.20567,0.26132
"FBgn0032945",1,21361227,21387995,171,29,166,0.74802,0.22723,0.19985,0.26825
"FBgn0031090",6,20145766,20169872,217,52,166,0.74752,0.22737,0.13261,0.40716
"FBgn0265087",1,13108890,13129134,506,72,166,0.74741,0.22741,0.35692,0.15195
"FBgn0032814",1,19574235,19596440,259,45,166,0.74698,0.22754,0.29664,0.1803
"FBgn0030261",6,11056552,11078379,310,65,166,0.74686,0.22757,0.14305,0.37902
"FBgn0029157",4,24928710,24954956,375,51,166,0.74655,0.22767,0.43476,0.12393
"FBgn0032642",1,17471231,17492037,282,51,166,0.74653,0.22768,0.37195,0.14603
"FBgn0041579",2,13383705,13404667,441,75,166,0.74585,0.22788,0.12694,0.42878
"FBgn0262539",4,22759775,22780307,522,68,166,0.74584,0.22788,0.20128,0.26896
"FBgn0010412",6,16627894,16649249,247,57,166,0.74539,0.22802,0.39003,0.139
"FBgn0035688",3,6154916,6183880,448,45,166,0.74528,0.22805,0.17846,0.30468
"FBgn0030354",6,11889996,11915371,260,58,166,0.74504,0.22812,0.20909,0.26118
"FBgn0030293",6,11340608,11365539,287,81,166,0.74479,0.2282,0.19335,0.28208
"FBgn0040899",6,2174725,2195258,160,37,166,0.74426,0.22836,0.38307,0.14075
"FBgn0262541",4,22761156,22781770,477,63,166,0.74421,0.22837,0.21444,0.25317
"FBgn0037718",4,9576942,9599581,398,60,166,0.74419,0.22838,0.23917,0.22811
"FBgn0029912",6,6834341,6857847,243,58,166,0.74412,0.2284,0.21024,0.26439
"FBgn0034214",2,17415670,17437511,631,104,166,0.74403,0.22843,0.43541,0.12557
"FBgn0036765",3,17869096,17893653,375,44,166,0.74346,0.2286,0.38208,0.14159
"FBgn0030386",6,12398861,12419825,337,82,166,0.74301,0.22874,0.11018,0.50254
"FBgn0033961",2,14746516,14767072,433,58,166,0.74293,0.22876,0.42008,0.13086
"FBgn0038761",4,20001776,20023504,300,58,166,0.74254,0.22888,0.13657,0.4
"FBgn0052601",6,14368806,14389826,268,51,166,0.74195,0.22906,0.14952,0.3642
"FBgn0023528",6,2254657,2280761,222,43,166,0.74191,0.22907,0.18216,0.29746
"FBgn0036876",3,19488197,19510798,232,49,166,0.74187,0.22908,0.13064,0.4181
"FBgn0002566",1,22914795,22953135,241,25,166,0.7418,0.2291,0.3429,0.15804
"FBgn0024806",3,240229,267954,57,12,166,0.74166,0.22915,0.16706,0.31976
"FBgn0085480",3,15678517,15702068,485,64,166,0.74142,0.22922,0.10814,0.50834
"FBgn0023489",1,567486,589549,424,67,166,0.74112,0.22931,0.37012,0.14749
"FBgn0038525",4,17599359,17620533,235,43,166,0.74094,0.22937,0.15778,0.34382
"FBgn0001179",3,10621079,10643969,634,73,166,0.74086,0.22939,0.14632,0.37564
"FBgn0085459",2,7933442,7954475,562,33,166,0.74079,0.22941,0.14502,0.36983
"FBgn0028550",6,1232740,1285284,166,19,166,0.74077,0.22942,0.701,0.077407
"FBgn0052693",6,10051627,10072785,340,74,166,0.74067,0.22945,0.33452,0.16545
"FBgn0286070",2,17403970,17430007,676,113,166,0.74046,0.22951,0.33739,0.16522
"FBgn0262559",4,18216396,18238718,333,48,166,0.74026,0.22957,0.45681,0.11963
"FBgn0029906",6,6811016,6832840,312,88,166,0.74027,0.22957,0.1566,0.36146
"FBgn0023216",6,3658837,3681502,146,18,166,0.74013,0.22961,0.16155,0.33346
"FBgn0000047",4,15429969,15452177,456,46,166,0.73909,0.22992,0.1884,0.28886
"FBgn0037398",4,6044712,6067536,115,25,166,0.73894,0.22997,0.49653,0.1091
"FBgn0030740",6,16311431,16333231,199,39,166,0.73871,0.23004,0.10012,0.54449
"FBgn0086558",6,6266876,6289647,226,84,166,0.73869,0.23005,0.25256,0.22285
"FBgn0031312",1,1148661,1170220,401,42,166,0.73865,0.23006,0.20896,0.25794
"FBgn0054057",3,887380,908772,611,83,166,0.7386,0.23007,0.1674,0.33496
"FBgn0052832",1,16868326,16889290,393,52,166,0.73824,0.23018,0.14178,0.38214
"FBgn0035733",3,7048930,7087462,1001,87,166,0.73813,0.23022,0.13543,0.4094
"FBgn0041241",2,11351900,11373405,287,37,166,0.73803,0.23025,0.19458,0.28315
"FBgn0028740",2,17760405,17782552,654,87,166,0.73787,0.2303,0.12245,0.45466
"FBgn0022893",1,21616309,21639932,126,21,166,0.73719,0.2305,0.20826,0.26517
"FBgn0039459",4,26853376,26874559,488,58,166,0.73717,0.23051,0.30912,0.177
"FBgn0031050",6,19634531,19656176,193,46,166,0.7371,0.23053,0.2084,0.26372
"FBgn0034475",2,19805554,19826204,236,47,166,0.737,0.23056,0.20748,0.26536
"FBgn0053082",6,1020758,1043119,202,28,166,0.73663,0.23067,0.1301,0.41975
"FBgn0040356",6,2799881,2820846,225,53,166,0.73653,0.23071,0.20869,0.26553
"FBgn0004554",4,17600856,17621511,231,41,166,0.73646,0.23072,0.1554,0.353
"FBgn0004372",3,3014129,3036521,633,89,166,0.73606,0.23085,0.64823,0.087755
"FBgn0034510",2,20502697,20523169,260,43,166,0.73584,0.23091,0.45043,0.12131
"FBgn0085431",4,12376249,12412902,320,51,166,0.73586,0.23091,0.36985,0.14963
"FBgn0039350",4,25627843,25661874,621,74,166,0.73544,0.23104,0.10236,0.53513
"FBgn0036381",3,13850027,13876905,491,56,166,0.73501,0.23117,0.15734,0.34997
"FBgn0265455",3,12300805,12321961,692,83,166,0.73496,0.23118,0.24028,0.23218
"FBgn0031661",1,4965300,4987023,267,49,166,0.73479,0.23123,0.12535,0.44358
"FBgn0283478",1,9753369,9775338,568,52,166,0.73472,0.23125,0.086065,0.64121
"FBgn0033067",2,6170926,6191626,412,53,166,0.73473,0.23125,0.25757,0.21483
"FBgn0004577",4,17004576,17037987,755,92,166,0.73462,0.23129,0.14954,0.37424
