Pathway_name,Pathyway_ID,Gene_ID
"benzoate biosynthesis II (CoA-independent, non-β-oxidative)",PWY-6444,PAL2
,,PAL3
,,PAL1
,,AT3G10340
,,AAO4
,,AT1G02590
acyl-CoA hydrolysis,PWY-5148,AT1G01710
,,AT4G00520
NAD(P)/NADPH interconversion,PWY-5083,NADK2
,,AT2G30630
,,AT1G06750
,,AT1G04280
,,ATMG00285
,,ATMG01320
,,ATCG00420
,,AT4G20150
,,AT2G31490
,,AT2G27730
,,AT2G42310
,,AT3G57785
,,AT5G63510
,,AT3G48680
,,AT1G47260
,,AT5G66510
,,NAD1a
,,NAD1b
,,NAD5a
,,NAD5b
,,NAD5c
,,NAD7
,,AT1G49140
,,NAD9
,,AT5G52840
,,AT3G08610
,,AT2G47690
,,AT4G16450
,,AT2G02050
,,AT3G12260
,,AT3G03100
,,AT2G33220
,,AT5G67590
,,AT5G11770
,,AT1G79010
,,AT4G02580
,,AT2G20360
,,AT5G08530
,,AT5G37510
,,ATMG01275
,,ATCG01050
,,ATCG00430
,,AT5G22140
,,AT5G04750
,,AT4G28005
,,AT3G44190
,,AT3G27890
,,AT2G07785
,,AT2G07751
,,AT2G07689
,,AT1G67350
,,AT1G16700
,,ATCG01090
,,ATCG01110
,,ATMG00270
,,ATMG00580
,,ATMG00650
,,ATMG00990
,,NADK3
,,NADK1
,,AT3G21080
indole glucosinolate activation (intact plant cell),PWYQT-4477,PEN2
,,AT5G57220
,,AT4G37400
,,AT4G37430
,,AT5G67310
,,AT5G36220
,,AT4G37320
,,AT2G23220
,,AT2G23190
,,AT1G66540
,,IGMT1
,,IGMT2
,,AT5G53810
,,AT5G37170
,,AT1G77530
,,AT1G21130
,,AT1G21110
,,AT5G44070
sporopollenin precursors biosynthesis,PWY-6733,CYP703A2
,,AT1G20560
,,AT2G47245
,,ACOS5
,,AT5G27600
,,AT4G23850
,,AT4G11030
,,AT2G47240
,,AT2G04350
,,AT1G64400
,,AT1G49430
,,AT1G77590
,,AT3G05970
,,CYP86A1
,,CYP86A2
,,CYP94B3
,,CYP86A8
,,CYP94C1
,,CYP704B1
,,CYP86A4
,,AT1G63710
,,AT5G48370
,,AT4G33540
,,AT4G10030
,,AT3G16175
,,AT3G09405
,,AT2G30720
,,AT2G29590
,,AT1G52191
,,AT1G04290
,,AT4G00520
,,AT1G01710
,,AT5G22500
,,CER4
,,FAR6
,,AT3G44560
,,AT3G11980
,,AT3G44540
,,AT3G44550
,,AT3G60060
,,AT5G22420
superpathway of pyrimidine ribonucleosides salvage,PWY-7196,URH1
,,AT2G19570
,,AT4G29650
,,AT4G29640
,,AT4G29630
,,AT4G29620
,,AT4G29610
,,AT4G29600
,,AT4G29580
,,AT4G29570
,,AT3G27190
,,AT1G55810
,,AT1G03030
,,AT3G53900
,,AT5G40870
,,AT4G26510
,,AT3G27440
,,AT3G18680
,,AT3G10030
,,AT4G20320
,,AT4G02120
,,AT3G12670
,,AT2G34890
,,AT1G30820
,,AT5G63310
,,AT4G09320
,,AT5G26667
,,AT4G25280
,,AT3G60961
,,AT3G60180
cyanide detoxification I,ASPSYNII-PWY,AT3G61440
,,AT5G28020
,,AT3G04940
,,NIT4
"2,4,6-trinitrotoluene degradation",PWY-6051,UGT73B2
,,UGT73B4
,,UGT73B5
,,UGT73C1
,,UGT73C6
,,AT1G05680
,,AT2G31790
,,AT1G05675
malate-oxaloacetate shuttle I,PWY-7047,NAD-ME1
,,NAD-ME2
,,PMDH2
,,pNAD-MDH
,,mMDH2
,,PMDH1
,,mMDH1
,,c-NAD-MDH3
,,c-NAD-MDH1
,,AT5G43330
,,AT3G53910
L-serine biosynthesis II,PWY-8011,PAP26
,,AT1G79870
,,AT5G28310
,,AT3G25530
,,AT2G45630
,,AT1G72190
,,AT1G68010
,,AGT1
L-proline biosynthesis III (from L-ornithine),PWY-3341,δ-OAT
,,P5C1
tricin biosynthesis,PWY-7995,AT1G01190
,,AT2G46660
,,AT3G61880
,,CYP75B1
,,AT4G26220
,,AT5G37170
copper transport II,PWY-6137,PAA2
,,HMA1
,,AT4G33520
,,HMA5
UDP-α-D-glucose biosynthesis,PWY-7343,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
urea cycle,PWY-4984,OTC
,,AT4G24830
,,AT5G10920
,,ARGAH1
,,ARGAH2
,,AT3G27740
,,AT1G29900
mevalonate pathway I (eukaryotes and bacteria),PWY-922,AACT2
,,AACT1
,,BAP1
,,HMG1
,,HMG2
,,MVK
,,AT1G31910
,,MVD1
,,AT3G54250
,,IPP2
,,IPP1
assimilatory sulfate reduction IV,PWY1ZNC-1,APS4
,,APS3
,,APS2
,,APS1
,,SIR
,,AT2G14750
,,AT4G39940
,,AT5G67520
,,AT3G03900
,,2-Apr
,,AT4G14890
phosphatidylcholine biosynthesis II,PWY4FS-2,AT5G14430
,,AT5G06050
,,AT5G04060
,,AT1G73600
,,AT1G48600
,,AT1G04430
,,AT3G18000
,,AT2G32260
,,AT4G15130
,,AT1G13560
,,ATAAPT2
polyisoprenoid biosynthesis,PWYQT-4449,SPS2
,,FPS1
,,FPS2
,,AT4G38460
,,AT3G14530
,,AT3G14510
,,GGPS6
,,AT2G18620
,,GGPS4
,,GGPS2
,,GGPS3
,,AT3G20160
,,AT3G29430
,,AT3G32040
,,GGPS1
,,SPS1
,,AT1G11755
GDP-L-fucose biosynthesis I (from GDP-D-mannose),PWY-66,AT3G51160
,,AT5G66280
,,GER1
,,GER2
chorismate biosynthesis from 3-dehydroquinate,PWY-6163,AT1G48850
,,EPSP
,,AT1G48860
,,SK2
,,SK1
,,AT3G06350
ketogenesis,PWY66-367,AACT2
,,AACT1
,,BAP1
,,AT2G26800
,,AT3G55290
,,AT1G26360
dTDP-L-rhamnose biosynthesis II,PWY-3221,NRS/ER
superpathway of jasmonoyl-amino acid conjugates biosynthesis,PWY-6234,AT2G46370
,,AT4G03400
glutathione-peroxide redox reactions,PWY-4081,GSTF9
,,AT3G63080
,,AT2G48150
,,AT2G43350
,,AT2G31570
,,AT1G63460
,,AT1G21864
,,GPX6
,,AT4G31870
,,AT2G25080
,,GR2
,,AT3G24170
putrescine biosynthesis II,PWY-43,ADC2
,,AT2G16500
,,AIH
,,NLP1
fatty acid biosynthesis initiation (type II),PWY-4381,AT2G30200
,,AT1G62640
,,AT5G15530
,,AT3G15690
,,AT1G52670
,,AT2G38040
,,ATCG00130
L-proline biosynthesis IV,PWY-4281,AT5G52810
superpathway of flavones and derivatives biosynthesis,PWY-6266-ARA,UGT72B3
,,UGT71C5
,,UGT71C3
,,UGT73B5
,,UGT71D1
,,UGT71B1
,,UGT71B8
,,UGT71B5
,,UGT73B3
,,UGT78D3
,,UGT78D2
,,AT5G17040
,,AT3G21790
,,AT3G21760
,,AT1G05675
,,AT1G01390
,,AT1G05680
,,AT3G50740
,,UGT76C2
,,AT5G66690
,,UGT73B1
,,UGT71C4
,,UGT89B1
,,UGT73B4
,,UGT84B1
,,AT2G26480
,,UGT71C2
,,UGT71C1
,,UGT73C5
,,UGT74F1
,,UGT88A1
,,UGT76E12
,,UGT76E11
,,UGT76E1
,,UGT76E2
,,UGT78D1
,,UGT73C6
,,UGT73B2
,,UGT89C1
iron reduction and absorption,PWY-5934,AT5G49730
,,FRD1
,,AT1G01590
,,AT1G23020
,,AT5G23980
,,FRO5
,,AT5G49740
,,AT5G50160
,,AT4G19690
,,AT4G19680
β-carotene biosynthesis,PWY-5943,LYC
L-ornithine biosynthesis II,ARGININE-SYN4-PWY,δ-OAT
,,P5CS1
,,AT3G55610
glucosinolate biosynthesis from hexahomomethionine,PWYQT-4475,AT1G16410
,,AT1G16400
,,AT1G79370
,,AT1G24100
,,AtSOT16
,,AtSOT18
,,AtSOT17
,,GS-OX2
,,GS-OX5
,,AT1G12130
,,AT1G12160
,,AT1G12200
,,AT1G62580
,,AT1G62600
,,AT1G62620
,,AT1G63340
,,AT1G63370
,,AT1G63390
,,AT5G07800
,,GS-OX1
,,GS-OX3
,,GS-OX4
,,AT4G13770
,,AT4G39650
,,AT4G39640
,,AT1G69820
,,AT4G29210
,,AT4G30550
,,AT4G30540
,,AT2G23970
,,AT2G23960
,,AT4G30530
,,AT2G20610
,,AT4G28410
,,AT2G24850
,,AT4G23600
glycine biosynthesis III,GLYSYN-ALA-PWY,AOAT1
,,AOAT2
,,AT4G39660
,,AT2G38400
,,AT3G08860
,,AGT1
glycerol degradation I,PWY-4261,AT1G80460
,,SDP6
,,AT4G19030
glutamate-glutamine shuttle,PWY-7061,GLN1;5
,,GLN2
,,AT5G04140
,,AT2G41220
,,AT4G14890
heme b biosynthesis I (aerobic),HEME-BIOSYNTHESIS-II,PPOX
,,AT5G14220
,,AT2G30390
,,AT5G26030
,,AT4G03240
,,AT2G40490
,,AT3G14930
,,HEMF1
,,AT4G03205
indole-3-acetate activation I,PWY-1822,ILL2
,,AT1G44350
,,AT5G56650
,,ilr1
,,AT1G51780
,,ILL4
purine nucleotides degradation I (plants),PWY-5044,AT2G38280
,,AT1G79470
,,AT1G16350
,,NSH2
,,AT5G28050
,,AT3G05300
,,AT1G72880
,,AT1G75210
,,AT2G23890
,,AT2G38680
,,AT4G14930
,,AT4G29260
,,AT5G48960
,,NSH3
,,URH1
,,AT5G18870
,,AT5G18890
,,AT4G34890
,,AT4G37500
,,AT4G34900
,,AT4G31196
,,AT4G02180
,,AT3G04390
sucrose biosynthesis II,PWY-7238,SPSC
,,SPSA1
,,AT5G11110
,,AT1G04920
,,AT3G54270
,,AT3G52340
,,AT2G35840
,,AT1G51420
,,AT2G40840
,,AT3G46970
,,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
,,PGI1
,,AT5G42740
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
,,HXK1
,,HXK2
,,AT1G47840
,,AT1G50460
,,AT3G20040
,,AT4G37840
,,AT5G62573
,,AT1G47845
ceramide degradation (generic),PWY-6483,AT4G21540
,,AT4G21534
,,AT1G27980
L-Nδ-acetylornithine biosynthesis,PWY-6922,ARGAH1
,,ARGAH2
,,AT2G39030
,,δ-OAT
,,AT5G38710
,,AT3G30775
,,P5CS1
,,AT3G55610
L-phenylalanine degradation III,PWY-5079,AT4G33070
,,AT5G01320
,,AT5G01330
,,AT5G54960
,,AT1G80360
,,ACS12
,,TAA1
,,ACS10
,,AT5G53970
sulfur volatiles biosynthesis,PWY-6736,AT3G01660
,,AT2G43910
eumelanin biosynthesis,PWY-6498,AT5G57170
,,AT5G01650
,,AT3G51660
diacylglycerol biosynthesis (PUFA enrichment in oilseed),PWY-6804,AT3G15820
,,AT3G15830
pyrimidine nucleobases salvage I,PWY-7183,AT3G53900
,,AT5G40870
,,AT4G26510
,,AT3G27440
sucrose biosynthesis I (from photosynthesis),SUCSYN-PWY,SPSC
,,SPSA1
,,AT5G11110
,,AT1G04920
,,AT3G54270
,,AT3G52340
,,AT2G35840
,,AT1G51420
,,PGK
,,AT3G12780
,,AT1G56190
,,GapCp-2
,,GapCp-1
,,GapC-1
,,GapB
,,GapA-1
,,GapA-2
,,AT1G13440
,,AT4G26520
,,AT4G26530
,,AT5G03690
,,AT4G38970
,,AT3G52930
,,AT2G36460
,,AT2G21330
,,AT2G01140
,,FINS1
,,HCEF1
,,AT5G64380
,,AT3G05170
,,AT1G08940
,,AT5G52560
,,AT5G18200
,,AT2G35020
,,UGP1
,,AT5G17310
,,AT3G56040
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
,,PGI1
,,AT5G42740
glycolipid desaturation,PWY-782,fad5
,,AT3G15870
,,fad6
,,fad7
,,fad8
,,AT4G14890
tetradecanoate biosynthesis (mitochondria),PWY66-430,AT3G45770
,,AT5G10160
,,AT5G60335
,,AT2G22230
,,AT1G07440
,,AT1G10310
,,AT1G62610
,,AT1G63380
,,AT2G17845
,,AT3G46170
,,AT3G55290
,,AT3G55310
,,AT1G24360
,,AT1G66550
,,AT1G68280
,,AT1G68260
,,AT1G35250
,,AT1G35290
,,AT1G08510
,,AT3G25110
superpathway of heme b biosynthesis from glutamate,PWY-5918,AT2G26540
,,HEMC
,,HEMB1
,,AT1G44318
,,GSA1
,,AT3G48730
,,HEMA1
,,HEMA2
,,AT2G31250
,,PPOX
,,AT5G14220
,,AT2G30390
,,AT5G26030
,,AT4G03240
,,AT2G40490
,,AT3G14930
,,HEMF1
,,AT4G03205
L-cysteine degradation IV,PWY-8452,AT1G51310
,,NFS2
,,NFS1
,,Cnx7
methylerythritol phosphate pathway II,PWY-7560,AT5G11380
,,CLA1
,,AT3G21500
,,DXR
,,IspF
,,GcpE
,,IspH
,,AT2G26930
,,MCT
,,AT2G02497
,,IPP2
,,IPP1
,,AT4G14890
phosphatidylcholine biosynthesis IV,PWY4FS-4,PLMT
,,AT5G14430
,,AT5G06050
,,AT5G04060
,,AT1G73600
,,AT1G48600
,,AT1G04430
,,AT3G18000
photorespiration I,PWY-181,rbcS2B
,,rbcS3B
,,rbcS1A
,,rbcS1B
,,ATCG00490
,,AT5G36700
,,AT5G47760
,,AT5G36790
,,AT1G80380
,,AOAT2
,,AOAT1
,,AT1G68010
,,AT1G72190
,,AT2G45630
,,AT3G25530
,,AT5G28310
,,AT1G79870
,,AT1G12550
,,AGT1
,,AT2G35120
,,AT2G35370
,,AT4G33010
,,AT1G32470
,,AT1G11860
,,AT4G37930
,,AT5G26780
,,AT4G32520
,,AT4G13930
,,AT4G13890
,,AT1G36370
,,AT1G22020
pyruvate fermentation to (R)-lactate,PWY-8274,AT2G45630
nitrate reduction II (assimilatory),PWY-381,NIA2
,,NIA1
,,AT2G15620
,,AT4G14890
glutamate removal from folates,PWY-2161B,GGH1
,,GGH2
,,AT1G78670
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,PWY-7211,DUT1
,,AT5G59440
,,AT3G27060
,,RNR2A
,,RNR1
,,RNR2B
,,AT5G17760
,,AT5G66005
,,AT4G34570
,,AT2G21550
,,AT2G16370
,,AT3G27740
,,AT1G29900
,,AT3G20330
,,AT4G22930
,,AT3G54470
,,AT5G23300
,,AT5G26667
,,AT4G25280
,,AT3G60961
,,AT3G60180
,,AT3G18680
,,AT3G10030
,,AT5G63310
,,AT4G09320
,,AT4G20320
,,AT4G02120
,,AT3G12670
,,AT2G34890
,,AT1G30820
L-methionine degradation II,PWY-701,AT1G64660
methylglyoxal degradation VIII,PWY-5386-1,AT3G02720
,,AT2G32090
,,AT2G28420
,,AT1G67280
,,AT1G11840
,,AT1G08110
,,GLX2-2
,,GLX2-1
,,GLX2-5
,,AT1G06130
,,AT1G25375
,,GDH
phytochelatins biosynthesis,PWY-6745,PCS2
,,AT5G44070
,,AT4G29210
,,AT4G39640
,,AT4G39650
,,AT1G69820
"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",PWY-7388,AT1G07440
,,AT1G10310
,,AT1G62610
,,AT1G63380
,,AT2G17845
,,AT3G46170
,,AT3G55290
,,AT3G55310
,,AT1G24360
,,AT5G10160
,,AT5G60335
,,AT2G22230
,,AT3G45770
,,KASII
,,AT2G04540
,,AT5G46290
jasmonoyl-amino acid conjugates biosynthesis II,PWY-6233,AT2G46370
,,AT4G03400
GDP-L-galactose biosynthesis,PWY-5115,GME
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I,PWY-6890,TH1
,,ThiC
sulfite oxidation IV (sulfite oxidase),PWY-5326,SOX
"2-carboxy-1,4-naphthoquinol biosynthesis",PWY-5837,AT1G30520
,,ICS2
,,ICS1
,,AT1G60550
,,AT1G68890
,,DHNAT2
,,DHNAT1
,,AT3G61200
uracil degradation I (reductive),PWY-3982,AT3G17810
,,PYD2
,,AT4G04955
,,PYD3
superpathway of C28 brassinosteroid biosynthesis,PWY-6544,SAX1
,,DET2
,,CYP90B1
,,CYP90A1
,,CYP90D1
,,CYP90C1
,,CYP85A1
,,CYP85A2
VTC2 cycle,PWY4FS-12,VTC2
,,VTC5
,,GME
hydroxyjasmonate sulfate biosynthesis,PWY-6235,AT5G07010
,,AT5G07000
,,ILL4
,,AT1G51780
phylloquinol biosynthesis,PWY-5027,ABC4
,,AT1G23360
,,AT3G27890
,,AT4G27270
,,AT4G36750
,,AT5G54500
,,AT5G58800
,,AT5G08740
superpathway of L-phenylalanine and L-tyrosine biosynthesis,PWY-3481,AT5G34930
,,AT1G15710
,,AT1G69370
,,AT5G10870
,,AT3G29200
,,AT5G22630
,,AT1G11790
,,AT3G07630
,,AT2G27820
,,AT3G44720
,,AT1G08250
,,AT2G22250
indole-3-acetate inactivation IV,PWY-2021,AT5G54510
,,AT4G37390
,,AT2G23170
,,AT1G59500
,,AT4G27260
,,AT1G28130
,,AT5G13380
,,AT5G13370
,,AT5G13360
,,AT5G13350
,,AT2G47750
,,AT2G14960
methylglyoxal degradation III,PWY-5453,AKR4C9
,,AKR4C8
,,SDR2
,,ChlADR
,,AT1G54870
,,AT5G62420
,,AT5G18210
,,AT4G13180
,,AT3G53880
,,AT3G05260
,,AT3G03980
L-arginine degradation X (arginine monooxygenase pathway),ARGDEG-V-PWY,ADC2
,,AT2G16500
proanthocyanidins biosynthesis from flavanols,PWY-641,AT1G61720
,,AT5G05600
,,AT4G22870
,,AT4G16330
,,AT3G55970
,,AT3G11180
,,AT2G38240
,,AT1G49390
,,AT4G22880
L-serine biosynthesis I,SERSYN-PWY,AT4G35630
,,AT2G17630
,,AT1G17745
,,AT4G34200
,,AT3G19480
,,AT1G18640
epoxysqualene biosynthesis,PWY-5670,AT5G24150
,,SQE1
,,SQE2
,,SQE3
,,AT5G24160
,,AT5G24155
,,AT5G24140
,,SQS2
,,SQS1
L-arginine degradation VI (arginase 2 pathway),ARG-PRO-PWY,P5C1
,,δ-OAT
,,ARGAH1
,,ARGAH2
methylerythritol phosphate pathway I,NONMEVIPP-PWY,AT5G11380
,,CLA1
,,AT3G21500
,,DXR
,,MCT
,,AT2G02497
,,AT2G26930
,,IspF
,,IPP2
,,IPP1
superpathway of proto- and siroheme biosynthesis,PWYQT-62,AT2G26540
,,HEMC
,,HEMB1
,,AT1G44318
,,GSA1
,,AT3G48730
,,HEMA1
,,HEMA2
,,AT2G31250
,,PPOX
,,AT5G14220
,,AT2G30390
,,AT5G26030
,,AT4G03240
,,AT2G40490
,,AT3G14930
,,HEMF1
,,AT4G03205
,,AtSirB
,,AT5G40850
,,AT2G44520
TCA cycle variation V (plant),PWYQT-4481,FUM2
,,AT2G47510
,,AT5G23250
,,AT5G08300
,,AT2G20420
,,AT2G44350
,,AT3G58740
,,AT3G60100
,,AT2G11270
,,AT5G54950
,,ACO3
,,ACO2
,,ACO1
,,SDH8
,,SDH7A
,,SDH6
,,SDH5
,,SDH2-2
,,SDH1-1
,,SDH3-1
,,SDH2-1
,,SDH2-3
,,SDH1-2
,,SDH3-2
,,SDH4
,,IDH-VI
,,IDH-I
,,IDH-III
,,IDH-II
,,IDH-V
,,AT1G32480
,,NAD-ME1
,,NAD-ME2
,,pNAD-MDH
,,mMDH2
,,mMDH1
,,c-NAD-MDH3
,,c-NAD-MDH1
,,AT5G43330
,,AT3G53910
diacylglycerol and triacylglycerol biosynthesis,TRIGLSYN-PWY,LPP2
,,PAH1
,,PAH2
,,LPPε1
,,LPPγ
,,LPPε2
,,LPP1
,,AT4G22550
,,AT3G58490
,,AT3G18220
,,AT3G02600
,,TAG1
,,AT5G53390
,,AT5G53380
,,AT5G41130
,,AT5G41120
,,AT5G22490
,,AT5G16350
,,AT5G12420
,,AT3G51520
,,AT3G49210
,,AT3G49200
,,AT3G49190
,,AT3G26840
,,AT3G26820
,,AT3G02030
,,AT2G43255
,,AT2G38995
,,AT1G77220
,,AT1G72110
,,AT1G54570
,,AT1G48300
,,AT1G27200
,,AT1G03390
,,WSD1
,,AT1G16410
,,GPAT8
,,AT3G11430
,,GPAT4
,,GPAT1
,,GPAT6
,,AT5G06090
,,GPAT2
,,AT5G60620
,,AT4G01950
,,AT3G11325
,,ATS1
,,ATS2
,,AT3G57650
,,AT1G51260
,,AT5G23110
,,AT4G24160
,,AT3G47170
,,AT3G18850
,,AT1G80950
,,AT1G75020
,,AT1G64670
,,AT5G13640
,,AT1G04010
,,AT3G44830
ammonia assimilation cycle II,PWY-6964,GLN1;5
,,GLN1;4
,,GLN1;3
,,GLN1;2
,,GLN1;1
,,GLN2
,,AT5G04140
,,AT2G41220
,,AT4G14890
starch biosynthesis,PWY-622,ApL2
,,ApL4
,,ApL3
,,ApS1
,,ApL1
,,AT1G05610
,,AT5G65685
,,SSIII
,,SSIV
,,SSII
,,AT5G24300
,,AT2G36390
,,AT5G03650
,,AT1G32900
,,ISA2
,,AT2G39930
,,PGI1
,,AT5G42740
,,PGM
,,AT5G17530
,,AT1G70820
,,AT1G70730
,,AT1G23190
free phenylpropanoid acid biosynthesis,PWY-2181,REF8
,,AT5G09970
,,AT1G74540
,,CYP98A9
,,OMT1
,,AT4G26220
,,AT1G51990
,,AT1G33030
,,FAH1
abscisic acid degradation to phaseic acid,PWY-5271,CYP707A1
,,CYP707A3
,,CYP707A4
,,CYP707A2
abscisic acid degradation by glucosylation,PWY-5272,UGT71B6
,,UGT84B1
,,UGT84B2
,,UGT73B1
,,UGT75B1
,,UGT75B2
,,AT4G14090
,,AT4G15270
,,AT4G15260
,,AT3G46700
,,AT3G21790
,,AT3G21760
,,AT2G30150
,,AT2G23210
,,AT2G16890
,,AT1G05675
,,UGT74D1
,,UGT71B5
,,UGT71C4
,,UGT71B8
,,UGT76E1
,,BG1
palmitate biosynthesis II (type II fatty acid synthase),PWY-5971,AT2G04540
,,KASII
,,AT5G46290
,,AT1G07440
,,AT1G10310
,,AT1G62610
,,AT1G63380
,,AT2G17845
,,AT3G46170
,,AT3G55290
,,AT3G55310
,,AT1G24360
,,AT2G05990
,,AT5G64250
,,AT1G66550
,,AT1G68280
,,AT1G68260
,,AT1G35250
,,AT1G35290
,,AT1G08510
,,AT3G25110
,,AT5G10160
,,AT5G60335
,,AT2G22230
,,AT1G20560
,,AT2G47245
,,ACOS5
,,AT4G23850
,,AT4G11030
,,AT2G47240
,,AT2G04350
,,AT1G64400
,,AT1G49430
,,AT1G77590
,,AT5G27600
,,AT3G05970
guanosine nucleotides degradation I,PWY-6607,NSH3
,,URH1
,,AT5G18870
,,AT5G18890
,,AT1G72880
,,AT1G75210
,,AT2G23890
,,AT2G38680
,,AT4G14930
,,AT4G29260
,,AT5G48960
,,AT5G28050
,,AT3G05300
,,AT4G34890
,,AT4G37500
,,AT4G34900
,,AT4G31196
,,AT4G02180
,,AT3G04390
gallate biosynthesis,PWY-6707,AT3G06350
palmitate biosynthesis III,PWY-8279,AT2G04540
,,KASII
,,AT5G46290
,,AT1G07440
,,AT1G10310
,,AT1G62610
,,AT1G63380
,,AT2G17845
,,AT3G46170
,,AT3G55290
,,AT3G55310
,,AT1G24360
,,AT1G66550
,,AT1G68280
,,AT1G68260
,,AT1G35250
,,AT1G35290
,,AT1G08510
,,AT3G25110
,,AT5G10160
,,AT5G60335
,,AT2G22230
,,AT1G20560
,,AT2G47245
,,ACOS5
,,AT5G27600
,,AT4G23850
,,AT4G11030
,,AT2G47240
,,AT2G04350
,,AT1G64400
,,AT1G49430
,,AT1G77590
,,AT3G05970
,,AT3G45770
UDP-N-acetyl-D-glucosamine biosynthesis II,UDPNACETYLGALSYN-PWY,GFAT
,,GNA1
,,AT5G18070
,,AT5G52560
,,AT5G18200
,,AT1G31070
,,AT2G35020
,,PGI1
,,AT5G42740
,,HXK1
,,HXK2
,,AT1G47840
,,AT1G50460
,,AT3G20040
,,AT4G37840
,,AT5G62573
,,AT1G47845
anthocyanin biosynthesis,PWY-5125,UGT78D2
,,AT5G17040
,,AT4G36770
,,AT2G18570
,,AT2G18560
,,UGT78D3
,,AT5G05600
,,AT4G22870
,,AT4G16330
,,AT3G55970
,,AT3G11180
,,AT2G38240
,,AT1G49390
,,AT4G22880
superpathway of lipid-dependent phytate biosynthesis,PWY-4765,AT5G16760
,,AT4G08170
,,AT4G33770
,,AT2G43980
,,AT1G59312
,,AT1G59171
,,AT1G58936
,,AT1G58643
,,AT1G22100
,,IPK2α
,,IPK2β
,,IPK1
phytate degradation I,PWY-4702,AT1G55990
,,AT1G09870
,,AT1G31190
,,HISN7
,,VTC4
L-asparagine biosynthesis I,ASPARAGINE-BIOSYNTHESIS,ASN1
,,ASN2
,,ASN3
,,AT2G03667
folate transformations II (plants),PWY-3841,AT5G65400
,,AT4G24380
,,AT5G13050
,,AT3G59970
,,AT2G44160
,,AT5G20980
,,AT2G35120
,,AT2G35370
,,AT4G33010
,,AT1G32470
,,AT1G11860
,,AT1G50480
,,AT2G12280
,,AT2G12200
,,AT4G00620
,,AT4G00600
,,AT3G12290
,,AT2G38660
,,AT4G37930
,,AT5G26780
,,AT4G32520
,,AT4G13930
,,AT4G13890
,,AT1G36370
,,AT1G22020
,,AT4G34570
,,AT2G21550
,,AT2G16370
folate polyglutamylation,PWY-2161,AT4G37930
,,AT5G26780
,,AT4G32520
,,AT4G13930
,,AT4G13890
,,AT1G36370
,,AT1G22020
,,DFA
,,AT3G55630
,,AT5G05980
,,AT3G10160
,,AT1G50480
,,AT2G12280
,,AT2G12200
coniferin metabolism,PWY-116,AT5G26310
,,AT5G66690
,,AT1G61810
,,AT4G21760
gibberellin A12 biosynthesis,PWY-5034,GA3
,,KAO1
,,KAO2
5-deoxystrigol biosynthesis,PWY-7101,AT4G01995
,,AT1G64680
,,AT1G03055
,,CCD7
,,MAX4
,,MAX1
plant sterol biosynthesis II,PWY-6663,CAS1
,,CYP51G1
,,AT3G04030
,,AT3G20960
,,DWF7
,,AT3G02590
,,AT4G12110
,,AT1G07420
2-oxoisovalerate decarboxylation to isobutanoyl-CoA,PWY-5046,AT1G55510
,,AT1G21400
,,AT5G34780
,,AT1G48030
,,AT3G16950
,,AT4G16155
,,LPD2
,,BCE2
,,AT3G13450
,,AT5G09300
flavonoid biosynthesis (in equisetum),PWY-6787,AT5G13930
,,AT4G00040
,,PKSA
,,PKSB
,,AT1G53520
,,AT2G26310
,,AT3G63170
,,AT5G05270
,,AT5G66230
,,AT5G66220
,,AT3G55120
,,AT1G04380
,,AT1G06645
,,AT1G79760
,,AT2G36690
,,AT2G44800
,,AT3G60290
,,AT4G10490
,,AT4G10500
,,AT5G07480
,,AT5G24530
,,AT5G59540
,,AT5G43450
,,CYP75B1
,,AT3G51240
,,FLS
,,AT2G06960
,,AT3G19000
,,AT3G19010
,,AT5G43935
,,AT5G48020
,,AT5G63580
,,AT5G63590
,,AT5G63595
,,AT5G63600
vernolate biosynthesis II,PWY-7634,AT5G61320
,,AT5G04630
,,AT3G10560
,,AT3G03470
,,AT1G64900
,,AT1G11600
,,CYP77A6
,,AT5G04660
phospholipid desaturation,PWY-762,fad7
,,fad8
,,fad4
,,fad2
,,fad6
,,fad3
,,AT4G14890
phytol salvage pathway,PWY-5107,VTE5
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),PWY0-166,DUT1
,,AT5G59440
,,AT4G09320
,,AT3G27060
,,RNR2A
,,RNR1
,,RNR2B
,,AT5G17760
,,AT5G66005
,,AT4G34570
,,AT2G21550
,,AT2G16370
superpathway of pyrimidine ribonucleotides de novo biosynthesis,PWY0-162,AT3G27740
,,AT1G29900
,,AT3G20330
,,AT4G22930
,,AT3G54470
,,AT5G23300
,,AT5G26667
,,AT4G25280
,,AT3G60961
,,AT3G60180
,,AT3G18680
,,AT3G10030
,,AT5G63310
,,AT4G09320
,,AT4G20320
,,AT4G02120
