gene1	gene2	r
Zm00001eb000600	Zm00001eb000380	1.45721e-02
Zm00001eb000600	Zm00001eb000390	1.08280e-02
Zm00001eb000600	Zm00001eb000400	1.17691e-02
Zm00001eb000600	Zm00001eb000410	1.17691e-02
Zm00001eb000600	Zm00001eb000420	1.17691e-02
Zm00001eb000600	Zm00001eb000430	1.00185e-02
Zm00001eb000600	Zm00001eb000440	1.00185e-02
Zm00001eb000600	Zm00001eb000450	1.00185e-02
Zm00001eb000600	Zm00001eb000460	1.70275e-02
Zm00001eb000600	Zm00001eb000470	1.70275e-02
Zm00001eb000600	Zm00001eb000480	1.70275e-02
Zm00001eb000600	Zm00001eb000490	1.01067e-02
Zm00001eb000600	Zm00001eb000500	1.01067e-02
Zm00001eb000600	Zm00001eb000510	1.62992e-02
Zm00001eb000600	Zm00001eb000520	1.62992e-02
Zm00001eb000600	Zm00001eb000530	1.62992e-02
Zm00001eb000600	Zm00001eb000540	6.74793e-03
Zm00001eb000600	Zm00001eb000550	8.05818e-03
Zm00001eb000600	Zm00001eb000560	8.05818e-03
Zm00001eb000600	Zm00001eb000570	8.05818e-03
Zm00001eb000600	Zm00001eb000580	1.76909e-02
Zm00001eb000600	Zm00001eb000590	2.12415e-02

Zm00001eb000620	Zm00001eb000010	5.90117e-03
Zm00001eb000620	Zm00001eb000020	5.90117e-03
Zm00001eb000620	Zm00001eb000060	5.58038e-03
Zm00001eb000620	Zm00001eb000070	5.58038e-03
Zm00001eb000620	Zm00001eb000080	5.58038e-03
Zm00001eb000620	Zm00001eb000100	5.58038e-03
Zm00001eb000620	Zm00001eb000110	7.50320e-03
Zm00001eb000620	Zm00001eb000120	8.61273e-03
Zm00001eb000620	Zm00001eb000140	8.61273e-03
Zm00001eb000620	Zm00001eb000150	8.61273e-03
Zm00001eb000620	Zm00001eb000170	6.45075e-03
Zm00001eb000620	Zm00001eb000180	6.45075e-03
Zm00001eb000620	Zm00001eb000200	9.93364e-03
Zm00001eb000620	Zm00001eb000190	9.93364e-03
Zm00001eb000620	Zm00001eb000210	8.63915e-03
Zm00001eb000620	Zm00001eb000220	8.63915e-03
Zm00001eb000620	Zm00001eb000230	8.63915e-03
Zm00001eb000620	Zm00001eb000240	8.63915e-03
Zm00001eb000620	Zm00001eb000250	6.52713e-03
Zm00001eb000620	Zm00001eb000270	3.13129e-03
Zm00001eb000620	Zm00001eb000290	6.72155e-03
Zm00001eb000620	Zm00001eb000300	8.70858e-03
Zm00001eb000620	Zm00001eb000310	8.63715e-03
Zm00001eb000620	Zm00001eb000320	8.63715e-03
Zm00001eb000620	Zm00001eb000330	8.63715e-03
Zm00001eb000620	Zm00001eb000340	5.44959e-03
Zm00001eb000620	Zm00001eb000370	4.85987e-03
Zm00001eb000620	Zm00001eb000380	1.08930e-02
Zm00001eb000620	Zm00001eb000390	7.93613e-03
Zm00001eb000620	Zm00001eb000400	9.00259e-03
Zm00001eb000620	Zm00001eb000410	9.00259e-03
Zm00001eb000620	Zm00001eb000420	9.00259e-03
Zm00001eb000620	Zm00001eb000430	4.48008e-03
Zm00001eb000620	Zm00001eb000440	4.48008e-03
Zm00001eb000620	Zm00001eb000450	4.48008e-03
Zm00001eb000620	Zm00001eb000460	1.17072e-02
Zm00001eb000620	Zm00001eb000470	1.17072e-02
Zm00001eb000620	Zm00001eb000480	1.17072e-02
Zm00001eb000620	Zm00001eb000490	8.93552e-03
Zm00001eb000620	Zm00001eb000500	8.93552e-03
Zm00001eb000620	Zm00001eb000510	1.55361e-02
Zm00001eb000620	Zm00001eb000520	1.55361e-02
Zm00001eb000620	Zm00001eb000530	1.55361e-02
Zm00001eb000620	Zm00001eb000540	3.89374e-03
Zm00001eb000620	Zm00001eb000550	8.58916e-03
Zm00001eb000620	Zm00001eb000560	8.58916e-03
Zm00001eb000620	Zm00001eb000570	8.58916e-03
Zm00001eb000620	Zm00001eb000580	1.36951e-02
Zm00001eb000620	Zm00001eb000590	1.08262e-02
Zm00001eb000620	Zm00001eb000600	9.65813e-02

Zm00001eb000630	Zm00001eb000010	5.92606e-03
Zm00001eb000630	Zm00001eb000020	5.92606e-03
Zm00001eb000630	Zm00001eb000060	5.57677e-03
Zm00001eb000630	Zm00001eb000070	5.57677e-03
Zm00001eb000630	Zm00001eb000080	5.57677e-03
Zm00001eb000630	Zm00001eb000100	5.57677e-03
Zm00001eb000630	Zm00001eb000110	7.49335e-03
Zm00001eb000630	Zm00001eb000120	8.55894e-03
Zm00001eb000630	Zm00001eb000140	8.55894e-03
Zm00001eb000630	Zm00001eb000150	8.55894e-03
Zm00001eb000630	Zm00001eb000170	6.30619e-03
Zm00001eb000630	Zm00001eb000180	6.30619e-03
Zm00001eb000630	Zm00001eb000200	9.88666e-03
Zm00001eb000630	Zm00001eb000190	9.88666e-03
Zm00001eb000630	Zm00001eb000210	8.60930e-03
Zm00001eb000630	Zm00001eb000220	8.60930e-03
Zm00001eb000630	Zm00001eb000230	8.60930e-03
Zm00001eb000630	Zm00001eb000240	8.60930e-03
Zm00001eb000630	Zm00001eb000250	6.51411e-03
Zm00001eb000630	Zm00001eb000270	3.13514e-03
Zm00001eb000630	Zm00001eb000290	6.55693e-03
Zm00001eb000630	Zm00001eb000300	8.61390e-03
Zm00001eb000630	Zm00001eb000310	8.54483e-03
Zm00001eb000630	Zm00001eb000320	8.54483e-03
Zm00001eb000630	Zm00001eb000330	8.54483e-03
Zm00001eb000630	Zm00001eb000340	5.41411e-03
Zm00001eb000630	Zm00001eb000370	4.84462e-03
Zm00001eb000630	Zm00001eb000380	1.07567e-02
Zm00001eb000630	Zm00001eb000390	7.82715e-03
Zm00001eb000630	Zm00001eb000400	8.88314e-03
Zm00001eb000630	Zm00001eb000410	8.88314e-03
Zm00001eb000630	Zm00001eb000420	8.88314e-03
Zm00001eb000630	Zm00001eb000430	4.40221e-03
Zm00001eb000630	Zm00001eb000440	4.40221e-03
Zm00001eb000630	Zm00001eb000450	4.40221e-03
Zm00001eb000630	Zm00001eb000460	1.16039e-02
Zm00001eb000630	Zm00001eb000470	1.16039e-02
Zm00001eb000630	Zm00001eb000480	1.16039e-02
Zm00001eb000630	Zm00001eb000490	8.85301e-03
Zm00001eb000630	Zm00001eb000500	8.85301e-03
Zm00001eb000630	Zm00001eb000510	1.54910e-02
Zm00001eb000630	Zm00001eb000520	1.54910e-02
Zm00001eb000630	Zm00001eb000530	1.54910e-02
Zm00001eb000630	Zm00001eb000540	3.87609e-03
Zm00001eb000630	Zm00001eb000550	8.61416e-03
Zm00001eb000630	Zm00001eb000560	8.61416e-03
Zm00001eb000630	Zm00001eb000570	8.61416e-03
Zm00001eb000630	Zm00001eb000580	1.35976e-02
Zm00001eb000630	Zm00001eb000590	1.05896e-02
Zm00001eb000630	Zm00001eb000600	9.68101e-02
Zm00001eb000630	Zm00001eb000620	9.90217e-01

Zm00001eb000640	Zm00001eb000010	2.80932e-03
Zm00001eb000640	Zm00001eb000020	2.80932e-03
Zm00001eb000640	Zm00001eb000060	2.04230e-03
Zm00001eb000640	Zm00001eb000070	2.04230e-03
Zm00001eb000640	Zm00001eb000080	2.04230e-03
Zm00001eb000640	Zm00001eb000100	2.04230e-03
Zm00001eb000640	Zm00001eb000110	2.14278e-03
Zm00001eb000640	Zm00001eb000120	3.94839e-03
Zm00001eb000640	Zm00001eb000140	3.94839e-03
Zm00001eb000640	Zm00001eb000150	3.94839e-03
Zm00001eb000640	Zm00001eb000170	3.47094e-03
Zm00001eb000640	Zm00001eb000180	3.47094e-03
Zm00001eb000640	Zm00001eb000200	5.39664e-03
Zm00001eb000640	Zm00001eb000190	5.39664e-03
Zm00001eb000640	Zm00001eb000210	5.31267e-03
Zm00001eb000640	Zm00001eb000220	5.31267e-03
Zm00001eb000640	Zm00001eb000230	5.31267e-03
Zm00001eb000640	Zm00001eb000240	5.31267e-03
Zm00001eb000640	Zm00001eb000250	6.24747e-03
Zm00001eb000640	Zm00001eb000270	5.15112e-03
Zm00001eb000640	Zm00001eb000290	1.66312e-03
Zm00001eb000640	Zm00001eb000300	2.94809e-03
Zm00001eb000640	Zm00001eb000310	3.26319e-03
Zm00001eb000640	Zm00001eb000320	3.26319e-03
Zm00001eb000640	Zm00001eb000330	3.26319e-03
Zm00001eb000640	Zm00001eb000340	1.86560e-03
Zm00001eb000640	Zm00001eb000370	3.03927e-03
Zm00001eb000640	Zm00001eb000380	4.46840e-03
Zm00001eb000640	Zm00001eb000390	6.63525e-03
Zm00001eb000640	Zm00001eb000400	7.07190e-03
Zm00001eb000640	Zm00001eb000410	7.07190e-03
Zm00001eb000640	Zm00001eb000420	7.07190e-03
Zm00001eb000640	Zm00001eb000430	5.65855e-03
Zm00001eb000640	Zm00001eb000440	5.65855e-03
Zm00001eb000640	Zm00001eb000450	5.65855e-03
Zm00001eb000640	Zm00001eb000460	4.16214e-03
Zm00001eb000640	Zm00001eb000470	4.16214e-03
Zm00001eb000640	Zm00001eb000480	4.16214e-03
Zm00001eb000640	Zm00001eb000490	3.34952e-03
Zm00001eb000640	Zm00001eb000500	3.34952e-03
Zm00001eb000640	Zm00001eb000510	8.25066e-03
Zm00001eb000640	Zm00001eb000520	8.25066e-03
Zm00001eb000640	Zm00001eb000530	8.25066e-03
Zm00001eb000640	Zm00001eb000540	5.25443e-03
Zm00001eb000640	Zm00001eb000550	5.83075e-03
Zm00001eb000640	Zm00001eb000560	5.83075e-03
Zm00001eb000640	Zm00001eb000570	5.83075e-03
Zm00001eb000640	Zm00001eb000580	1.00472e-02
Zm00001eb000640	Zm00001eb000590	4.52842e-03
Zm00001eb000640	Zm00001eb000600	2.33282e-02
Zm00001eb000640	Zm00001eb000620	3.85009e-02
Zm00001eb000640	Zm00001eb000630	3.85188e-02

Zm00001eb000650	Zm00001eb000010	8.86683e-03
Zm00001eb000650	Zm00001eb000020	8.86683e-03
Zm00001eb000650	Zm00001eb000060	6.84166e-03
Zm00001eb000650	Zm00001eb000070	6.84166e-03
Zm00001eb000650	Zm00001eb000080	6.84166e-03
Zm00001eb000650	Zm00001eb000100	6.84166e-03
Zm00001eb000650	Zm00001eb000110	6.15144e-03
Zm00001eb000650	Zm00001eb000120	1.35493e-02
Zm00001eb000650	Zm00001eb000140	1.35493e-02
Zm00001eb000650	Zm00001eb000150	1.35493e-02
Zm00001eb000650	Zm00001eb000170	1.96349e-02
Zm00001eb000650	Zm00001eb000180	1.96349e-02
Zm00001eb000650	Zm00001eb000200	1.97681e-02
Zm00001eb000650	Zm00001eb000190	1.97681e-02
Zm00001eb000650	Zm00001eb000210	1.59811e-02
Zm00001eb000650	Zm00001eb000220	1.59811e-02
Zm00001eb000650	Zm00001eb000230	1.59811e-02
Zm00001eb000650	Zm00001eb000240	1.59811e-02
Zm00001eb000650	Zm00001eb000250	1.26479e-02
Zm00001eb000650	Zm00001eb000270	6.56351e-03
Zm00001eb000650	Zm00001eb000290	9.64851e-03
Zm00001eb000650	Zm00001eb000300	1.30569e-02
Zm00001eb000650	Zm00001eb000310	1.27210e-02
Zm00001eb000650	Zm00001eb000320	1.27210e-02
Zm00001eb000650	Zm00001eb000330	1.27210e-02
Zm00001eb000650	Zm00001eb000340	9.68698e-03
Zm00001eb000650	Zm00001eb000370	9.00076e-03
Zm00001eb000650	Zm00001eb000380	1.55147e-02
Zm00001eb000650	Zm00001eb000390	1.38095e-02
Zm00001eb000650	Zm00001eb000400	1.48709e-02
Zm00001eb000650	Zm00001eb000410	1.48709e-02
Zm00001eb000650	Zm00001eb000420	1.48709e-02
Zm00001eb000650	Zm00001eb000430	9.02774e-03
Zm00001eb000650	Zm00001eb000440	9.02774e-03
Zm00001eb000650	Zm00001eb000450	9.02774e-03
Zm00001eb000650	Zm00001eb000460	1.32025e-02
Zm00001eb000650	Zm00001eb000470	1.32025e-02
Zm00001eb000650	Zm00001eb000480	1.32025e-02
Zm00001eb000650	Zm00001eb000490	1.11519e-02
Zm00001eb000650	Zm00001eb000500	1.11519e-02
Zm00001eb000650	Zm00001eb000510	1.88140e-02
Zm00001eb000650	Zm00001eb000520	1.88140e-02
Zm00001eb000650	Zm00001eb000530	1.88140e-02
Zm00001eb000650	Zm00001eb000540	6.34372e-03
Zm00001eb000650	Zm00001eb000550	1.04473e-02
Zm00001eb000650	Zm00001eb000560	1.04473e-02
Zm00001eb000650	Zm00001eb000570	1.04473e-02
Zm00001eb000650	Zm00001eb000580	1.72578e-02
Zm00001eb000650	Zm00001eb000590	1.24710e-02
Zm00001eb000650	Zm00001eb000600	2.53919e-02
Zm00001eb000650	Zm00001eb000620	3.13039e-02
Zm00001eb000650	Zm00001eb000630	3.13429e-02
Zm00001eb000650	Zm00001eb000640	2.08950e-02

Zm00001eb000660	Zm00001eb000010	8.86683e-03
Zm00001eb000660	Zm00001eb000020	8.86683e-03
Zm00001eb000660	Zm00001eb000060	6.84166e-03
Zm00001eb000660	Zm00001eb000070	6.84166e-03
Zm00001eb000660	Zm00001eb000080	6.84166e-03
Zm00001eb000660	Zm00001eb000100	6.84166e-03
Zm00001eb000660	Zm00001eb000110	6.15144e-03
Zm00001eb000660	Zm00001eb000120	1.35493e-02
Zm00001eb000660	Zm00001eb000140	1.35493e-02
Zm00001eb000660	Zm00001eb000150	1.35493e-02
Zm00001eb000660	Zm00001eb000170	1.96349e-02
Zm00001eb000660	Zm00001eb000180	1.96349e-02
Zm00001eb000660	Zm00001eb000200	1.97681e-02
Zm00001eb000660	Zm00001eb000190	1.97681e-02
Zm00001eb000660	Zm00001eb000210	1.59811e-02
Zm00001eb000660	Zm00001eb000220	1.59811e-02
Zm00001eb000660	Zm00001eb000230	1.59811e-02
Zm00001eb000660	Zm00001eb000240	1.59811e-02
Zm00001eb000660	Zm00001eb000250	1.26479e-02
Zm00001eb000660	Zm00001eb000270	6.56351e-03
Zm00001eb000660	Zm00001eb000290	9.64851e-03
Zm00001eb000660	Zm00001eb000300	1.30569e-02
Zm00001eb000660	Zm00001eb000310	1.27210e-02
Zm00001eb000660	Zm00001eb000320	1.27210e-02
Zm00001eb000660	Zm00001eb000330	1.27210e-02
Zm00001eb000660	Zm00001eb000340	9.68698e-03
Zm00001eb000660	Zm00001eb000370	9.00076e-03
Zm00001eb000660	Zm00001eb000380	1.55147e-02
Zm00001eb000660	Zm00001eb000390	1.38095e-02
Zm00001eb000660	Zm00001eb000400	1.48709e-02
Zm00001eb000660	Zm00001eb000410	1.48709e-02
Zm00001eb000660	Zm00001eb000420	1.48709e-02
Zm00001eb000660	Zm00001eb000430	9.02774e-03
Zm00001eb000660	Zm00001eb000440	9.02774e-03
Zm00001eb000660	Zm00001eb000450	9.02774e-03
Zm00001eb000660	Zm00001eb000460	1.32025e-02
Zm00001eb000660	Zm00001eb000470	1.32025e-02
Zm00001eb000660	Zm00001eb000480	1.32025e-02
Zm00001eb000660	Zm00001eb000490	1.11519e-02
Zm00001eb000660	Zm00001eb000500	1.11519e-02
Zm00001eb000660	Zm00001eb000510	1.88140e-02
Zm00001eb000660	Zm00001eb000520	1.88140e-02
Zm00001eb000660	Zm00001eb000530	1.88140e-02
Zm00001eb000660	Zm00001eb000540	6.34372e-03
Zm00001eb000660	Zm00001eb000550	1.04473e-02
Zm00001eb000660	Zm00001eb000560	1.04473e-02
Zm00001eb000660	Zm00001eb000570	1.04473e-02
Zm00001eb000660	Zm00001eb000580	1.72578e-02
Zm00001eb000660	Zm00001eb000590	1.24710e-02
Zm00001eb000660	Zm00001eb000600	2.53919e-02
Zm00001eb000660	Zm00001eb000620	3.13039e-02
Zm00001eb000660	Zm00001eb000630	3.13429e-02
Zm00001eb000660	Zm00001eb000640	2.08950e-02
Zm00001eb000660	Zm00001eb000650	1.00000e+00

Zm00001eb000670	Zm00001eb000010	8.46564e-03
Zm00001eb000670	Zm00001eb000020	8.46564e-03
Zm00001eb000670	Zm00001eb000060	7.94617e-03
Zm00001eb000670	Zm00001eb000070	7.94617e-03
Zm00001eb000670	Zm00001eb000080	7.94617e-03
Zm00001eb000670	Zm00001eb000100	7.94617e-03
Zm00001eb000670	Zm00001eb000110	6.62926e-03
Zm00001eb000670	Zm00001eb000120	1.26670e-02
Zm00001eb000670	Zm00001eb000140	1.26670e-02
Zm00001eb000670	Zm00001eb000150	1.26670e-02
Zm00001eb000670	Zm00001eb000170	2.39158e-02
Zm00001eb000670	Zm00001eb000180	2.39158e-02
Zm00001eb000670	Zm00001eb000200	2.30514e-02
Zm00001eb000670	Zm00001eb000190	2.30514e-02
Zm00001eb000670	Zm00001eb000210	1.47480e-02
Zm00001eb000670	Zm00001eb000220	1.47480e-02
Zm00001eb000670	Zm00001eb000230	1.47480e-02
Zm00001eb000670	Zm00001eb000240	1.47480e-02
Zm00001eb000670	Zm00001eb000250	1.28828e-02
Zm00001eb000670	Zm00001eb000270	8.03650e-03
Zm00001eb000670	Zm00001eb000290	1.01853e-02
Zm00001eb000670	Zm00001eb000300	1.18459e-02
Zm00001eb000670	Zm00001eb000310	1.22362e-02
Zm00001eb000670	Zm00001eb000320	1.22362e-02
Zm00001eb000670	Zm00001eb000330	1.22362e-02
Zm00001eb000670	Zm00001eb000340	1.09543e-02
Zm00001eb000670	Zm00001eb000370	1.30993e-02
Zm00001eb000670	Zm00001eb000380	1.38948e-02
Zm00001eb000670	Zm00001eb000390	1.18053e-02
Zm00001eb000670	Zm00001eb000400	1.27598e-02
Zm00001eb000670	Zm00001eb000410	1.27598e-02
Zm00001eb000670	Zm00001eb000420	1.27598e-02
Zm00001eb000670	Zm00001eb000430	9.87295e-03
Zm00001eb000670	Zm00001eb000440	9.87295e-03
Zm00001eb000670	Zm00001eb000450	9.87295e-03
Zm00001eb000670	Zm00001eb000460	1.43765e-02
Zm00001eb000670	Zm00001eb000470	1.43765e-02
Zm00001eb000670	Zm00001eb000480	1.43765e-02
Zm00001eb000670	Zm00001eb000490	1.13722e-02
Zm00001eb000670	Zm00001eb000500	1.13722e-02
Zm00001eb000670	Zm00001eb000510	1.54897e-02
Zm00001eb000670	Zm00001eb000520	1.54897e-02
Zm00001eb000670	Zm00001eb000530	1.54897e-02
Zm00001eb000670	Zm00001eb000540	7.08269e-03
Zm00001eb000670	Zm00001eb000550	7.33470e-03
Zm00001eb000670	Zm00001eb000560	7.33470e-03
Zm00001eb000670	Zm00001eb000570	7.33470e-03
Zm00001eb000670	Zm00001eb000580	1.65627e-02
Zm00001eb000670	Zm00001eb000590	1.04553e-02
Zm00001eb000670	Zm00001eb000600	2.14691e-02
Zm00001eb000670	Zm00001eb000620	1.86782e-02
Zm00001eb000670	Zm00001eb000630	1.86135e-02
Zm00001eb000670	Zm00001eb000640	9.03182e-03
Zm00001eb000670	Zm00001eb000650	3.05347e-02
Zm00001eb000670	Zm00001eb000660	3.05347e-02

Zm00001eb000680	Zm00001eb000010	8.46564e-03
Zm00001eb000680	Zm00001eb000020	8.46564e-03
Zm00001eb000680	Zm00001eb000060	7.94617e-03
Zm00001eb000680	Zm00001eb000070	7.94617e-03
Zm00001eb000680	Zm00001eb000080	7.94617e-03
Zm00001eb000680	Zm00001eb000100	7.94617e-03
Zm00001eb000680	Zm00001eb000110	6.62926e-03
Zm00001eb000680	Zm00001eb000120	1.26670e-02
Zm00001eb000680	Zm00001eb000140	1.26670e-02
Zm00001eb000680	Zm00001eb000150	1.26670e-02
Zm00001eb000680	Zm00001eb000170	2.39158e-02
Zm00001eb000680	Zm00001eb000180	2.39158e-02
Zm00001eb000680	Zm00001eb000200	2.30514e-02
Zm00001eb000680	Zm00001eb000190	2.30514e-02
Zm00001eb000680	Zm00001eb000210	1.47480e-02
Zm00001eb000680	Zm00001eb000220	1.47480e-02
Zm00001eb000680	Zm00001eb000230	1.47480e-02
Zm00001eb000680	Zm00001eb000240	1.47480e-02
Zm00001eb000680	Zm00001eb000250	1.28828e-02
Zm00001eb000680	Zm00001eb000270	8.03650e-03
Zm00001eb000680	Zm00001eb000290	1.01853e-02
Zm00001eb000680	Zm00001eb000300	1.18459e-02
Zm00001eb000680	Zm00001eb000310	1.22362e-02
Zm00001eb000680	Zm00001eb000320	1.22362e-02
Zm00001eb000680	Zm00001eb000330	1.22362e-02
Zm00001eb000680	Zm00001eb000340	1.09543e-02
Zm00001eb000680	Zm00001eb000370	1.30993e-02
Zm00001eb000680	Zm00001eb000380	1.38948e-02
Zm00001eb000680	Zm00001eb000390	1.18053e-02
Zm00001eb000680	Zm00001eb000400	1.27598e-02
Zm00001eb000680	Zm00001eb000410	1.27598e-02
Zm00001eb000680	Zm00001eb000420	1.27598e-02
Zm00001eb000680	Zm00001eb000430	9.87295e-03
Zm00001eb000680	Zm00001eb000440	9.87295e-03
Zm00001eb000680	Zm00001eb000450	9.87295e-03
Zm00001eb000680	Zm00001eb000460	1.43765e-02
Zm00001eb000680	Zm00001eb000470	1.43765e-02
Zm00001eb000680	Zm00001eb000480	1.43765e-02
Zm00001eb000680	Zm00001eb000490	1.13722e-02
Zm00001eb000680	Zm00001eb000500	1.13722e-02
Zm00001eb000680	Zm00001eb000510	1.54897e-02
Zm00001eb000680	Zm00001eb000520	1.54897e-02
Zm00001eb000680	Zm00001eb000530	1.54897e-02
Zm00001eb000680	Zm00001eb000540	7.08269e-03
Zm00001eb000680	Zm00001eb000550	7.33470e-03
Zm00001eb000680	Zm00001eb000560	7.33470e-03
Zm00001eb000680	Zm00001eb000570	7.33470e-03
Zm00001eb000680	Zm00001eb000580	1.65627e-02
Zm00001eb000680	Zm00001eb000590	1.04553e-02
Zm00001eb000680	Zm00001eb000600	2.14691e-02
Zm00001eb000680	Zm00001eb000620	1.86782e-02
Zm00001eb000680	Zm00001eb000630	1.86135e-02
Zm00001eb000680	Zm00001eb000640	9.03182e-03
Zm00001eb000680	Zm00001eb000650	3.05347e-02
Zm00001eb000680	Zm00001eb000660	3.05347e-02
Zm00001eb000680	Zm00001eb000670	1.00000e+00

Zm00001eb000690	Zm00001eb000010	8.46564e-03
Zm00001eb000690	Zm00001eb000020	8.46564e-03
Zm00001eb000690	Zm00001eb000060	7.94617e-03
Zm00001eb000690	Zm00001eb000070	7.94617e-03
Zm00001eb000690	Zm00001eb000080	7.94617e-03
Zm00001eb000690	Zm00001eb000100	7.94617e-03
Zm00001eb000690	Zm00001eb000110	6.62926e-03
Zm00001eb000690	Zm00001eb000120	1.26670e-02
Zm00001eb000690	Zm00001eb000140	1.26670e-02
Zm00001eb000690	Zm00001eb000150	1.26670e-02
Zm00001eb000690	Zm00001eb000170	2.39158e-02
Zm00001eb000690	Zm00001eb000180	2.39158e-02
Zm00001eb000690	Zm00001eb000200	2.30514e-02
Zm00001eb000690	Zm00001eb000190	2.30514e-02
Zm00001eb000690	Zm00001eb000210	1.47480e-02
Zm00001eb000690	Zm00001eb000220	1.47480e-02
Zm00001eb000690	Zm00001eb000230	1.47480e-02
Zm00001eb000690	Zm00001eb000240	1.47480e-02
Zm00001eb000690	Zm00001eb000250	1.28828e-02
Zm00001eb000690	Zm00001eb000270	8.03650e-03
Zm00001eb000690	Zm00001eb000290	1.01853e-02
Zm00001eb000690	Zm00001eb000300	1.18459e-02
Zm00001eb000690	Zm00001eb000310	1.22362e-02
Zm00001eb000690	Zm00001eb000320	1.22362e-02
Zm00001eb000690	Zm00001eb000330	1.22362e-02
Zm00001eb000690	Zm00001eb000340	1.09543e-02
Zm00001eb000690	Zm00001eb000370	1.30993e-02
Zm00001eb000690	Zm00001eb000380	1.38948e-02
Zm00001eb000690	Zm00001eb000390	1.18053e-02
Zm00001eb000690	Zm00001eb000400	1.27598e-02
Zm00001eb000690	Zm00001eb000410	1.27598e-02
Zm00001eb000690	Zm00001eb000420	1.27598e-02
Zm00001eb000690	Zm00001eb000430	9.87295e-03
Zm00001eb000690	Zm00001eb000440	9.87295e-03
Zm00001eb000690	Zm00001eb000450	9.87295e-03
Zm00001eb000690	Zm00001eb000460	1.43765e-02
Zm00001eb000690	Zm00001eb000470	1.43765e-02
Zm00001eb000690	Zm00001eb000480	1.43765e-02
Zm00001eb000690	Zm00001eb000490	1.13722e-02
Zm00001eb000690	Zm00001eb000500	1.13722e-02
Zm00001eb000690	Zm00001eb000510	1.54897e-02
Zm00001eb000690	Zm00001eb000520	1.54897e-02
Zm00001eb000690	Zm00001eb000530	1.54897e-02
Zm00001eb000690	Zm00001eb000540	7.08269e-03
Zm00001eb000690	Zm00001eb000550	7.33470e-03
Zm00001eb000690	Zm00001eb000560	7.33470e-03
Zm00001eb000690	Zm00001eb000570	7.33470e-03
Zm00001eb000690	Zm00001eb000580	1.65627e-02
Zm00001eb000690	Zm00001eb000590	1.04553e-02
Zm00001eb000690	Zm00001eb000600	2.14691e-02
Zm00001eb000690	Zm00001eb000620	1.86782e-02
Zm00001eb000690	Zm00001eb000630	1.86135e-02
Zm00001eb000690	Zm00001eb000640	9.03182e-03
Zm00001eb000690	Zm00001eb000650	3.05347e-02
Zm00001eb000690	Zm00001eb000660	3.05347e-02
Zm00001eb000690	Zm00001eb000670	1.00000e+00
Zm00001eb000690	Zm00001eb000680	1.00000e+00

Zm00001eb000700	Zm00001eb000010	8.46564e-03
Zm00001eb000700	Zm00001eb000020	8.46564e-03
Zm00001eb000700	Zm00001eb000060	7.94617e-03
Zm00001eb000700	Zm00001eb000070	7.94617e-03
Zm00001eb000700	Zm00001eb000080	7.94617e-03
Zm00001eb000700	Zm00001eb000100	7.94617e-03
Zm00001eb000700	Zm00001eb000110	6.62926e-03
Zm00001eb000700	Zm00001eb000120	1.26670e-02
Zm00001eb000700	Zm00001eb000140	1.26670e-02
Zm00001eb000700	Zm00001eb000150	1.26670e-02
Zm00001eb000700	Zm00001eb000170	2.39158e-02
Zm00001eb000700	Zm00001eb000180	2.39158e-02
Zm00001eb000700	Zm00001eb000200	2.30514e-02
Zm00001eb000700	Zm00001eb000190	2.30514e-02
Zm00001eb000700	Zm00001eb000210	1.47480e-02
Zm00001eb000700	Zm00001eb000220	1.47480e-02
Zm00001eb000700	Zm00001eb000230	1.47480e-02
Zm00001eb000700	Zm00001eb000240	1.47480e-02
Zm00001eb000700	Zm00001eb000250	1.28828e-02
Zm00001eb000700	Zm00001eb000270	8.03650e-03
Zm00001eb000700	Zm00001eb000290	1.01853e-02
Zm00001eb000700	Zm00001eb000300	1.18459e-02
Zm00001eb000700	Zm00001eb000310	1.22362e-02
Zm00001eb000700	Zm00001eb000320	1.22362e-02
Zm00001eb000700	Zm00001eb000330	1.22362e-02
Zm00001eb000700	Zm00001eb000340	1.09543e-02
Zm00001eb000700	Zm00001eb000370	1.30993e-02
Zm00001eb000700	Zm00001eb000380	1.38948e-02
Zm00001eb000700	Zm00001eb000390	1.18053e-02
Zm00001eb000700	Zm00001eb000400	1.27598e-02
Zm00001eb000700	Zm00001eb000410	1.27598e-02
Zm00001eb000700	Zm00001eb000420	1.27598e-02
Zm00001eb000700	Zm00001eb000430	9.87295e-03
Zm00001eb000700	Zm00001eb000440	9.87295e-03
Zm00001eb000700	Zm00001eb000450	9.87295e-03
Zm00001eb000700	Zm00001eb000460	1.43765e-02
Zm00001eb000700	Zm00001eb000470	1.43765e-02
Zm00001eb000700	Zm00001eb000480	1.43765e-02
Zm00001eb000700	Zm00001eb000490	1.13722e-02
Zm00001eb000700	Zm00001eb000500	1.13722e-02
Zm00001eb000700	Zm00001eb000510	1.54897e-02
Zm00001eb000700	Zm00001eb000520	1.54897e-02
Zm00001eb000700	Zm00001eb000530	1.54897e-02
Zm00001eb000700	Zm00001eb000540	7.08269e-03
Zm00001eb000700	Zm00001eb000550	7.33470e-03
Zm00001eb000700	Zm00001eb000560	7.33470e-03
Zm00001eb000700	Zm00001eb000570	7.33470e-03
Zm00001eb000700	Zm00001eb000580	1.65627e-02
Zm00001eb000700	Zm00001eb000590	1.04553e-02
