"GENE","magma_p","magma_z","n_top_pathways","best_pathway_p","pathway_rank","pathways","gwas_min_p","gwas_rank","magma_rank","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"SORBI_3006G050400",0.064666,0.9955,0,NA,NA,NA,0.064666,4446,4446,FALSE,FALSE,FALSE,0,1.76617546574063
"SORBI_3001G321300",0.064759,0.81308,0,NA,NA,NA,0.064759,4447,4447,FALSE,FALSE,FALSE,0,1.76598012356871
"SORBI_3004G081100",0.064781,1.4016,0,NA,NA,NA,0.064781,4448,4448,FALSE,FALSE,FALSE,0,1.76578482531858
"SORBI_3006G109650",0.064804,1.191,0,NA,NA,NA,0.064804,4449,4449,FALSE,FALSE,FALSE,0,1.76558957097049
"SORBI_3009G061601",0.064853,1.0659,0,NA,NA,NA,0.064853,4450,4450,FALSE,FALSE,FALSE,0,1.76539436050472
"SORBI_3008G020500",0.064969,0.88696,0,NA,NA,NA,0.064969,4451,4451,FALSE,FALSE,FALSE,0,1.76519919390153
"SORBI_3002G340100",0.065007,1.9382,0,NA,NA,NA,0.065007,4452,4452,FALSE,FALSE,FALSE,0,1.76500407114124
"SORBI_3004G141100",0.14417,0.64998,1,5.8999941000059e-05,73,"PWY-6554",0.14417,7245.5,7245.5,FALSE,FALSE,TRUE,1,1.7648925031579
"SORBI_3010G103700",0.065008,0.86728,0,NA,NA,NA,0.065008,4453,4453,FALSE,FALSE,FALSE,0,1.76480899220413
"SORBI_3006G046600",0.065093,1.3037,0,NA,NA,NA,0.065093,4454,4454,FALSE,FALSE,FALSE,0,1.76461395707054
"SORBI_3002G342300",0.62315,-0.43405,1,4.44281448339832e-15,18,"PWY-5980",0.62315,23251,23251,FALSE,FALSE,TRUE,1,1.76446529225486
"SORBI_3001G438400",0.065095,1.2604,0,NA,NA,NA,0.065095,4455,4455,FALSE,FALSE,FALSE,0,1.76441896572079
"SORBI_3002G367000",0.065143,1.4441,0,NA,NA,NA,0.065143,4456,4456,FALSE,FALSE,FALSE,0,1.76422401813523
"SORBI_3002G121300",0.065154,1.4463,0,NA,NA,NA,0.065154,4457,4457,FALSE,FALSE,FALSE,0,1.76402911429423
"SORBI_3006G034225",0.065215,1.8716,0,NA,NA,NA,0.065215,4458,4458,FALSE,FALSE,FALSE,0,1.76383425417814
"SORBI_3007G016500",0.065224,1.0828,0,NA,NA,NA,0.065224,4459,4459,FALSE,FALSE,FALSE,0,1.76363943776736
"SORBI_3005G196100",0.065235,1.8499,0,NA,NA,NA,0.065235,4460,4460,FALSE,FALSE,FALSE,0,1.7634446650423
"SORBI_3006G030250",0.065247,1.2413,0,NA,NA,NA,0.065247,4461,4461,FALSE,FALSE,FALSE,0,1.76324993598335
"SORBI_3009G192000",0.065278,1.2495,0,NA,NA,NA,0.065278,4462,4462,FALSE,FALSE,FALSE,0,1.76305525057094
"SORBI_3001G359100",0.0653,0.83901,0,NA,NA,NA,0.0653,4463,4463,FALSE,FALSE,FALSE,0,1.76286060878552
"SORBI_3001G514700",0.065342,1.8146,0,NA,NA,NA,0.065342,4464.5,4464.5,FALSE,FALSE,FALSE,0,1.76256872786522
"SORBI_3002G370400",0.065342,1.2701,0,NA,NA,NA,0.065342,4464.5,4464.5,FALSE,FALSE,FALSE,0,1.76256872786522
"SORBI_3001G423300",0.065346,1.3974,0,NA,NA,NA,0.065346,4466,4466,FALSE,FALSE,FALSE,0,1.76227694499574
"SORBI_3007G059300",0.065366,1.3683,0,NA,NA,NA,0.065366,4467,4467,FALSE,FALSE,FALSE,0,1.7620824775229
"SORBI_3006G204300",0.065378,1.0016,0,NA,NA,NA,0.065378,4468,4468,FALSE,FALSE,FALSE,0,1.76188805357944
"SORBI_3004G176600",0.065399,1.9706,0,NA,NA,NA,0.065399,4469,4469,FALSE,FALSE,FALSE,0,1.76169367314586
"SORBI_3005G121800",0.065424,0.9123,0,NA,NA,NA,0.065424,4471,4471,FALSE,FALSE,FALSE,0,1.76130504273052
"SORBI_3005G096201",0.065425,0.78971,0,NA,NA,NA,0.065425,4472,4472,FALSE,FALSE,FALSE,0,1.76111079270984
"SORBI_3010G185500",0.065467,1.1526,0,NA,NA,NA,0.065467,4473,4473,FALSE,FALSE,FALSE,0,1.76091658612126
"SORBI_3002G022300",0.065476,0.70168,0,NA,NA,NA,0.065476,4474,4474,FALSE,FALSE,FALSE,0,1.76072242294536
"SORBI_3003G320200",0.065484,1.1918,0,NA,NA,NA,0.065484,4475,4475,FALSE,FALSE,FALSE,0,1.76052830316272
"SORBI_3006G131200",0.065523,0.78273,0,NA,NA,NA,0.065523,4476,4476,FALSE,FALSE,FALSE,0,1.76033422675395
"SORBI_3009G168100",0.065584,1.1681,0,NA,NA,NA,0.065584,4477,4477,FALSE,FALSE,FALSE,0,1.76014019369969
"SORBI_3008G032900",0.06563,1.9056,0,NA,NA,NA,0.06563,4478,4478,FALSE,FALSE,FALSE,0,1.75994620398056
"SORBI_3006G020500",0.35872,0.080278,1,8.70990074012705e-11,29,"PWY-5080",0.35872,14261,14261,FALSE,FALSE,TRUE,1,1.75981310213108
"SORBI_3005G199500",0.065643,2.3329,0,NA,NA,NA,0.065643,4479,4479,FALSE,FALSE,FALSE,0,1.7597522575772
"SORBI_3009G165050",0.065653,1.5706,0,NA,NA,NA,0.065653,4480,4480,FALSE,FALSE,FALSE,0,1.75955835447029
"SORBI_3001G108350",0.065734,1.2961,0,NA,NA,NA,0.065734,4481,4481,FALSE,FALSE,FALSE,0,1.75936449464049
"SORBI_3004G256500",0.065769,1.7558,0,NA,NA,NA,0.065769,4482,4482,FALSE,FALSE,FALSE,0,1.75917067806849
"SORBI_3002G367800",0.065791,1.6287,0,NA,NA,NA,0.065791,4483,4483,FALSE,FALSE,FALSE,0,1.758976904735
"SORBI_3003G102800",0.065793,1.652,0,NA,NA,NA,0.065793,4484,4484,FALSE,FALSE,FALSE,0,1.75878317462071
"SORBI_3010G010300",0.065801,1.6035,0,NA,NA,NA,0.065801,4485,4485,FALSE,FALSE,FALSE,0,1.75858948770636
"SORBI_3010G058500",0.06585,1.7774,0,NA,NA,NA,0.06585,4486,4486,FALSE,FALSE,FALSE,0,1.75839584397268
"SORBI_3010G118800",0.065886,0.98599,0,NA,NA,NA,0.065886,4487,4487,FALSE,FALSE,FALSE,0,1.75820224340043
"SORBI_3003G413500",0.065892,2.287,0,NA,NA,NA,0.065892,4488,4488,FALSE,FALSE,FALSE,0,1.75800868597037
"SORBI_3004G271600",0.065953,1.1357,0,NA,NA,NA,0.065953,4489,4489,FALSE,FALSE,FALSE,0,1.75781517166327
"SORBI_3001G168500",0.065972,1.7117,0,NA,NA,NA,0.065972,4490,4490,FALSE,FALSE,FALSE,0,1.75762170045993
"SORBI_3007G203600",0.14341,0.61926,1,7.5999924000076e-05,74,"PWY-4203",0.14341,7214.5,7214.5,FALSE,FALSE,TRUE,1,1.75762059117008
"SORBI_3002G220500",0.065977,1.1554,0,NA,NA,NA,0.065977,4491,4491,FALSE,FALSE,FALSE,0,1.75742827234115
"SORBI_3009G040250",0.4112,-0.091632,2,9.37574088573277e-12,26,"TRIGLSYN-PWY; PWYIO2-7",0.4112,15989.5,15989.5,FALSE,FALSE,TRUE,1,1.75724405614051
"SORBI_3010G139600",0.066004,1.2357,0,NA,NA,NA,0.066004,4492,4492,FALSE,FALSE,FALSE,0,1.75723488728774
"SORBI_3003G295500",0.066022,1.7655,0,NA,NA,NA,0.066022,4493,4493,FALSE,FALSE,FALSE,0,1.75704154528053
"SORBI_3006G268700",0.066083,0.99299,0,NA,NA,NA,0.066083,4494,4494,FALSE,FALSE,FALSE,0,1.75684824630036
"SORBI_3004G140400",0.066091,1.0113,0,NA,NA,NA,0.066091,4495,4495,FALSE,FALSE,FALSE,0,1.75665499032808
"SORBI_3010G187700",0.066128,1.1792,0,NA,NA,NA,0.066128,4497,4497,FALSE,FALSE,FALSE,0,1.75626860733069
"SORBI_3003G313900",0.066144,1.4726,0,NA,NA,NA,0.066144,4498,4498,FALSE,FALSE,FALSE,0,1.75607548026735
"SORBI_3002G328400",0.066222,1.6136,0,NA,NA,NA,0.066222,4499,4499,FALSE,FALSE,FALSE,0,1.75588239613544
"SORBI_3006G167100",0.066224,0.72814,0,NA,NA,NA,0.066224,4500,4500,FALSE,FALSE,FALSE,0,1.75568935491589
"SORBI_3010G218300",0.066229,1.1037,0,NA,NA,NA,0.066229,4501,4501,FALSE,FALSE,FALSE,0,1.75549635658962
"SORBI_3006G264500",0.066231,1.5365,0,NA,NA,NA,0.066231,4502,4502,FALSE,FALSE,FALSE,0,1.75530340113758
"SORBI_3001G015100",0.066281,0.95879,0,NA,NA,NA,0.066281,4503,4503,FALSE,FALSE,FALSE,0,1.75511048854071
"SORBI_3006G268900",0.066308,1.0499,0,NA,NA,NA,0.066308,4504,4504,FALSE,FALSE,FALSE,0,1.75491761878
"SORBI_3005G129301",0.066404,0.9096,0,NA,NA,NA,0.066404,4505,4505,FALSE,FALSE,FALSE,0,1.75472479183642
"SORBI_3002G040100",0.066408,1.546,0,NA,NA,NA,0.066408,4506,4506,FALSE,FALSE,FALSE,0,1.75453200769095
"SORBI_3001G062300",0.066415,1.4088,0,NA,NA,NA,0.066415,4507,4507,FALSE,FALSE,FALSE,0,1.75433926632462
"SORBI_3004G064900",0.066429,1.7817,0,NA,NA,NA,0.066429,4508,4508,FALSE,FALSE,FALSE,0,1.75414656771844
"SORBI_3001G528700",0.06644,1.1575,0,NA,NA,NA,0.06644,4509,4509,FALSE,FALSE,FALSE,0,1.75395391185344
"SORBI_3007G003250",0.44149,-0.08086,1,2.95356900515028e-12,23,"PWY-6949",0.44149,17005,17005,FALSE,FALSE,TRUE,1,1.75392639774217
"SORBI_3007G062900",0.066451,1.262,0,NA,NA,NA,0.066451,4510,4510,FALSE,FALSE,FALSE,0,1.75376129871066
"SORBI_3002G162500",0.066535,1.4516,0,NA,NA,NA,0.066535,4511,4511,FALSE,FALSE,FALSE,0,1.75356872827116
"SORBI_3008G180550",0.066595,0.74417,0,NA,NA,NA,0.066595,4512,4512,FALSE,FALSE,FALSE,0,1.75337620051601
"SORBI_3001G119200",0.066635,1.2186,0,NA,NA,NA,0.066635,4513,4513,FALSE,FALSE,FALSE,0,1.75318371542629
"SORBI_3003G039600",0.066654,1.2088,0,NA,NA,NA,0.066654,4515,4515,FALSE,FALSE,FALSE,0,1.75279887316753
"SORBI_3010G041400",0.066665,1.7659,0,NA,NA,NA,0.066665,4516,4516,FALSE,FALSE,FALSE,0,1.75260651596072
"SORBI_3005G054300",0.066682,1.3246,0,NA,NA,NA,0.066682,4517,4517,FALSE,FALSE,FALSE,0,1.75241420134379
"SORBI_3001G531100",0.066697,1.1622,0,NA,NA,NA,0.066697,4518,4518,FALSE,FALSE,FALSE,0,1.75222192929789
"SORBI_3003G268100",0.066721,1.1247,0,NA,NA,NA,0.066721,4519,4519,FALSE,FALSE,FALSE,0,1.75202969980418
"SORBI_3007G214700",0.066759,1.6342,0,NA,NA,NA,0.066759,4520,4520,FALSE,FALSE,FALSE,0,1.75183751284381
"SORBI_3008G179600",0.066761,1.1614,0,NA,NA,NA,0.066761,4521,4521,FALSE,FALSE,FALSE,0,1.75164536839799
"SORBI_3002G233700",0.066766,1.4444,0,NA,NA,NA,0.066766,4522,4522,FALSE,FALSE,FALSE,0,1.7514532664479
"SORBI_3009G201300",0.066767,1.7618,0,NA,NA,NA,0.066767,4523,4523,FALSE,FALSE,FALSE,0,1.75126120697474
"SORBI_3002G122500",0.066772,1.0826,0,NA,NA,NA,0.066772,4524,4524,FALSE,FALSE,FALSE,0,1.75106918995974
"SORBI_3002G285950",0.066812,1.3173,0,NA,NA,NA,0.066812,4525,4525,FALSE,FALSE,FALSE,0,1.75087721538413
"SORBI_3006G092500",0.066814,0.99603,0,NA,NA,NA,0.066814,4526,4526,FALSE,FALSE,FALSE,0,1.75068528322916
"SORBI_3001G017600",0.066828,1.5535,0,NA,NA,NA,0.066828,4527,4527,FALSE,FALSE,FALSE,0,1.75049339347607
"SORBI_3002G089900",0.066829,1.9308,0,NA,NA,NA,0.066829,4528,4528,FALSE,FALSE,FALSE,0,1.75030154610615
"SORBI_3009G161300",0.066859,1.8792,0,NA,NA,NA,0.066859,4529,4529,FALSE,FALSE,FALSE,0,1.75010974110066
"SORBI_3003G295600",0.066896,1.828,0,NA,NA,NA,0.066896,4530,4530,FALSE,FALSE,FALSE,0,1.74991797844091
"SORBI_3007G010900",0.066901,1.0471,0,NA,NA,NA,0.066901,4531,4531,FALSE,FALSE,FALSE,0,1.74972625810821
"SORBI_3003G035700",0.066905,1.3483,0,NA,NA,NA,0.066905,4532,4532,FALSE,FALSE,FALSE,0,1.74953458008386
"SORBI_3004G232000",0.067041,1.399,0,NA,NA,NA,0.067041,4533,4533,FALSE,FALSE,FALSE,0,1.7493429443492
"SORBI_3007G162500",0.067103,0.8975,0,NA,NA,NA,0.067103,4534,4534,FALSE,FALSE,FALSE,0,1.74915135088558
"SORBI_3003G367451",0.067207,1.3105,0,NA,NA,NA,0.067207,4535,4535,FALSE,FALSE,FALSE,0,1.74895979967435
"SORBI_3003G248600",0.067261,1.7835,0,NA,NA,NA,0.067261,4536,4536,FALSE,FALSE,FALSE,0,1.74876829069688
"SORBI_3002G003601",0.067271,1.2855,0,NA,NA,NA,0.067271,4537,4537,FALSE,FALSE,FALSE,0,1.74857682393455
"SORBI_3001G500000",0.067307,1.1165,0,NA,NA,NA,0.067307,4538,4538,FALSE,FALSE,FALSE,0,1.74838539936874
"SORBI_3002G302400",0.14564,0.39275,1,7.5999924000076e-05,74,"PWY-4203",0.14564,7292,7292,FALSE,FALSE,TRUE,1,1.74833974670205
"SORBI_3005G002100",0.067326,0.97196,0,NA,NA,NA,0.067326,4539,4539,FALSE,FALSE,FALSE,0,1.74819401698088
"SORBI_3006G242300",0.067343,1.3057,0,NA,NA,NA,0.067343,4540,4540,FALSE,FALSE,FALSE,0,1.74800267675237
"SORBI_3002G161800",0.067363,0.83965,0,NA,NA,NA,0.067363,4541,4541,FALSE,FALSE,FALSE,0,1.74781137866465
"SORBI_3010G218000",0.067415,1.092,0,NA,NA,NA,0.067415,4542,4542,FALSE,FALSE,FALSE,0,1.74762012269915
"SORBI_3004G202300",0.067477,1.153,0,NA,NA,NA,0.067477,4544.5,4544.5,FALSE,FALSE,FALSE,0,1.74714216694846
"SORBI_3004G267500",0.067477,1.3434,0,NA,NA,NA,0.067477,4544.5,4544.5,FALSE,FALSE,FALSE,0,1.74714216694846
"SORBI_3005G127900",0.067481,1.1493,0,NA,NA,NA,0.067481,4546,4546,FALSE,FALSE,FALSE,0,1.74685551968867
"SORBI_3001G140800",0.067488,1.6991,0,NA,NA,NA,0.067488,4547,4547,FALSE,FALSE,FALSE,0,1.74666447405636
"SORBI_3001G499600",0.0675,1.1397,0,NA,NA,NA,0.0675,4548,4548,FALSE,FALSE,FALSE,0,1.74647347043518
"SORBI_3005G001900",0.067515,1.3625,0,NA,NA,NA,0.067515,4549,4549,FALSE,FALSE,FALSE,0,1.74628250880667
"SORBI_3008G089750",0.067521,1.4737,0,NA,NA,NA,0.067521,4550,4550,FALSE,FALSE,FALSE,0,1.74609158915235
"SORBI_3006G242200",0.067527,1.6,0,NA,NA,NA,0.067527,4551,4551,FALSE,FALSE,FALSE,0,1.74590071145379
"SORBI_3009G152300",0.067578,0.89232,0,NA,NA,NA,0.067578,4552,4552,FALSE,FALSE,FALSE,0,1.74570987569255
"SORBI_3007G178900",0.067686,1.5421,0,NA,NA,NA,0.067686,4554,4554,FALSE,FALSE,FALSE,0,1.74532832990833
"SORBI_3004G114800",0.067688,0.75122,0,NA,NA,NA,0.067688,4555,4555,FALSE,FALSE,FALSE,0,1.74513761984854
"SORBI_3001G065150",0.067702,1.0858,0,NA,NA,NA,0.067702,4556,4556,FALSE,FALSE,FALSE,0,1.74494695165245
"SORBI_3001G331700",0.067732,1.2554,0,NA,NA,NA,0.067732,4557,4557,FALSE,FALSE,FALSE,0,1.74475632530168
"SORBI_3004G008200",0.067737,0.98689,0,NA,NA,NA,0.067737,4558,4558,FALSE,FALSE,FALSE,0,1.74456574077786
"SORBI_3006G002400",0.06774,1.0848,0,NA,NA,NA,0.06774,4559,4559,FALSE,FALSE,FALSE,0,1.74437519806265
"SORBI_3007G191100",0.067752,1.8309,0,NA,NA,NA,0.067752,4560,4560,FALSE,FALSE,FALSE,0,1.74418469713771
"SORBI_3006G264700",0.067755,1.465,0,NA,NA,NA,0.067755,4561,4561,FALSE,FALSE,FALSE,0,1.7439942379847
"SORBI_3002G271600",0.067776,1.5436,0,NA,NA,NA,0.067776,4563,4563,FALSE,FALSE,FALSE,0,1.74361344492126
"SORBI_3010G061900",0.067818,2.1889,0,NA,NA,NA,0.067818,4564,4564,FALSE,FALSE,FALSE,0,1.74342311097422
"SORBI_3002G221100",0.067844,1.9902,0,NA,NA,NA,0.067844,4565,4565,FALSE,FALSE,FALSE,0,1.74323281872594
"SORBI_3006G083000",0.067887,1.6538,0,NA,NA,NA,0.067887,4566,4566,FALSE,FALSE,FALSE,0,1.74304256815815
"SORBI_3002G121701",0.067898,1.4777,0,NA,NA,NA,0.067898,4567,4567,FALSE,FALSE,FALSE,0,1.74285235925258
"SORBI_3006G261550",0.067916,1.0099,0,NA,NA,NA,0.067916,4568,4568,FALSE,FALSE,FALSE,0,1.742662191991
"SORBI_3008G168500",0.06792,1.908,0,NA,NA,NA,0.06792,4569,4569,FALSE,FALSE,FALSE,0,1.74247206635517
"SORBI_3010G009900",0.067939,1.7788,0,NA,NA,NA,0.067939,4570,4570,FALSE,FALSE,FALSE,0,1.74228198232688
"SORBI_3004G087800",0.06799,1.0257,0,NA,NA,NA,0.06799,4571,4571,FALSE,FALSE,FALSE,0,1.74209193988792
"SORBI_3009G162600",0.068009,1.0888,0,NA,NA,NA,0.068009,4572,4572,FALSE,FALSE,FALSE,0,1.74190193902009
"SORBI_3003G078900",0.06801,1.8218,0,NA,NA,NA,0.06801,4573,4573,FALSE,FALSE,FALSE,0,1.74171197970521
"SORBI_3004G238100",0.068012,1.5124,0,NA,NA,NA,0.068012,4574,4574,FALSE,FALSE,FALSE,0,1.74152206192512
"SORBI_3004G300400",0.068024,2.0957,0,NA,NA,NA,0.068024,4575,4575,FALSE,FALSE,FALSE,0,1.74133218566164
"SORBI_3002G416950",0.068039,1.8255,0,NA,NA,NA,0.068039,4576,4576,FALSE,FALSE,FALSE,0,1.74114235089664
"SORBI_3002G034600",0.068067,1.4083,0,NA,NA,NA,0.068067,4577,4577,FALSE,FALSE,FALSE,0,1.74095255761198
"SORBI_3001G482300",0.36836,0.31433,1,8.70990074012705e-11,29,"PWY-5080",0.36836,14576.5,14576.5,FALSE,FALSE,TRUE,1,1.74080654797159
"SORBI_3009G201200",0.068107,1.6646,0,NA,NA,NA,0.068107,4578,4578,FALSE,FALSE,FALSE,0,1.74076280578953
"SORBI_3003G402000",0.068155,0.97421,0,NA,NA,NA,0.068155,4579,4579,FALSE,FALSE,FALSE,0,1.74057309541118
"SORBI_3008G161300",0.068163,1.075,0,NA,NA,NA,0.068163,4580,4580,FALSE,FALSE,FALSE,0,1.74038342645884
"SORBI_3004G032100",0.068171,0.89043,0,NA,NA,NA,0.068171,4581,4581,FALSE,FALSE,FALSE,0,1.74019379891441
"SORBI_3009G162200",0.068191,1.6857,0,NA,NA,NA,0.068191,4582,4582,FALSE,FALSE,FALSE,0,1.74000421275982
"SORBI_3002G370600",0.06824,1.1584,0,NA,NA,NA,0.06824,4584,4584,FALSE,FALSE,FALSE,0,1.73962516454791
"SORBI_3007G003400",0.45048,0.39427,1,2.95356900515028e-12,23,"PWY-6949",0.45048,17289,17289,FALSE,FALSE,TRUE,1,1.73953992167762
"SORBI_3003G226700",0.068251,1.0546,0,NA,NA,NA,0.068251,4585,4585,FALSE,FALSE,FALSE,0,1.7394357024545
"SORBI_3001G306700",0.068329,1.3626,0,NA,NA,NA,0.068329,4586,4586,FALSE,FALSE,FALSE,0,1.73924628167874
"SORBI_3010G180350",0.068343,1.8102,0,NA,NA,NA,0.068343,4587,4587,FALSE,FALSE,FALSE,0,1.73905690220261
"SORBI_3004G260700",0.068347,1.9761,0,NA,NA,NA,0.068347,4588,4588,FALSE,FALSE,FALSE,0,1.73886756400812
"SORBI_3003G078800",0.068384,1.632,0,NA,NA,NA,0.068384,4589,4589,FALSE,FALSE,FALSE,0,1.73867826707726
"SORBI_3008G077600",0.84412,-1.2211,1,3.18991115904385e-17,14,"PWY-7039",0.84412,30662,30662,FALSE,FALSE,TRUE,1,1.73853556506803
"SORBI_3007G160300",0.06843,1.5538,0,NA,NA,NA,0.06843,4591,4591,FALSE,FALSE,FALSE,0,1.73829979693454
"SORBI_3007G190466",0.068452,1.7689,0,NA,NA,NA,0.068452,4592,4592,FALSE,FALSE,FALSE,0,1.73811062368674
"SORBI_3003G227501",0.068494,1.4498,0,NA,NA,NA,0.068494,4593,4593,FALSE,FALSE,FALSE,0,1.73792149163073
"SORBI_3003G331200",0.068506,1.0721,0,NA,NA,NA,0.068506,4594,4594,FALSE,FALSE,FALSE,0,1.73773240074856
"SORBI_3009G023801",0.068517,1.3563,0,NA,NA,NA,0.068517,4595,4595,FALSE,FALSE,FALSE,0,1.73754335102232
"SORBI_3009G152350",0.068526,0.93338,0,NA,NA,NA,0.068526,4596,4596,FALSE,FALSE,FALSE,0,1.73735434243408
"SORBI_3009G023501",0.068574,1.246,0,NA,NA,NA,0.068574,4597,4597,FALSE,FALSE,FALSE,0,1.73716537496596
"SORBI_3007G190600",0.068575,1.7862,0,NA,NA,NA,0.068575,4598,4598,FALSE,FALSE,FALSE,0,1.73697644860006
"SORBI_3006G131000",0.068608,0.68771,0,NA,NA,NA,0.068608,4599,4599,FALSE,FALSE,FALSE,0,1.7367875633185
"SORBI_3002G028800",0.068626,1.5257,0,NA,NA,NA,0.068626,4600,4600,FALSE,FALSE,FALSE,0,1.73659871910343
"SORBI_3009G014200",0.068675,1.4198,0,NA,NA,NA,0.068675,4601,4601,FALSE,FALSE,FALSE,0,1.73640991593699
"SORBI_3002G017201",0.06873,0.73098,0,NA,NA,NA,0.06873,4602,4602,FALSE,FALSE,FALSE,0,1.73622115380133
"SORBI_3001G461400",0.068733,0.68103,0,NA,NA,NA,0.068733,4603,4603,FALSE,FALSE,FALSE,0,1.73603243267863
"SORBI_3007G178600",0.068766,1.5404,0,NA,NA,NA,0.068766,4604,4604,FALSE,FALSE,FALSE,0,1.73584375255107
"SORBI_3006G076201",0.068832,1.5906,0,NA,NA,NA,0.068832,4605,4605,FALSE,FALSE,FALSE,0,1.73565511340084
"SORBI_3008G090800",0.068842,1.4013,0,NA,NA,NA,0.068842,4606,4606,FALSE,FALSE,FALSE,0,1.73546651521015
"SORBI_3004G064700",0.068854,1.9147,0,NA,NA,NA,0.068854,4607,4607,FALSE,FALSE,FALSE,0,1.73527795796122
"SORBI_3009G195700",0.068892,1.382,0,NA,NA,NA,0.068892,4608,4608,FALSE,FALSE,FALSE,0,1.73508944163627
"SORBI_3001G017500",0.068924,1.5719,0,NA,NA,NA,0.068924,4609,4609,FALSE,FALSE,FALSE,0,1.73490096621754
"SORBI_3007G078800",0.068948,1.7967,0,NA,NA,NA,0.068948,4610,4610,FALSE,FALSE,FALSE,0,1.73471253168728
"SORBI_3002G162450",0.068995,1.3652,0,NA,NA,NA,0.068995,4611,4611,FALSE,FALSE,FALSE,0,1.73452413802776
"SORBI_3003G239100",0.28069,-0.059,2,8.52931040167905e-09,40,"PWY-6803; LIPASYN-PWY",0.28069,11675,11675,FALSE,FALSE,TRUE,1,1.73450921202068
"SORBI_3008G033100",0.068996,2.0125,0,NA,NA,NA,0.068996,4612,4612,FALSE,FALSE,FALSE,0,1.73433578522126
"SORBI_3004G259700",0.069024,1.5193,0,NA,NA,NA,0.069024,4613,4613,FALSE,FALSE,FALSE,0,1.73414747325005
"SORBI_3010G145300",0.069028,1.1851,0,NA,NA,NA,0.069028,4614,4614,FALSE,FALSE,FALSE,0,1.73395920209643
"SORBI_3007G127400",0.069042,1.2267,0,NA,NA,NA,0.069042,4615,4615,FALSE,FALSE,FALSE,0,1.73377097174272
"SORBI_3004G300200",0.069047,1.9264,0,NA,NA,NA,0.069047,4616,4616,FALSE,FALSE,FALSE,0,1.73358278217123
"SORBI_3004G256300",0.069062,1.4346,0,NA,NA,NA,0.069062,4617,4617,FALSE,FALSE,FALSE,0,1.7333946333643
"SORBI_3001G318500",0.06927,1.4947,0,NA,NA,NA,0.06927,4618,4618,FALSE,FALSE,FALSE,0,1.73320652530426
"SORBI_3006G021700",0.06929,1.6261,0,NA,NA,NA,0.06929,4619,4619,FALSE,FALSE,FALSE,0,1.73301845797349
"SORBI_3002G256500",0.069293,1.1731,0,NA,NA,NA,0.069293,4620,4620,FALSE,FALSE,FALSE,0,1.73283043135433
"SORBI_3006G080600",0.069297,1.158,0,NA,NA,NA,0.069297,4621,4621,FALSE,FALSE,FALSE,0,1.73264244542917
"SORBI_3002G268450",0.069305,1.1072,0,NA,NA,NA,0.069305,4622,4622,FALSE,FALSE,FALSE,0,1.7324545001804
"SORBI_3001G127100",0.069359,1.2093,0,NA,NA,NA,0.069359,4623,4623,FALSE,FALSE,FALSE,0,1.73226659559042
"SORBI_3001G377800",0.069405,1.4942,0,NA,NA,NA,0.069405,4625,4625,FALSE,FALSE,FALSE,0,1.73189090831648
"SORBI_3004G091300",0.069462,1.3452,0,NA,NA,NA,0.069462,4626,4626,FALSE,FALSE,FALSE,0,1.73170312559738
"SORBI_3004G258450",0.069472,1.6709,0,NA,NA,NA,0.069472,4627,4627,FALSE,FALSE,FALSE,0,1.73151538346678
"SORBI_3001G089300",0.069476,1.1867,0,NA,NA,NA,0.069476,4628,4628,FALSE,FALSE,FALSE,0,1.73132768190715
"SORBI_3007G226700",0.069489,1.0884,0,NA,NA,NA,0.069489,4629,4629,FALSE,FALSE,FALSE,0,1.73114002090096
"SORBI_3010G062200",0.069555,1.1816,0,NA,NA,NA,0.069555,4630,4630,FALSE,FALSE,FALSE,0,1.73095240043067
"SORBI_3002G095900",0.069582,1.5057,0,NA,NA,NA,0.069582,4631,4631,FALSE,FALSE,FALSE,0,1.73076482047879
"SORBI_3003G344700",0.069607,1.8549,0,NA,NA,NA,0.069607,4632,4632,FALSE,FALSE,FALSE,0,1.73057728102782
"SORBI_3008G179400",0.069624,1.0391,0,NA,NA,NA,0.069624,4633,4633,FALSE,FALSE,FALSE,0,1.73038978206027
"SORBI_3008G038000",0.069636,1.061,0,NA,NA,NA,0.069636,4634,4634,FALSE,FALSE,FALSE,0,1.73020232355866
"SORBI_3004G081000",0.069711,1.4906,0,NA,NA,NA,0.069711,4635,4635,FALSE,FALSE,FALSE,0,1.73001490550555
"SORBI_3005G126701",0.069751,0.99816,0,NA,NA,NA,0.069751,4636,4636,FALSE,FALSE,FALSE,0,1.72982752788346
"SORBI_3001G117100",0.069752,1.7597,0,NA,NA,NA,0.069752,4637,4637,FALSE,FALSE,FALSE,0,1.72964019067497
"SORBI_3007G116400",0.069783,0.76945,0,NA,NA,NA,0.069783,4638,4638,FALSE,FALSE,FALSE,0,1.72945289386264
"SORBI_3007G212200",0.069832,2.0707,0,NA,NA,NA,0.069832,4639,4639,FALSE,FALSE,FALSE,0,1.72926563742906
"SORBI_3004G111300",0.06985,1.2635,0,NA,NA,NA,0.06985,4640,4640,FALSE,FALSE,FALSE,0,1.72907842135682
"SORBI_3008G022100",0.43309,-0.45007,2,7.30548330785078e-12,25,"PWY-7185; PWY-5687",0.43309,16727,16727,FALSE,FALSE,TRUE,1,1.72891337337791
