pathway_id	pathway_name	n_genes	gene_names	gene_pvals	magma_pvalue
PWY-5863	superpathway of phylloquinol biosynthesis	8	Zm00001eb107690;Zm00001eb186980;Zm00001eb250080;Zm00001eb297120;Zm00001eb325560;Zm00001eb333900;Zm00001eb342550;Zm00001eb361070	9.0355e-01;4.3509e-01;1.9831e-01;1.6313e-02;2.2849e-02;9.5313e-02;8.6717e-01;3.7629e-01	0.20595
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	8	Zm00001eb107690;Zm00001eb186980;Zm00001eb250080;Zm00001eb297120;Zm00001eb325560;Zm00001eb333900;Zm00001eb342550;Zm00001eb361070	9.0355e-01;4.3509e-01;1.9831e-01;1.6313e-02;2.2849e-02;9.5313e-02;8.6717e-01;3.7629e-01	0.20595
PWY-4541	lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)	12	Zm00001eb049690;Zm00001eb067500;Zm00001eb076370;Zm00001eb221960;Zm00001eb242280;Zm00001eb277740;Zm00001eb277760;Zm00001eb283920;Zm00001eb287040;Zm00001eb337080;Zm00001eb396850;Zm00001eb432760	4.9307e-01;3.9722e-01;7.4657e-01;3.6628e-01;2.0628e-01;2.2782e-02;2.2782e-02;9.3245e-01;4.2027e-01;9.2499e-01;7.4377e-01;5.9727e-01	0.21555
PWY-7253	apigeninidin 5-<i>O</i>-glucoside biosynthesis	24	Zm00001eb006790;Zm00001eb105610;Zm00001eb105630;Zm00001eb117550;Zm00001eb153990;Zm00001eb154000;Zm00001eb159020;Zm00001eb208590;Zm00001eb237550;Zm00001eb259680;Zm00001eb291330;Zm00001eb293440;Zm00001eb293450;Zm00001eb293460;Zm00001eb305310;Zm00001eb322190;Zm00001eb322210;Zm00001eb323960;Zm00001eb323970;Zm00001eb350960;Zm00001eb353640;Zm00001eb371290;Zm00001eb371300;Zm00001eb394980	7.5995e-01;4.4764e-01;4.4764e-01;8.8695e-01;1.6291e-01;2.5377e-02;9.3148e-01;7.2336e-01;3.7464e-01;2.0606e-01;8.6265e-01;2.3676e-01;4.4724e-01;4.4724e-01;7.6277e-01;3.0962e-01;3.0962e-01;7.6663e-01;4.9147e-01;1.2360e-01;2.5707e-01;6.3895e-01;7.9707e-01;6.8242e-01	0.2239
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	18	Zm00001eb001050;Zm00001eb012270;Zm00001eb027880;Zm00001eb037350;Zm00001eb054100;Zm00001eb063350;Zm00001eb077890;Zm00001eb096060;Zm00001eb117640;Zm00001eb123990;Zm00001eb135500;Zm00001eb220220;Zm00001eb239610;Zm00001eb244850;Zm00001eb328560;Zm00001eb342820;Zm00001eb362210;Zm00001eb397730	5.3815e-01;3.6426e-02;4.9597e-01;5.2404e-01;1.9488e-02;6.1858e-01;1.1417e-01;1.1751e-02;2.0801e-01;7.5263e-01;2.7102e-01;3.3054e-01;9.3419e-01;6.0127e-01;5.9439e-01;5.7150e-01;6.4443e-02;7.4669e-01	0.22586
CITRULBIO-PWY	L-citrulline biosynthesis	71	Zm00001eb001310;Zm00001eb001330;Zm00001eb011150;Zm00001eb011670;Zm00001eb013430;Zm00001eb021930;Zm00001eb022980;Zm00001eb029510;Zm00001eb036060;Zm00001eb036070;Zm00001eb050460;Zm00001eb055320;Zm00001eb063220;Zm00001eb063460;Zm00001eb066090;Zm00001eb068770;Zm00001eb080510;Zm00001eb081410;Zm00001eb087630;Zm00001eb103520;Zm00001eb103530;Zm00001eb118250;Zm00001eb126200;Zm00001eb137100;Zm00001eb156610;Zm00001eb158100;Zm00001eb160030;Zm00001eb162140;Zm00001eb163240;Zm00001eb179950;Zm00001eb182150;Zm00001eb188330;Zm00001eb188530;Zm00001eb197630;Zm00001eb197940;Zm00001eb208970;Zm00001eb211420;Zm00001eb216710;Zm00001eb218450;Zm00001eb232460;Zm00001eb252020;Zm00001eb252240;Zm00001eb255250;Zm00001eb257230;Zm00001eb272970;Zm00001eb279170;Zm00001eb289500;Zm00001eb295210;Zm00001eb295220;Zm00001eb296480;Zm00001eb298350;Zm00001eb321360;Zm00001eb329710;Zm00001eb329810;Zm00001eb329820;Zm00001eb344260;Zm00001eb347680;Zm00001eb349970;Zm00001eb349980;Zm00001eb356970;Zm00001eb358270;Zm00001eb359410;Zm00001eb360480;Zm00001eb367740;Zm00001eb380080;Zm00001eb391720;Zm00001eb396990;Zm00001eb403320;Zm00001eb418690;Zm00001eb419090;Zm00001eb434370	9.6187e-01;9.7516e-01;7.5353e-01;1.3777e-01;9.4597e-01;1.0471e-01;6.5830e-01;4.5548e-01;7.4674e-01;7.4674e-01;3.9421e-01;2.1713e-01;8.6276e-01;5.1328e-01;1.8666e-01;5.4282e-01;2.1593e-01;1.7476e-01;5.1465e-01;3.1399e-01;3.1399e-01;2.8564e-01;7.1529e-01;7.1053e-01;8.5844e-01;5.6673e-01;6.7790e-01;1.3359e-01;2.8516e-01;2.9287e-01;1.3466e-01;1.8173e-01;2.2884e-01;2.2440e-01;4.5437e-01;9.7819e-01;4.0877e-01;5.8354e-01;7.2804e-01;5.9171e-01;8.4249e-01;4.0565e-01;5.3106e-01;9.7611e-01;5.9840e-01;5.6039e-01;2.2337e-01;6.8741e-01;6.8741e-01;7.8894e-01;4.8267e-01;1.0848e-01;2.9135e-01;8.9570e-02;8.9570e-02;1.7939e-01;1.7790e-01;3.4968e-02;1.8986e-02;5.0185e-02;6.8485e-01;7.7362e-02;6.1735e-01;5.3031e-02;3.1214e-02;8.1318e-01;7.2709e-01;7.1591e-01;4.3348e-01;3.5619e-01;8.6624e-01	0.22636
PWY-7458	violdelphin biosynthesis	6	Zm00001eb081590;Zm00001eb096780;Zm00001eb098370;Zm00001eb225050;Zm00001eb306210;Zm00001eb423440	7.7121e-01;8.7337e-02;5.3885e-01;9.4427e-01;9.0709e-02;1.7595e-02	0.23312
PWY-7464	cyanidin 3,7-diglucoside polyacylation biosynthesis	6	Zm00001eb081590;Zm00001eb096780;Zm00001eb098370;Zm00001eb225050;Zm00001eb306210;Zm00001eb423440	7.7121e-01;8.7337e-02;5.3885e-01;9.4427e-01;9.0709e-02;1.7595e-02	0.23312
PWY-6144	CMP-<i>N</i>-glycoloylneuraminate biosynthesis	2	Zm00001eb077040;Zm00001eb106560	3.5600e-01;4.5117e-02	0.23731
PWY-7985	oxalate degradation VI	12	Zm00001eb017500;Zm00001eb045840;Zm00001eb053990;Zm00001eb109380;Zm00001eb155110;Zm00001eb208450;Zm00001eb222940;Zm00001eb336870;Zm00001eb358390;Zm00001eb365520;Zm00001eb381790;Zm00001eb382240	7.3910e-01;9.5793e-01;2.7053e-01;3.8553e-02;7.1750e-01;9.4962e-01;1.0693e-01;5.3006e-01;6.2040e-01;7.6224e-01;6.9817e-01;2.4972e-01	0.24252
PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	21	Zm00001eb008360;Zm00001eb024800;Zm00001eb025670;Zm00001eb027730;Zm00001eb055860;Zm00001eb056490;Zm00001eb067500;Zm00001eb095940;Zm00001eb223960;Zm00001eb240900;Zm00001eb276490;Zm00001eb277720;Zm00001eb283240;Zm00001eb283250;Zm00001eb283940;Zm00001eb321190;Zm00001eb373440;Zm00001eb378070;Zm00001eb399350;Zm00001eb401220;Zm00001eb432760	5.9994e-01;2.2750e-01;3.4281e-01;5.5224e-01;1.8754e-01;1.2360e-02;3.9722e-01;8.1483e-01;6.2466e-01;5.9660e-01;6.3257e-01;2.2782e-02;4.1157e-01;4.1157e-01;9.3245e-01;2.0480e-01;4.0378e-01;3.6706e-01;8.2384e-01;3.6097e-01;5.9727e-01	0.24759
PWY-6124	inosine-5'-phosphate biosynthesis II	10	Zm00001eb015040;Zm00001eb070920;Zm00001eb113520;Zm00001eb120570;Zm00001eb226100;Zm00001eb284720;Zm00001eb284760;Zm00001eb297360;Zm00001eb319880;Zm00001eb413740	4.1337e-01;8.7481e-02;2.2992e-01;4.7974e-01;2.3772e-02;2.4156e-01;8.1669e-01;8.9760e-01;2.0913e-01;3.8907e-01	0.25023
PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	10	Zm00001eb015820;Zm00001eb064970;Zm00001eb079790;Zm00001eb111610;Zm00001eb122500;Zm00001eb145600;Zm00001eb195520;Zm00001eb219040;Zm00001eb283020;Zm00001eb366090	5.9847e-01;6.7397e-01;3.0806e-02;4.4320e-01;7.6064e-01;7.6371e-01;7.5915e-01;3.8292e-01;3.8162e-02;8.5117e-02	0.26184
PWY-6745	phytochelatins biosynthesis	4	Zm00001eb080950;Zm00001eb245090;Zm00001eb335970;Zm00001eb338260	6.0732e-01;4.6361e-01;2.2887e-01;5.3779e-01	0.26352
PWY-2261	ascorbate glutathione cycle	30	Zm00001eb013080;Zm00001eb028900;Zm00001eb035440;Zm00001eb055480;Zm00001eb071800;Zm00001eb082560;Zm00001eb094310;Zm00001eb097680;Zm00001eb102190;Zm00001eb112040;Zm00001eb121020;Zm00001eb163210;Zm00001eb165750;Zm00001eb202790;Zm00001eb243590;Zm00001eb266260;Zm00001eb279790;Zm00001eb284170;Zm00001eb294460;Zm00001eb315550;Zm00001eb337720;Zm00001eb354400;Zm00001eb355540;Zm00001eb355550;Zm00001eb394040;Zm00001eb397180;Zm00001eb408280;Zm00001eb410500;Zm00001eb413440;Zm00001eb419790	4.8166e-01;7.1235e-01;4.3942e-01;4.9531e-01;5.7972e-01;2.8802e-01;7.4460e-01;5.7679e-02;5.7615e-01;8.7776e-01;9.4869e-01;5.6012e-01;6.2108e-02;7.7157e-02;2.7774e-01;4.2718e-01;4.6352e-01;7.6020e-01;1.5734e-01;1.4935e-01;7.9809e-01;1.6619e-01;5.9524e-02;5.9524e-02;6.8549e-01;5.5514e-01;6.3504e-01;9.2477e-01;2.1828e-01;1.3099e-01	0.26587
PWY-3781	aerobic respiration I (cytochrome c)	313	Zm00001eb001400;Zm00001eb002320;Zm00001eb002930;Zm00001eb003330;Zm00001eb003340;Zm00001eb005350;Zm00001eb006340;Zm00001eb008370;Zm00001eb008490;Zm00001eb010330;Zm00001eb010650;Zm00001eb012150;Zm00001eb012970;Zm00001eb015010;Zm00001eb015140;Zm00001eb017160;Zm00001eb018220;Zm00001eb019320;Zm00001eb020380;Zm00001eb022250;Zm00001eb024070;Zm00001eb024750;Zm00001eb025210;Zm00001eb025240;Zm00001eb026270;Zm00001eb030480;Zm00001eb032320;Zm00001eb034850;Zm00001eb035240;Zm00001eb035760;Zm00001eb037450;Zm00001eb039390;Zm00001eb039620;Zm00001eb039670;Zm00001eb040430;Zm00001eb041380;Zm00001eb041720;Zm00001eb044740;Zm00001eb051000;Zm00001eb051590;Zm00001eb052140;Zm00001eb052880;Zm00001eb053240;Zm00001eb053260;Zm00001eb054890;Zm00001eb055050;Zm00001eb056880;Zm00001eb059090;Zm00001eb059190;Zm00001eb061240;Zm00001eb064660;Zm00001eb064700;Zm00001eb065320;Zm00001eb066310;Zm00001eb068230;Zm00001eb071750;Zm00001eb071910;Zm00001eb072800;Zm00001eb076040;Zm00001eb076830;Zm00001eb077530;Zm00001eb077560;Zm00001eb077800;Zm00001eb077810;Zm00001eb083670;Zm00001eb083880;Zm00001eb084760;Zm00001eb084830;Zm00001eb089000;Zm00001eb091520;Zm00001eb094630;Zm00001eb095460;Zm00001eb096090;Zm00001eb097140;Zm00001eb097190;Zm00001eb100150;Zm00001eb102230;Zm00001eb102980;Zm00001eb105410;Zm00001eb108030;Zm00001eb110010;Zm00001eb110430;Zm00001eb110890;Zm00001eb114380;Zm00001eb114390;Zm00001eb114710;Zm00001eb114840;Zm00001eb116480;Zm00001eb117060;Zm00001eb117970;Zm00001eb120840;Zm00001eb121370;Zm00001eb123290;Zm00001eb124470;Zm00001eb129380;Zm00001eb129580;Zm00001eb134810;Zm00001eb135310;Zm00001eb135860;Zm00001eb138240;Zm00001eb140090;Zm00001eb140440;Zm00001eb140660;Zm00001eb140740;Zm00001eb143560;Zm00001eb145540;Zm00001eb149620;Zm00001eb149700;Zm00001eb149920;Zm00001eb151060;Zm00001eb152880;Zm00001eb153890;Zm00001eb154640;Zm00001eb154870;Zm00001eb159630;Zm00001eb160750;Zm00001eb160780;Zm00001eb160990;Zm00001eb161900;Zm00001eb162670;Zm00001eb162760;Zm00001eb165250;Zm00001eb169040;Zm00001eb169670;Zm00001eb169740;Zm00001eb170200;Zm00001eb173490;Zm00001eb175570;Zm00001eb176210;Zm00001eb177750;Zm00001eb179550;Zm00001eb183560;Zm00001eb185500;Zm00001eb187490;Zm00001eb187520;Zm00001eb187950;Zm00001eb188450;Zm00001eb190450;Zm00001eb193500;Zm00001eb195620;Zm00001eb195840;Zm00001eb199070;Zm00001eb202110;Zm00001eb207310;Zm00001eb210420;Zm00001eb210970;Zm00001eb211680;Zm00001eb213020;Zm00001eb213580;Zm00001eb213750;Zm00001eb216210;Zm00001eb216830;Zm00001eb220980;Zm00001eb221180;Zm00001eb221840;Zm00001eb223430;Zm00001eb224900;Zm00001eb224990;Zm00001eb225250;Zm00001eb226290;Zm00001eb226830;Zm00001eb226970;Zm00001eb227360;Zm00001eb227540;Zm00001eb229330;Zm00001eb231080;Zm00001eb232880;Zm00001eb240180;Zm00001eb240930;Zm00001eb241770;Zm00001eb242100;Zm00001eb242680;Zm00001eb242800;Zm00001eb243540;Zm00001eb243740;Zm00001eb243850;Zm00001eb247440;Zm00001eb249870;Zm00001eb250660;Zm00001eb251420;Zm00001eb253220;Zm00001eb253570;Zm00001eb254360;Zm00001eb258710;Zm00001eb258880;Zm00001eb258980;Zm00001eb259440;Zm00001eb260040;Zm00001eb260770;Zm00001eb261270;Zm00001eb264840;Zm00001eb266810;Zm00001eb268800;Zm00001eb276220;Zm00001eb276940;Zm00001eb277960;Zm00001eb278240;Zm00001eb279350;Zm00001eb279920;Zm00001eb280270;Zm00001eb281640;Zm00001eb284850;Zm00001eb285330;Zm00001eb287910;Zm00001eb288260;Zm00001eb290200;Zm00001eb290920;Zm00001eb292370;Zm00001eb293000;Zm00001eb293520;Zm00001eb293540;Zm00001eb293980;Zm00001eb296450;Zm00001eb296600;Zm00001eb297450;Zm00001eb297580;Zm00001eb298470;Zm00001eb299550;Zm00001eb300690;Zm00001eb303920;Zm00001eb305370;Zm00001eb305620;Zm00001eb306130;Zm00001eb306710;Zm00001eb308640;Zm00001eb308960;Zm00001eb309720;Zm00001eb309960;Zm00001eb312400;Zm00001eb312530;Zm00001eb315360;Zm00001eb315860;Zm00001eb316210;Zm00001eb316630;Zm00001eb317070;Zm00001eb321910;Zm00001eb325880;Zm00001eb326090;Zm00001eb327600;Zm00001eb328240;Zm00001eb328630;Zm00001eb329150;Zm00001eb329260;Zm00001eb329270;Zm00001eb329770;Zm00001eb330270;Zm00001eb332510;Zm00001eb333280;Zm00001eb333410;Zm00001eb336860;Zm00001eb344620;Zm00001eb345080;Zm00001eb345230;Zm00001eb348250;Zm00001eb349000;Zm00001eb353160;Zm00001eb357910;Zm00001eb358050;Zm00001eb359350;Zm00001eb361310;Zm00001eb361610;Zm00001eb362360;Zm00001eb362760;Zm00001eb363330;Zm00001eb364980;Zm00001eb368480;Zm00001eb369670;Zm00001eb370280;Zm00001eb370910;Zm00001eb372370;Zm00001eb372540;Zm00001eb372990;Zm00001eb374510;Zm00001eb374520;Zm00001eb375150;Zm00001eb377380;Zm00001eb378710;Zm00001eb387760;Zm00001eb388320;Zm00001eb390310;Zm00001eb392200;Zm00001eb394340;Zm00001eb395850;Zm00001eb396480;Zm00001eb399230;Zm00001eb400330;Zm00001eb401250;Zm00001eb401590;Zm00001eb402420;Zm00001eb403530;Zm00001eb404930;Zm00001eb405990;Zm00001eb406960;Zm00001eb411060;Zm00001eb413360;Zm00001eb416000;Zm00001eb417050;Zm00001eb418010;Zm00001eb420510;Zm00001eb421460;Zm00001eb422180;Zm00001eb422230;Zm00001eb422810;Zm00001eb422990;Zm00001eb423020;Zm00001eb424400;Zm00001eb424590;Zm00001eb424980;Zm00001eb426720;Zm00001eb431340;Zm00001eb433270;Zm00001eb433480;Zm00001eb434250	7.8756e-01;1.1114e-01;7.3162e-01;1.2576e-01;1.3499e-01;9.4321e-01;4.4526e-01;4.8888e-01;8.7147e-01;5.4240e-01;1.8780e-01;1.6417e-01;6.8854e-01;5.9734e-01;5.7174e-01;9.2558e-01;7.2362e-01;7.3405e-01;4.1724e-01;3.1839e-01;8.3442e-01;1.0788e-01;1.8706e-01;5.4106e-01;3.2229e-01;9.6868e-01;7.9808e-01;3.9327e-01;6.8816e-01;4.6503e-01;6.0656e-01;1.4903e-01;9.0901e-02;8.4106e-01;4.1324e-01;2.6546e-02;6.4396e-02;5.2459e-01;1.4857e-01;8.7091e-01;1.0792e-02;5.0973e-01;8.3607e-01;4.4025e-01;9.2744e-01;8.1513e-01;6.8157e-01;3.4046e-01;3.0017e-02;5.9952e-01;4.6623e-01;3.5532e-01;8.7229e-03;3.4264e-02;1.4976e-03;3.3648e-01;9.4778e-01;6.6842e-01;2.8105e-02;4.4060e-01;9.9043e-01;7.7076e-01;6.9841e-01;6.9841e-01;2.3442e-01;6.8031e-01;3.9038e-02;5.7502e-01;3.7880e-03;4.9755e-02;2.4076e-01;2.1103e-01;8.4295e-02;5.2735e-01;1.9914e-01;5.2202e-01;1.1854e-01;6.2253e-01;3.4808e-01;2.2842e-02;7.4171e-01;6.6229e-01;4.8444e-01;8.9998e-02;1.3361e-01;3.5579e-01;3.1992e-01;4.1468e-01;6.3660e-01;5.7733e-01;3.4905e-01;5.5281e-01;5.5565e-01;6.6511e-01;2.3755e-01;6.5713e-01;4.0964e-01;8.1555e-01;1.4050e-01;4.3866e-01;8.9791e-01;3.7096e-01;7.4207e-01;6.6223e-01;4.9531e-01;5.4980e-01;2.8836e-01;1.0254e-01;8.4628e-01;7.9208e-01;1.7581e-01;7.7378e-01;5.8002e-01;1.7229e-01;3.0274e-01;7.5364e-01;8.1571e-01;1.7946e-01;9.7060e-01;7.4418e-01;3.8056e-01;5.0293e-01;1.0457e-01;4.0805e-01;2.3009e-01;6.3969e-01;1.7262e-01;4.2531e-01;1.7340e-02;3.4175e-01;1.5619e-01;1.6310e-01;4.8546e-01;4.5550e-01;2.2843e-01;2.3456e-01;5.3770e-01;5.5045e-01;2.3124e-01;2.4044e-01;3.9552e-01;4.8229e-02;6.6884e-01;1.4842e-01;5.1850e-02;3.7409e-01;2.8918e-01;3.4039e-02;1.5971e-01;9.3577e-02;6.7920e-01;7.6768e-01;2.5631e-02;5.1698e-01;8.6942e-01;5.1464e-01;6.8874e-01;3.6395e-01;5.4216e-01;7.5278e-01;1.3246e-01;8.1944e-01;9.3312e-01;7.6204e-01;2.3593e-01;8.6606e-01;3.1245e-01;1.7988e-01;6.1523e-03;1.4498e-01;4.3648e-01;8.8078e-01;4.5082e-01;4.0810e-01;1.1729e-01;5.3096e-01;8.5513e-01;6.0911e-01;2.3960e-01;3.1337e-01;6.8279e-01;4.8483e-01;8.6845e-01;5.1819e-01;5.1417e-01;8.3106e-02;7.8812e-01;2.7395e-01;7.6088e-01;8.4815e-01;1.0645e-01;7.7089e-01;6.9343e-01;9.5148e-02;2.4202e-01;6.8545e-01;2.6852e-01;9.8023e-01;8.5535e-01;9.0418e-01;3.1310e-01;9.5123e-01;6.6746e-01;6.8210e-01;5.8321e-01;1.3464e-01;8.1687e-01;7.4010e-01;3.4758e-01;3.1036e-01;2.3947e-01;2.7671e-01;4.8044e-01;7.7474e-02;7.2824e-01;2.2316e-01;3.2672e-01;9.6456e-02;2.9633e-01;6.2700e-01;5.4572e-01;1.3563e-01;6.8411e-01;6.6536e-01;4.0929e-01;8.3638e-01;1.9398e-01;3.4763e-01;7.4295e-01;1.2059e-01;9.4555e-01;6.0449e-01;1.2634e-01;8.9379e-01;4.8639e-01;7.6121e-01;1.0479e-01;4.6260e-01;9.0329e-01;8.7690e-02;7.6506e-02;9.6575e-01;5.0690e-02;8.0604e-01;6.8932e-01;7.3980e-01;4.5675e-01;3.9365e-01;2.1137e-01;5.2644e-01;3.4760e-02;3.1349e-02;3.4349e-02;7.7986e-01;4.2897e-01;1.6056e-01;6.4041e-01;3.5704e-01;7.7685e-01;8.4353e-03;8.3017e-02;7.4251e-01;7.0734e-01;3.5081e-01;7.6107e-01;6.9013e-01;9.7990e-01;4.8289e-01;4.7364e-01;3.7002e-01;1.1591e-01;4.3506e-01;4.4841e-01;4.4841e-01;8.4001e-01;9.3945e-01;6.6694e-01;5.0859e-01;8.2662e-01;8.1689e-01;3.5448e-01;6.2426e-01;8.6327e-01;9.3752e-01;6.3547e-01;6.9556e-01;3.9998e-01;2.4403e-01;5.4905e-01;6.9544e-01;1.7173e-01;9.9520e-01;6.9972e-02;8.7451e-02;9.9612e-01;6.6911e-01;4.3819e-01;6.3773e-02;7.3050e-01;8.1563e-01;5.3731e-01;4.3041e-01;6.2717e-01;8.7371e-01;7.1723e-01;6.4874e-01;8.9814e-01;6.0147e-01;4.6957e-01;3.4881e-01;3.3622e-01;6.0346e-01;3.7471e-02	0.26729
PWY-2582	brassinolide biosynthesis II	9	Zm00001eb002360;Zm00001eb009730;Zm00001eb052660;Zm00001eb080110;Zm00001eb093140;Zm00001eb120890;Zm00001eb196530;Zm00001eb284090;Zm00001eb424320	1.7927e-01;9.2016e-01;2.1392e-01;5.5440e-01;8.2187e-01;3.6644e-01;8.0903e-02;2.0766e-01;1.9576e-01	0.26806
PWY-699	brassinolide biosynthesis I	9	Zm00001eb002360;Zm00001eb009730;Zm00001eb052660;Zm00001eb080110;Zm00001eb093140;Zm00001eb120890;Zm00001eb196530;Zm00001eb284090;Zm00001eb424320	1.7927e-01;9.2016e-01;2.1392e-01;5.5440e-01;8.2187e-01;3.6644e-01;8.0903e-02;2.0766e-01;1.9576e-01	0.26806
MANNOSYL-CHITO-DOLICHOL-BIOS...	MANNOSYL-CHITO-DOLICHOL-BIOS...	0			0.27089
PWY-5147	oleate biosynthesis I (plants)	41	Zm00001eb023370;Zm00001eb023380;Zm00001eb025490;Zm00001eb026580;Zm00001eb083110;Zm00001eb085820;Zm00001eb093590;Zm00001eb094620;Zm00001eb102360;Zm00001eb119050;Zm00001eb143300;Zm00001eb152410;Zm00001eb153400;Zm00001eb156650;Zm00001eb156790;Zm00001eb158030;Zm00001eb195860;Zm00001eb196590;Zm00001eb200870;Zm00001eb201940;Zm00001eb225510;Zm00001eb270390;Zm00001eb277000;Zm00001eb301690;Zm00001eb317680;Zm00001eb317790;Zm00001eb358530;Zm00001eb364580;Zm00001eb366200;Zm00001eb376490;Zm00001eb377350;Zm00001eb385960;Zm00001eb393760;Zm00001eb404990;Zm00001eb405090;Zm00001eb407800;Zm00001eb413570;Zm00001eb417150;Zm00001eb420640;Zm00001eb433280;Zm00001eb434030	8.2485e-03;8.2485e-03;2.7897e-01;2.3344e-01;3.3113e-01;7.6376e-01;9.4213e-01;6.5341e-01;2.8145e-01;3.2032e-01;4.5124e-01;6.8780e-01;6.7570e-01;4.3987e-01;3.9238e-01;7.1151e-02;6.3234e-01;2.1405e-02;4.6186e-03;2.6156e-01;7.8591e-01;9.1389e-01;3.9078e-01;3.3264e-01;6.2248e-01;1.7357e-01;5.3825e-01;9.1789e-01;1.0226e-01;8.6418e-01;9.3945e-01;7.4897e-01;2.6277e-01;2.2089e-01;1.0990e-01;3.0507e-01;1.2085e-01;8.6870e-01;3.0559e-01;3.5438e-01;3.9254e-02	0.27255
PWY-5139	pelargonidin conjugates biosynthesis	3	Zm00001eb196550;Zm00001eb270530;Zm00001eb386000	3.8760e-01;4.7501e-01;4.8253e-01	0.28017
PWY-5268	salvianin biosynthesis	3	Zm00001eb196550;Zm00001eb270530;Zm00001eb386000	3.8760e-01;4.7501e-01;4.8253e-01	0.28017
PWY-5027	phylloquinol biosynthesis	7	Zm00001eb006830;Zm00001eb091660;Zm00001eb129540;Zm00001eb323980;Zm00001eb373110;Zm00001eb391950;Zm00001eb426240	4.4739e-01;6.5778e-01;8.9091e-01;4.9147e-01;8.1591e-02;3.8200e-01;8.9996e-01	0.2842
PWY-6275	&beta;-caryophyllene biosynthesis	9	Zm00001eb016730;Zm00001eb017120;Zm00001eb020070;Zm00001eb041770;Zm00001eb089360;Zm00001eb278400;Zm00001eb394330;Zm00001eb414190;Zm00001eb416710	3.8713e-01;4.2293e-01;3.8531e-01;1.5568e-01;9.6077e-01;5.8062e-01;2.7323e-01;8.1286e-02;2.7590e-01	0.28847
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	5	Zm00001eb130870;Zm00001eb332180;Zm00001eb340450;Zm00001eb354640;Zm00001eb417370	7.5867e-01;3.5693e-01;3.0642e-01;3.1282e-02;5.9012e-01	0.29313
PWY-6922	L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis	9	Zm00001eb004140;Zm00001eb022980;Zm00001eb050460;Zm00001eb289500;Zm00001eb347680;Zm00001eb367740;Zm00001eb391720;Zm00001eb403080;Zm00001eb418690	4.2761e-01;6.5830e-01;3.9421e-01;2.2337e-01;1.7790e-01;5.3031e-02;8.1318e-01;4.8354e-01;4.3348e-01	0.29498
PWY-2841	cytokinins degradation	2	Zm00001eb151670;Zm00001eb205180	1.9779e-01;4.5259e-01	0.29616
PWY-6348	phosphate acquisition	29	Zm00001eb010130;Zm00001eb010140;Zm00001eb015870;Zm00001eb039610;Zm00001eb048820;Zm00001eb053560;Zm00001eb085600;Zm00001eb151650;Zm00001eb154650;Zm00001eb201680;Zm00001eb202100;Zm00001eb244670;Zm00001eb270230;Zm00001eb277460;Zm00001eb283450;Zm00001eb283460;Zm00001eb297600;Zm00001eb330770;Zm00001eb346800;Zm00001eb350080;Zm00001eb357720;Zm00001eb361620;Zm00001eb377540;Zm00001eb382760;Zm00001eb387030;Zm00001eb406620;Zm00001eb406650;Zm00001eb410860;Zm00001eb421880	2.0477e-01;5.1407e-01;2.9439e-01;5.7149e-01;1.3740e-03;3.3682e-01;7.6988e-01;3.2721e-01;8.8018e-01;8.3769e-01;6.6884e-01;2.0985e-01;5.8756e-01;2.3758e-01;2.8569e-01;2.8569e-01;2.3757e-01;1.4364e-01;4.6340e-01;8.7053e-01;1.7905e-01;8.3017e-02;7.0059e-01;3.6582e-01;2.9602e-01;8.4800e-02;2.6614e-02;9.0195e-01;4.7886e-02	0.29812
PWY-5667	CDP-diacylglycerol biosynthesis I	29	Zm00001eb005110;Zm00001eb025080;Zm00001eb048150;Zm00001eb056370;Zm00001eb063420;Zm00001eb098040;Zm00001eb102970;Zm00001eb115270;Zm00001eb115970;Zm00001eb127520;Zm00001eb136910;Zm00001eb147550;Zm00001eb151440;Zm00001eb152600;Zm00001eb159140;Zm00001eb166180;Zm00001eb173160;Zm00001eb201720;Zm00001eb208740;Zm00001eb220920;Zm00001eb224960;Zm00001eb289580;Zm00001eb292040;Zm00001eb323170;Zm00001eb347840;Zm00001eb351250;Zm00001eb358940;Zm00001eb370580;Zm00001eb396350	4.2937e-01;2.8881e-01;2.5506e-01;9.5935e-01;3.5549e-01;9.7123e-01;6.2253e-01;6.6492e-01;3.4624e-01;3.0796e-01;9.0308e-01;3.6266e-01;4.4069e-01;5.5450e-02;4.8009e-01;4.3689e-02;2.0433e-02;7.7039e-01;4.9767e-01;3.3955e-01;1.3664e-01;1.2073e-02;6.3645e-01;2.8350e-01;7.1601e-03;8.7217e-01;8.3148e-01;4.8611e-01;3.4200e-01	0.3211
