candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,best_pathway_p,mean_pathway_mlog10p,pathways,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,score,evidence_class
87,SORBI_3009G238300,9,57620301,57642518,146,20,357,5.828,2.8041e-9,7.0816e-5,2.3224e-11,2.3224e-11,1.2136147815384616e-8,7.88849608e-7,65,1.3173760000000001e-12,366,90,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.31484162071666,GWAS + MAGMA
88,SORBI_3006G057733,6,40267211,40290277,378,5,357,5.021,2.5707e-7,0.41534,6.5871e-11,6.5871e-11,2.7968003212499996e-8,2.2374402569999998e-6,80,1.742632e-13,735,77,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.312140580207203,GWAS + MAGMA
89,SORBI_3009G229100,9,56975306,56996397,140,26,357,6.0674,6.5016e-10,5.9411e-7,7.2781e-10,7.2781e-10,2.548610543298969e-7,2.472152227e-5,97,3.263734e-15,301,1,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.276224920736759,GWAS + MAGMA
90,SORBI_3009G232000,9,57192945,57217627,181,21,357,6.94,1.9602e-12,4.3158e-10,1.2219e-10,1.2219e-10,4.882856152941176e-8,4.15042773e-6,85,1.338337e-13,400,68,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.2699363185647385,GWAS + MAGMA
91,SORBI_3009G220200,9,56351734,56375216,195,16,357,4.4064,5.2558e-6,1.3369e-5,1.563e-5,1.563e-5,0.0013898015968586389,0.53090421,382,8.898792e-10,715,241,1,9.99900009999e-5,4.000043427276863,PWY-5980,1,TRUE,TRUE,TRUE,3,5.26627944155308,All 3
92,SORBI_3009G224600,9,56660457,56684025,190,26,357,6.4024,7.6471e-11,3.7157e-7,5.7821e-11,5.7821e-11,2.5003151696202532e-8,1.964005907e-6,74,6.773765e-13,556,82,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.264499867743352,GWAS + MAGMA
93,SORBI_3009G225000,9,56684166,56706919,329,22,357,6.0825,5.9165e-10,1.0855e-5,3.815e-11,3.815e-11,1.8251282394366195e-8,1.29584105e-6,71,1.638796e-12,519,99,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.262248602016887,GWAS + MAGMA
94,SORBI_3009G224800,9,56678132,56701971,248,19,357,6.0497,7.2578e-10,1.1557e-4,4.3041e-11,4.3041e-11,2.030518954166667e-8,1.4619736470000002e-6,72,1.947195e-12,573,103,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.244282584823974,GWAS + MAGMA
95,SORBI_3009G231800,9,57178679,57204389,203,20,357,7.0902,6.6948e-13,1.6451e-9,2.7583e-11,2.7583e-11,1.4195632742424241e-8,9.36911761e-7,66,1.379147e-11,448,111,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.197910644209124,GWAS + MAGMA
96,SORBI_3009G224200,9,56628818,56649393,189,14,357,6.3204,1.3045e-10,8.7138e-9,1.2734e-10,1.2734e-10,5.0294857906976746e-8,4.32535778e-6,86,6.773765e-13,582,82,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.195924018320994,GWAS + MAGMA
97,SORBI_3009G232500,9,57229720,57250394,86,7,357,6.0851,5.8224e-10,1.1222e-8,3.6702e-10,3.6702e-10,1.369952564835165e-7,1.246656834e-5,91,1.338337e-13,223,68,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.174405505349581,GWAS + MAGMA
98,SORBI_3009G247200,9,58248253,58270963,274,15,357,6.5131,3.6808e-11,7.2188e-8,3.5164e-11,3.5164e-11,1.7063079828571428e-8,1.194415588e-6,69,1.758189e-11,450,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.166273789864473,GWAS + MAGMA
99,SORBI_3009G247300,9,58251832,58275060,294,18,357,6.648,1.4857e-11,2.5533e-8,3.5164e-11,3.5164e-11,1.7063079828571428e-8,1.194415588e-6,69,1.758189e-11,513,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.166273789864473,GWAS + MAGMA
100,SORBI_3009G239600,9,57737754,57760919,167,16,357,6.2531,2.0117e-10,1.1137e-6,3.1939e-11,3.1939e-11,1.595400019117647e-8,1.084872013e-6,67,3.193851e-11,334,132,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.148704271970949,GWAS + MAGMA
101,SORBI_3009G239700,9,57743538,57763792,106,15,357,6.5802,2.3496e-11,5.7272e-8,3.1939e-11,3.1939e-11,1.595400019117647e-8,1.084872013e-6,67,3.193851e-11,336,132,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.148704271970949,GWAS + MAGMA
102,SORBI_3009G225250,9,56708951,56729259,135,13,357,5.9816,1.1049e-9,6.1162e-7,1.4515e-10,1.4515e-10,5.6670230459770123e-8,4.930310050000001e-6,87,1.638796e-12,468,99,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.146184102441527,GWAS + MAGMA
103,SORBI_3009G246800,9,58229184,58253871,101,14,357,6.2887,1.6007e-10,2.4746e-7,5.1137e-11,5.1137e-11,2.379411615068493e-8,1.736970479e-6,73,1.758189e-11,338,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.133746394911928,GWAS + MAGMA
104,SORBI_3009G243500,9,57961301,57986036,126,16,357,6.4086,7.3439e-11,2.5835e-8,1.5594e-10,1.5594e-10,6.019106795454545e-8,5.29681398e-6,88,3.689787e-12,372,105,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.104708364382626,GWAS + MAGMA
105,SORBI_3009G247100,9,58242379,58265448,221,15,357,6.0757,6.1709e-10,1.8831e-6,8.3518e-11,8.3518e-11,3.502291241975309e-8,2.836855906e-6,81,1.758189e-11,469,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.091137426988631,GWAS + MAGMA
106,SORBI_3009G235100,9,57421364,57445521,89,11,357,6.3206,1.3024e-10,3.0598e-7,5.8152e-11,5.8152e-11,2.5003151696202532e-8,1.975248984e-6,75,5.815228e-11,227,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.0706303941343815,GWAS + MAGMA
107,SORBI_3009G235200,9,57425031,57450215,100,13,357,6.5316,3.2529e-11,1.867e-7,5.8152e-11,5.8152e-11,2.5003151696202532e-8,1.975248984e-6,75,5.815228e-11,220,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.0706303941343815,GWAS + MAGMA
108,SORBI_3009G235300,9,57430852,57456671,112,15,357,6.6083,1.9444e-11,1.1088e-7,5.8152e-11,5.8152e-11,2.5003151696202532e-8,1.975248984e-6,75,5.815228e-11,320,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.0706303941343815,GWAS + MAGMA
109,SORBI_3009G235400,9,57431778,57452085,101,14,357,6.5085,3.7953e-11,1.9748e-7,5.8152e-11,5.8152e-11,2.5003151696202532e-8,1.975248984e-6,75,5.815228e-11,227,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.0706303941343815,GWAS + MAGMA
110,SORBI_3009G235500,9,57433765,57455058,85,13,357,6.5002,4.0099e-11,1.7342e-7,5.8152e-11,5.8152e-11,2.5003151696202532e-8,1.975248984e-6,75,5.815228e-11,266,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.0706303941343815,GWAS + MAGMA
111,SORBI_3009G233100,9,57262692,57283552,111,14,357,6.037,7.8524e-10,3.6168e-6,1.1274e-10,1.1274e-10,4.6700482682926835e-8,3.82943958e-6,82,1.003976e-10,216,167,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.989412060788815,GWAS + MAGMA
112,SORBI_3009G243600,9,57970765,57993849,166,22,357,6.654,1.4264e-11,1.2599e-8,6.125e-10,6.125e-10,2.1899776315789472e-7,2.08047875e-5,95,3.689787e-12,373,105,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.985878651752244,GWAS + MAGMA
113,SORBI_3009G244800,9,58052916,58074055,96,13,357,5.939,1.4337e-9,1.1557e-6,1.1965e-10,1.1965e-10,4.838275654761904e-8,4.06415155e-6,83,1.196494e-10,250,180,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.9766264068981485,GWAS + MAGMA
114,SORBI_3009G244900,9,58054779,58079498,91,12,357,6.0872,5.7469e-10,4.7336e-7,1.1965e-10,1.1965e-10,4.838275654761904e-8,4.06415155e-6,83,1.196494e-10,297,180,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.9766264068981485,GWAS + MAGMA
115,SORBI_3009G232100,9,57202884,57225102,96,16,357,6.5787,2.3734e-11,6.565e-11,5.865e-9,5.865e-9,1.4174597730496453e-6,1.99216455e-4,140,1.338337e-13,337,68,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.93368984823556,GWAS + MAGMA
116,SORBI_3009G224700,9,56664026,56687144,182,24,357,6.106,5.1068e-10,2.8137e-6,9.809e-10,9.809e-10,3.203675990384615e-7,3.33182303e-5,104,4.924995e-12,563,110,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.932434473700669,GWAS + MAGMA
117,SORBI_3009G238200,9,57618850,57640763,123,18,357,5.0495,2.2147e-7,0.0010054,2.7101e-9,2.7101e-9,7.607765842975206e-7,9.20539667e-5,121,1.3173760000000001e-12,336,90,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.9014319620403075,GWAS + MAGMA
118,SORBI_3009G232700,9,57233373,57255946,57,9,357,5.0202,2.5804e-7,5.5394e-4,8.881e-9,8.881e-9,2.0804201862068965e-6,3.01660927e-4,145,1.338337e-13,231,68,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.897651077513613,GWAS + MAGMA
119,SORBI_3009G244700,9,58042518,58070857,107,12,357,5.8469,2.5045e-9,1.8361e-6,3.2568e-10,3.2568e-10,1.2291525066666667e-7,1.106237256e-5,90,1.196494e-10,288,180,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.889650729613772,GWAS + MAGMA
120,SORBI_3009G224500,9,56647463,56669100,283,26,357,6.0393,7.7376e-10,2.5175e-8,4.4296e-9,4.4296e-9,1.1311517970149254e-6,1.5046022319999998e-4,133,6.773765e-13,517,82,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.887644085325783,GWAS + MAGMA
121,SORBI_3009G239250,9,57690001,57710589,129,19,357,6.2131,2.5971e-10,2.6812e-7,8.4688e-10,8.4688e-10,2.876597296e-7,2.876597296e-5,100,1.966017e-11,328,120,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.8850768977881796,GWAS + MAGMA
122,SORBI_3009G234900,9,57408453,57432639,78,12,357,6.0055,9.5391e-10,2.3064e-8,5.515e-10,5.515e-10,1.9928511170212767e-7,1.87328005e-5,94,5.815228e-11,260,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.875234221948961,GWAS + MAGMA
123,SORBI_3006G057000,6,40210048,40243860,97,6,357,4.3323,7.3766e-6,0.12705,1.507e-8,1.507e-8,3.1212359146341464e-6,5.118826899999999e-4,164,9.38473e-14,358,58,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.867135171294687,GWAS + MAGMA
124,SORBI_3009G238800,9,57657737,57681319,75,13,357,6.0462,7.4162e-10,3.015e-8,4.178e-9,4.178e-9,1.0833139389312977e-6,1.4191412600000002e-4,131,1.3173760000000001e-12,359,90,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.863835338152525,GWAS + MAGMA
125,SORBI_3009G255300,9,58909834,58934289,179,10,357,5.6409,8.4588e-9,2.6442e-5,7.6972e-10,7.6972e-10,2.640917094949495e-7,2.614507924e-5,99,9.28985e-11,370,158,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.82593257559814,GWAS + MAGMA
126,SORBI_3009G231900,9,57185391,57208323,146,23,357,6.486,4.4085e-11,2.43e-9,2.0136e-9,2.0136e-9,6.052739044247788e-7,6.83959512e-5,113,1.379147e-11,406,111,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.825244303586002,GWAS + MAGMA
127,SORBI_3009G246700,9,58221144,58246699,102,16,357,5.9492,1.3471e-9,8.3384e-8,1.9786e-9,1.9786e-9,6.000634482142857e-7,6.72071062e-5,112,1.758189e-11,337,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.816221843192671,GWAS + MAGMA
128,SORBI_3009G233300,9,57289335,57311668,98,10,357,5.9945,1.0204e-9,4.5939e-8,9.2865e-10,9.2865e-10,3.092495544117647e-7,3.154345455e-5,102,1.003976e-10,225,167,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.806257254271932,GWAS + MAGMA
129,SORBI_3009G236800,9,57519958,57541904,124,14,357,5.177,1.1277e-7,8.0882e-4,4.4894e-10,4.4894e-10,1.6396930086021506e-7,1.524914498e-5,92,4.489437e-10,373,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.8043431514033745,GWAS + MAGMA
130,SORBI_3009G236950,9,57522432,57544320,138,15,357,5.1273,1.4696e-7,0.0020253,4.4894e-10,4.4894e-10,1.6396930086021506e-7,1.524914498e-5,92,4.489437e-10,384,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.8043431514033745,GWAS + MAGMA
131,SORBI_3009G234000,9,57313489,57333887,82,16,357,6.1001,5.3012e-10,2.9784e-7,1.3853e-9,1.3853e-9,4.3976154299065416e-7,4.70544851e-5,107,6.733422e-11,162,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.788867649794205,GWAS + MAGMA
132,SORBI_3009G239400,9,57706797,57727335,143,21,357,6.4181,6.8996e-11,2.2497e-9,2.8114e-9,2.8114e-9,7.76380681300813e-7,9.54948238e-5,123,1.966017e-11,300,120,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.7808567450182515,GWAS + MAGMA
133,SORBI_3009G233500,9,57297497,57320287,66,9,357,6.1808,3.1884e-10,3.7688e-9,1.753e-9,1.753e-9,5.462766146788992e-7,5.9544151000000004e-5,109,6.733422e-11,197,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.768420033419576,GWAS + MAGMA
134,SORBI_3009G235700,9,57453125,57478608,206,13,357,6.4714,4.8563e-11,2.1684e-7,7.4644e-10,7.4644e-10,2.5871762734693876e-7,2.5354327479999998e-5,98,3.732208e-10,346,191,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.7682044352142885,GWAS + MAGMA
135,SORBI_3009G246950,9,58237025,58261886,222,17,357,5.8026,3.2642e-9,4.8869e-7,3.9032e-9,3.9032e-9,1.0198461107692308e-6,1.3257999440000002e-4,130,1.758189e-11,412,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.7572092831201065,GWAS + MAGMA
136,SORBI_3009G246100,9,58157573,58179699,388,22,357,5.9475,1.3615e-9,1.5607e-6,6.5354e-10,6.5354e-10,2.3123742895833335e-7,2.219879318e-5,96,6.535403e-10,627,213,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.755418327930268,GWAS + MAGMA
137,SORBI_3009G236900,9,57522378,57543864,131,15,357,5.0704,1.9846e-7,0.0013712,9.4539e-10,9.4539e-10,3.1176759349514565e-7,3.211206213e-5,103,4.489437e-10,384,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.739658611013327,GWAS + MAGMA
138,SORBI_3009G255600,9,58930398,58959169,59,9,357,5.7908,3.5035e-9,9.6015e-8,2.09e-9,2.09e-9,6.227283333333334e-7,7.099103e-5,114,9.28985e-11,276,158,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.739169872613067,GWAS + MAGMA
139,SORBI_3009G234800,9,57400046,57425965,105,13,357,5.5899,1.1362e-8,7.6899e-7,2.8892e-9,2.8892e-9,7.914311e-7,9.81374564e-5,124,5.815228e-11,265,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.731387804066553,GWAS + MAGMA
140,SORBI_3009G219400,9,56286812,56310390,239,24,357,4.5288,2.9658e-6,0.068487,5.0097e-9,5.0097e-9,1.2604776288888889e-6,1.701644799e-4,135,2.104908e-11,546,127,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.72771434424226,GWAS + MAGMA
141,SORBI_3009G233800,9,57308186,57331926,89,16,357,6.4406,5.9493e-11,5.9933e-9,3.0338e-9,3.0338e-9,8.243926768e-7,1.030490846e-4,125,6.733422e-11,200,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.7207790272387244,GWAS + MAGMA
142,SORBI_3009G238850,9,57666021,57688816,99,9,357,5.2131,9.2853e-8,5.5176e-5,2.0551e-8,2.0551e-8,4.017476206896552e-6,6.98055817e-4,173,1.525785e-12,294,98,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.719084074047222,GWAS + MAGMA
143,SORBI_3009G220500,9,56374562,56400232,396,26,357,6.4355,6.1529e-11,4.4029e-9,8.8988e-10,8.8988e-10,2.9927281148514853e-7,3.022655396e-5,101,8.898792e-10,588,241,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.715200605201718,GWAS + MAGMA
144,SORBI_3009G245900,9,58149960,58171767,290,18,357,5.5251,1.6461e-8,2.2097e-5,1.3071e-9,1.3071e-9,4.228406257142857e-7,4.43982657e-5,105,6.535403e-10,677,213,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.695210999755151,GWAS + MAGMA
145,SORBI_3009G238100,9,57606677,57630928,121,21,357,4.9234,4.2518e-7,1.3164e-4,3.2751e-8,3.2751e-8,5.980931274193548e-6,0.001112453217,186,1.3173760000000001e-12,421,90,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.68498411227627,GWAS + MAGMA
146,SORBI_3009G231500,9,57128398,57150235,209,25,357,5.2208,8.9067e-8,1.04e-6,6.1673e-7,6.1673e-7,7.758691818518519e-5,0.02094846791,270,4.820819e-15,330,8,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.673668902478872,GWAS + MAGMA
147,SORBI_3009G221800,9,56474791,56497061,372,22,357,5.5629,1.3268e-8,3.1533e-6,1.6585e-9,1.6585e-9,5.216136064814814e-7,5.63342695e-5,108,6.703667e-10,759,220,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.673425661540758,GWAS + MAGMA
148,SORBI_3009G235000,9,57413992,57440687,98,13,357,5.8664,2.2269e-9,2.1892e-7,5.6989e-9,5.6989e-9,1.4027140311594202e-6,1.935745363e-4,138,5.815228e-11,220,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.672385118030483,GWAS + MAGMA
149,SORBI_3009G234100,9,57332319,57355920,79,8,357,4.4601,4.0963e-6,0.08598,5.3194e-9,5.3194e-9,1.3188617503649636e-6,1.806840598e-4,137,6.733422e-11,251,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.6720038868479135,GWAS + MAGMA
150,SORBI_3009G245800,9,58135966,58165902,382,17,357,5.4519,2.4923e-8,1.1248e-4,1.841e-9,1.841e-9,5.678915189189189e-7,6.2533247e-5,110,6.535403e-10,739,213,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.665462004985431,GWAS + MAGMA
151,SORBI_3009G233900,9,57311927,57333292,87,17,357,6.2508,2.0423e-10,1.54e-8,5.8581e-9,5.8581e-9,1.4174597730496453e-6,1.989820827e-4,139,6.733422e-11,175,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.663625060442095,GWAS + MAGMA
152,SORBI_3009G242250,9,57880244,57901399,364,7,357,5.5948,1.1045e-8,7.9684e-7,1.3512e-9,1.3512e-9,4.3298311698113206e-7,4.58962104e-5,106,1.351196e-9,649,255,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.660784237596871,GWAS + MAGMA
153,SORBI_3009G239351,9,57692655,57716002,176,27,357,6.3291,1.233e-10,8.7762e-9,1.1583e-8,1.1583e-8,2.5383210387096774e-6,3.9343976100000003e-4,155,1.966017e-11,326,120,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.657877061848875,GWAS + MAGMA
154,SORBI_3009G247500,9,58282827,58303998,262,21,357,5.604,1.0471e-8,1.3748e-5,2.5705e-9,2.5705e-9,7.399336737288136e-7,8.73121735e-5,118,4.436175e-10,567,198,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.6532956113556985,GWAS + MAGMA
155,SORBI_3009G247400,9,58268978,58296549,385,19,357,5.839,2.626e-9,1.4134e-7,1.3026e-8,1.3026e-8,2.7653383874999998e-6,4.4245414200000003e-4,160,1.758189e-11,707,113,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.652531229373336,GWAS + MAGMA
156,SORBI_3009G247601,9,58287525,58314180,351,23,357,5.8645,2.2522e-9,1.1744e-6,2.6827e-9,2.6827e-9,7.593605908333333e-7,9.11232709e-5,120,4.436175e-10,507,198,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.649584711143935,GWAS + MAGMA
157,SORBI_3009G242400,9,57892029,57915627,407,6,357,5.3676,3.9899e-8,2.9529e-5,1.8558e-9,1.8558e-9,5.678915189189189e-7,6.303595859999999e-5,111,1.351196e-9,612,255,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.6332219308320965,GWAS + MAGMA
158,SORBI_3009G233700,9,57304341,57327200,64,9,357,6.2618,1.9028e-10,2.3701e-9,9.7708e-9,9.7708e-9,2.227414520805369e-6,3.3188476359999997e-4,149,6.733422e-11,200,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.61919039189127,GWAS + MAGMA
159,SORBI_3009G233600,9,57300528,57324323,67,10,357,6.1806,3.1928e-10,3.5062e-9,1.0229e-8,1.0229e-8,2.3009830662251658e-6,3.47448443e-4,151,6.733422e-11,202,149,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.615209780916623,GWAS + MAGMA
160,SORBI_3002G379201,2,73520009,73540805,80,11,357,4.6014,2.0981e-6,0.018187,8.6344e-9,8.6344e-9,2.050941711888112e-6,2.932846648e-4,143,1.079294e-10,394,171,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.60943959091529,GWAS + MAGMA
161,SORBI_3009G237900,9,57591033,57612659,198,17,357,4.9958,2.9299e-7,0.0057438,2.6297e-9,2.6297e-9,7.50613612605042e-7,8.932301990000001e-5,119,1.314864e-9,432,251,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.604130675238485,GWAS + MAGMA
162,SORBI_3009G242900,9,57919325,57946036,124,15,357,5.2253,8.6953e-8,1.743e-4,2.3541e-9,2.3541e-9,6.89325126724138e-7,7.99617147e-5,116,1.732877e-9,324,276,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.601758244785453,GWAS + MAGMA
163,SORBI_3009G233400,9,57291955,57314282,101,10,357,5.8997,1.8206e-9,1.547e-8,1.014e-8,1.014e-8,2.2961692e-6,3.4442538e-4,150,1.003976e-10,190,167,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.598620075886186,GWAS + MAGMA
164,SORBI_3009G235600,9,57445381,57470430,179,16,357,6.5086,3.7926e-11,8.5882e-9,1.4357e-8,1.4357e-8,2.9918050245398775e-6,4.87664219e-4,163,5.815228e-11,347,140,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.592130585227679,GWAS + MAGMA
165,SORBI_3009G248100,9,58321694,58342630,102,22,357,5.8125,3.0778e-9,2.0602e-7,9.3654e-9,9.3654e-9,2.1640445020408166e-6,3.181145418e-4,147,1.453314e-10,279,186,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.5894587880802735,GWAS + MAGMA
166,SORBI_3009G243000,9,57925573,57947562,128,16,357,5.2485,7.6667e-8,1.2991e-4,2.7464e-9,2.7464e-9,7.646472852459017e-7,9.32869688e-5,122,1.732877e-9,244,276,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.5883704681676925,GWAS + MAGMA
167,SORBI_3009G255400,9,58914534,58935818,175,10,357,5.4064,3.2159e-8,2.7439e-5,1.2151e-8,1.2151e-8,2.628872719745223e-6,4.12733017e-4,157,9.28985e-11,338,158,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.586276725662227,GWAS + MAGMA
168,SORBI_3009G244300,9,58019456,58042033,90,6,357,5.53,1.6016e-8,2.4435e-6,2.4944e-9,2.4944e-9,7.241648273504274e-7,8.47272848e-5,117,2.494376e-9,369,300,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.580910588507287,GWAS + MAGMA
169,SORBI_3009G239101,9,57684451,57709567,172,17,357,5.5293,1.6074e-8,1.673e-5,2.8784e-8,2.8784e-8,5.425899839779005e-6,9.77706128e-4,180,1.966017e-11,345,120,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.578811043917322,GWAS + MAGMA
170,SORBI_3009G242300,9,57889419,57910289,410,6,357,5.296,5.9199e-8,3.473e-5,3.5895e-9,3.5895e-9,9.600357992125986e-7,1.219245465e-4,127,1.351196e-9,619,255,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.575921373375637,GWAS + MAGMA
171,SORBI_3009G255500,9,58922514,58945628,176,9,357,5.2914,6.0702e-8,1.8959e-5,1.635e-8,1.635e-8,3.3455448795180723e-6,5.5536045e-4,166,9.28985e-11,221,158,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.560495578436017,GWAS + MAGMA
172,SORBI_3009G239000,9,57677169,57698124,130,10,357,5.3346,4.7888e-8,1.1852e-4,1.2506e-8,1.2506e-8,2.6885525443037975e-6,4.24791302e-4,158,1.673517e-10,289,190,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.558213302292364,GWAS + MAGMA
173,SORBI_3009G241801,9,57847672,57869371,190,19,357,5.8861,1.9775e-9,6.4329e-7,3.8781e-9,3.8781e-9,1.0198461107692308e-6,1.317274227e-4,129,1.939035e-9,489,282,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.553517634468609,GWAS + MAGMA
174,SORBI_3009G233000,9,57254786,57279445,146,18,357,5.2521,7.5179e-8,9.5711e-5,1.6459e-8,1.6459e-8,3.3476817544910176e-6,5.59062853e-4,167,1.127357e-10,205,178,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.551513164372704,GWAS + MAGMA
175,SORBI_3009G243400,9,57951949,57978757,100,16,357,5.651,7.9776e-9,1.3962e-7,9.2096e-8,9.2096e-8,1.4755777509433962e-5,0.0031282248320000003,212,3.689787e-12,328,105,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.550451716775459,GWAS + MAGMA
176,SORBI_3009G237000,9,57524371,57549168,225,13,357,4.6655,1.5395e-6,0.0080345,8.9682e-9,8.9682e-9,2.0864578726027397e-6,3.0462284940000004e-4,146,4.489437e-10,437,201,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.544239754868082,GWAS + MAGMA
177,SORBI_3009G239200,9,57686343,57708475,144,17,357,5.5093,1.8014e-8,1.0943e-5,4.3491e-8,4.3491e-8,7.5370346785714286e-6,0.001477258797,196,1.966017e-11,339,120,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.542961394392143,GWAS + MAGMA
