gene_set,GeneID
Fst_landraces_N,Zm00001eb308000
Fst_landraces_N,Zm00001eb088960
Fst_landraces_N,Zm00001eb249630
Fst_landraces_N,Zm00001eb201100
Fst_landraces_N,Zm00001eb310230
Fst_landraces_N,Zm00001eb387280
Fst_landraces_N,Zm00001eb129030
Fst_landraces_N,Zm00001eb098540
Fst_landraces_N,Zm00001eb414050
Fst_landraces_N,Zm00001eb155730
Fst_landraces_N,Zm00001eb364740
Fst_landraces_N,Zm00001eb006660
Fst_landraces_N,Zm00001eb364840
Fst_landraces_N,Zm00001eb140990
Fst_landraces_N,Zm00001eb145630
Fst_landraces_N,Zm00001eb233270
Fst_landraces_N,Zm00001eb250220
Fst_landraces_N,Zm00001eb136220
Fst_landraces_N,Zm00001eb154590
Fst_landraces_N,Zm00001eb095260
Fst_landraces_N,Zm00001eb380420
Fst_landraces_N,Zm00001eb287860
Fst_landraces_N,Zm00001eb111550
Fst_landraces_N,Zm00001eb173820
Fst_landraces_N,Zm00001eb173830
Fst_landraces_N,Zm00001eb242580
Fst_landraces_N,Zm00001eb414030
Fst_landraces_N,Zm00001eb087460
Fst_landraces_N,Zm00001eb385280
Fst_landraces_N,Zm00001eb394310
Fst_landraces_N,Zm00001eb409540
Fst_landraces_N,Zm00001eb346620
Fst_landraces_N,Zm00001eb340350
Fst_landraces_N,Zm00001eb197580
Fst_landraces_N,Zm00001eb434500
Fst_landraces_N,Zm00001eb009850
Fst_landraces_N,Zm00001eb026890
Fst_landraces_N,Zm00001eb206310
Fst_landraces_N,Zm00001eb105570
Fst_landraces_N,Zm00001eb166180
Fst_landraces_N,Zm00001eb139650
Fst_landraces_N,Zm00001eb321020
Fst_landraces_N,Zm00001eb358700
Fst_landraces_N,Zm00001eb249840
Fst_landraces_N,Zm00001eb045530
Fst_landraces_N,Zm00001eb014150
Fst_landraces_N,Zm00001eb090190
Fst_landraces_N,Zm00001eb394520
Fst_landraces_N,Zm00001eb360250
Fst_landraces_N,Zm00001eb355420
Fst_landraces_N,Zm00001eb026840
Fst_landraces_N,Zm00001eb150550
Fst_landraces_N,Zm00001eb012280
Fst_landraces_N,Zm00001eb174450
Fst_landraces_N,Zm00001eb199390
Fst_landraces_N,Zm00001eb014110
Fst_landraces_N,Zm00001eb159910
Fst_landraces_N,Zm00001eb105310
Fst_landraces_N,Zm00001eb342660
Fst_landraces_N,Zm00001eb244170
GWAS_GBS_landraces_N,Zm00001eb005710
GWAS_GBS_landraces_N,Zm00001eb022740
GWAS_GBS_landraces_N,Zm00001eb022750
GWAS_GBS_landraces_N,Zm00001eb030640
GWAS_GBS_landraces_N,Zm00001eb048680
GWAS_GBS_landraces_N,Zm00001eb048690
GWAS_GBS_landraces_N,Zm00001eb067810
GWAS_GBS_landraces_N,Zm00001eb067820
GWAS_GBS_landraces_N,Zm00001eb075500
GWAS_GBS_landraces_N,Zm00001eb095480
GWAS_GBS_landraces_N,Zm00001eb100880
GWAS_GBS_landraces_N,Zm00001eb100890
GWAS_GBS_landraces_N,Zm00001eb100900
GWAS_GBS_landraces_N,Zm00001eb104360
GWAS_GBS_landraces_N,Zm00001eb104370
GWAS_GBS_landraces_N,Zm00001eb104820
GWAS_GBS_landraces_N,Zm00001eb105770
GWAS_GBS_landraces_N,Zm00001eb105780
GWAS_GBS_landraces_N,Zm00001eb107580
GWAS_GBS_landraces_N,Zm00001eb107590
GWAS_GBS_landraces_N,Zm00001eb107600
GWAS_GBS_landraces_N,Zm00001eb107610
GWAS_GBS_landraces_N,Zm00001eb107620
GWAS_GBS_landraces_N,Zm00001eb115450
GWAS_GBS_landraces_N,Zm00001eb115470
GWAS_GBS_landraces_N,Zm00001eb115480
GWAS_GBS_landraces_N,Zm00001eb115490
GWAS_GBS_landraces_N,Zm00001eb117610
GWAS_GBS_landraces_N,Zm00001eb117620
GWAS_GBS_landraces_N,Zm00001eb118100
GWAS_GBS_landraces_N,Zm00001eb118110
GWAS_GBS_landraces_N,Zm00001eb125520
GWAS_GBS_landraces_N,Zm00001eb152040
GWAS_GBS_landraces_N,Zm00001eb152050
GWAS_GBS_landraces_N,Zm00001eb152160
GWAS_GBS_landraces_N,Zm00001eb152860
GWAS_GBS_landraces_N,Zm00001eb168250
GWAS_GBS_landraces_N,Zm00001eb168260
GWAS_GBS_landraces_N,Zm00001eb175980
GWAS_GBS_landraces_N,Zm00001eb191190
GWAS_GBS_landraces_N,Zm00001eb191210
GWAS_GBS_landraces_N,Zm00001eb198390
GWAS_GBS_landraces_N,Zm00001eb201340
GWAS_GBS_landraces_N,Zm00001eb220030
GWAS_GBS_landraces_N,Zm00001eb220040
GWAS_GBS_landraces_N,Zm00001eb220050
GWAS_GBS_landraces_N,Zm00001eb250930
GWAS_GBS_landraces_N,Zm00001eb250940
GWAS_GBS_landraces_N,Zm00001eb265710
GWAS_GBS_landraces_N,Zm00001eb265720
GWAS_GBS_landraces_N,Zm00001eb267640
GWAS_GBS_landraces_N,Zm00001eb276850
GWAS_GBS_landraces_N,Zm00001eb276860
GWAS_GBS_landraces_N,Zm00001eb289040
GWAS_GBS_landraces_N,Zm00001eb289560
GWAS_GBS_landraces_N,Zm00001eb289570
GWAS_GBS_landraces_N,Zm00001eb289580
GWAS_GBS_landraces_N,Zm00001eb297100
GWAS_GBS_landraces_N,Zm00001eb297110
GWAS_GBS_landraces_N,Zm00001eb297120
GWAS_GBS_landraces_N,Zm00001eb302190
GWAS_GBS_landraces_N,Zm00001eb314630
GWAS_GBS_landraces_N,Zm00001eb322600
GWAS_GBS_landraces_N,Zm00001eb322610
GWAS_GBS_landraces_N,Zm00001eb323770
GWAS_GBS_landraces_N,Zm00001eb336450
GWAS_GBS_landraces_N,Zm00001eb336460
GWAS_GBS_landraces_N,Zm00001eb343460
GWAS_GBS_landraces_N,Zm00001eb358660
GWAS_GBS_landraces_N,Zm00001eb358680
GWAS_GBS_landraces_N,Zm00001eb361900
GWAS_GBS_landraces_N,Zm00001eb373660
GWAS_GBS_landraces_N,Zm00001eb375450
GWAS_GBS_landraces_N,Zm00001eb393120
GWAS_GBS_landraces_N,Zm00001eb393130
GWAS_GBS_landraces_N,Zm00001eb399440
GWAS_GBS_landraces_N,Zm00001eb399660
GWAS_GBS_landraces_N,Zm00001eb399670
GWAS_GBS_landraces_N,Zm00001eb399680
GWAS_GBS_landraces_N,Zm00001eb421700
GWAS_GBS_landraces_N,Zm00001eb425250
GWAS_GBS_landraces_N,Zm00001eb427190
GWAS_GBS_landraces_N,Zm00001eb427200
GWAS_GBS_landraces_N,Zm00001eb427210
GWAS_GBS_landraces_N,Zm00001eb401330
GWAS_GBS_landraces_N,Zm00001eb401340
GWAS_GBS_landraces_N,Zm00001eb359970
GWAS_GBS_landraces_N,Zm00001eb359980
GWAS_GBS_landraces_N,Zm00001eb359990
GWAS_PHG_landraces_N,Zm00001eb399680
GWAS_PHG_landraces_N,Zm00001eb399780
GWAS_PHG_landraces_N,Zm00001eb151460
GWAS_PHG_landraces_N,Zm00001eb399670
GWAS_PHG_landraces_N,Zm00001eb399660
GWAS_PHG_landraces_N,Zm00001eb421980
GWAS_PHG_landraces_N,Zm00001eb421970
GWAS_PHG_landraces_N,Zm00001eb277480
GWAS_PHG_landraces_N,Zm00001eb054460
GWAS_PHG_landraces_N,Zm00001eb421930
GWAS_PHG_landraces_N,Zm00001eb373660
GWAS_PHG_landraces_N,Zm00001eb031250
GWAS_PHG_landraces_N,Zm00001eb014460
GWAS_PHG_landraces_N,Zm00001eb421920
GWAS_PHG_landraces_N,Zm00001eb277490
GWAS_PHG_landraces_N,Zm00001eb112760
GWAS_PHG_landraces_N,Zm00001eb199810
GWAS_PHG_landraces_N,Zm00001eb199820
GWAS_PHG_landraces_N,Zm00001eb421940
GWAS_PHG_landraces_N,Zm00001eb151450
GWAS_PHG_landraces_N,Zm00001eb421950
GWAS_PHG_landraces_N,Zm00001eb050770
GWAS_PHG_landraces_N,Zm00001eb031270
GWAS_PHG_landraces_N,Zm00001eb199780
GWAS_PHG_landraces_N,Zm00001eb201340
GWAS_PHG_landraces_N,Zm00001eb095280
GWAS_PHG_landraces_N,Zm00001eb199800
GWAS_PHG_landraces_N,Zm00001eb232390
GWAS_PHG_landraces_N,Zm00001eb032340
GWAS_PHG_landraces_N,Zm00001eb201350
GWAS_PHG_landraces_N,Zm00001eb054470
GWAS_PHG_landraces_N,Zm00001eb355340
GWAS_PHG_landraces_N,Zm00001eb250330
GWAS_PHG_landraces_N,Zm00001eb201230
GWAS_PHG_landraces_N,Zm00001eb110960
GWAS_PHG_landraces_N,Zm00001eb110970
GWAS_PHG_landraces_N,Zm00001eb181650
GWAS_PHG_landraces_N,Zm00001eb181660
GWAS_PHG_landraces_N,Zm00001eb126950
GWAS_PHG_landraces_N,Zm00001eb250480
GWAS_PHG_landraces_N,Zm00001eb126960
GWAS_PHG_landraces_N,Zm00001eb250530
GWAS_PHG_landraces_N,Zm00001eb082800
GWAS_PHG_landraces_N,Zm00001eb082810
GWAS_PHG_landraces_N,Zm00001eb418480
GWAS_PHG_landraces_N,Zm00001eb151440
GWAS_PHG_landraces_N,Zm00001eb384970
GWAS_PHG_landraces_N,Zm00001eb087110
GWAS_PHG_landraces_N,Zm00001eb355300
GWAS_PHG_landraces_N,Zm00001eb151470
GWAS_PHG_landraces_N,Zm00001eb151480
GWAS_PHG_landraces_N,Zm00001eb115180
GWAS_PHG_landraces_N,Zm00001eb095270
GWAS_PHG_landraces_N,Zm00001eb127020
GWAS_PHG_landraces_N,Zm00001eb289030
GWAS_PHG_landraces_N,Zm00001eb398900
GWAS_PHG_landraces_N,Zm00001eb087100
GWAS_PHG_landraces_N,Zm00001eb015190
GWAS_PHG_landraces_N,Zm00001eb418470
GWAS_PHG_landraces_N,Zm00001eb275060
GWAS_PHG_landraces_N,Zm00001eb127010
GWAS_PHG_landraces_N,Zm00001eb417620
GWAS_PHG_landraces_N,Zm00001eb386750
GWAS_PHG_landraces_N,Zm00001eb031280
GWAS_PHG_landraces_N,Zm00001eb343670
GWAS_PHG_landraces_N,Zm00001eb241210
GWAS_PHG_landraces_N,Zm00001eb199570
GWAS_PHG_landraces_N,Zm00001eb202390
GWAS_PHG_landraces_N,Zm00001eb235240
GWAS_PHG_landraces_N,Zm00001eb418690
GWAS_PHG_landraces_N,Zm00001eb050340
GWAS_PHG_landraces_N,Zm00001eb174600
GWAS_PHG_landraces_N,Zm00001eb241220
GWAS_PHG_landraces_N,Zm00001eb379470
GWAS_PHG_landraces_N,Zm00001eb201250
GWAS_PHG_landraces_N,Zm00001eb202370
GWAS_PHG_landraces_N,Zm00001eb151200
GWAS_PHG_landraces_N,Zm00001eb286890
GWAS_PHG_landraces_N,Zm00001eb019720
GWAS_PHG_landraces_N,Zm00001eb373650
GWAS_PHG_landraces_N,Zm00001eb009130
GWAS_PHG_landraces_N,Zm00001eb130060
GWAS_PHG_landraces_N,Zm00001eb175030
GWAS_PHG_landraces_N,Zm00001eb312740
GWAS_PHG_landraces_N,Zm00001eb201240
GWAS_PHG_landraces_N,Zm00001eb132630
GWAS_PHG_landraces_N,Zm00001eb181760
GWAS_PHG_landraces_N,Zm00001eb130290
GWAS_PHG_landraces_N,Zm00001eb275040
GWAS_PHG_landraces_N,Zm00001eb411450
GWAS_PHG_landraces_N,Zm00001eb181690
GWAS_PHG_landraces_N,Zm00001eb403750
GWAS_PHG_landraces_N,Zm00001eb137200
GWAS_PHG_landraces_N,Zm00001eb273940
GWAS_PHG_landraces_N,Zm00001eb235330
GWAS_PHG_landraces_N,Zm00001eb014850
GWAS_PHG_landraces_N,Zm00001eb201360
GWAS_PHG_landraces_N,Zm00001eb384950
GWAS_PHG_landraces_N,Zm00001eb235270
GWAS_PHG_landraces_N,Zm00001eb199170
GWAS_PHG_landraces_N,Zm00001eb199160
GWAS_PHG_landraces_N,Zm00001eb130280
GWAS_PHG_landraces_N,Zm00001eb235230
GWAS_PHG_landraces_N,Zm00001eb328900
GWAS_PHG_landraces_N,Zm00001eb399610
GWAS_PHG_landraces_N,Zm00001eb031310
GWAS_PHG_landraces_N,Zm00001eb199550
GWAS_PHG_landraces_N,Zm00001eb132380
GWAS_PHG_landraces_N,Zm00001eb014450
Fst_IC_stover,Zm00001eb002680
Fst_IC_stover,Zm00001eb002690
Fst_IC_stover,Zm00001eb002700
Fst_IC_stover,Zm00001eb002710
Fst_IC_stover,Zm00001eb002730
Fst_IC_stover,Zm00001eb002720
Fst_IC_stover,Zm00001eb008170
Fst_IC_stover,Zm00001eb017470
Fst_IC_stover,Zm00001eb017480
Fst_IC_stover,Zm00001eb017490
Fst_IC_stover,Zm00001eb017500
Fst_IC_stover,Zm00001eb017510
Fst_IC_stover,Zm00001eb017520
Fst_IC_stover,Zm00001eb017530
Fst_IC_stover,Zm00001eb017540
Fst_IC_stover,Zm00001eb020540
Fst_IC_stover,Zm00001eb020560
Fst_IC_stover,Zm00001eb020570
Fst_IC_stover,Zm00001eb020580
Fst_IC_stover,Zm00001eb020590
Fst_IC_stover,Zm00001eb020600
Fst_IC_stover,Zm00001eb020610
Fst_IC_stover,Zm00001eb020640
Fst_IC_stover,Zm00001eb020650
Fst_IC_stover,Zm00001eb020660
Fst_IC_stover,Zm00001eb020670
Fst_IC_stover,Zm00001eb023740
Fst_IC_stover,Zm00001eb040180
Fst_IC_stover,Zm00001eb040190
Fst_IC_stover,Zm00001eb071660
Fst_IC_stover,Zm00001eb071670
Fst_IC_stover,Zm00001eb071680
Fst_IC_stover,Zm00001eb071700
Fst_IC_stover,Zm00001eb071710
Fst_IC_stover,Zm00001eb071720
Fst_IC_stover,Zm00001eb074040
Fst_IC_stover,Zm00001eb074050
Fst_IC_stover,Zm00001eb074060
Fst_IC_stover,Zm00001eb074070
Fst_IC_stover,Zm00001eb074080
Fst_IC_stover,Zm00001eb074090
Fst_IC_stover,Zm00001eb074100
Fst_IC_stover,Zm00001eb074110
Fst_IC_stover,Zm00001eb074120
Fst_IC_stover,Zm00001eb074130
Fst_IC_stover,Zm00001eb074140
Fst_IC_stover,Zm00001eb074150
Fst_IC_stover,Zm00001eb074160
Fst_IC_stover,Zm00001eb074170
Fst_IC_stover,Zm00001eb074180
Fst_IC_stover,Zm00001eb074190
Fst_IC_stover,Zm00001eb074200
Fst_IC_stover,Zm00001eb074210
Fst_IC_stover,Zm00001eb074220
Fst_IC_stover,Zm00001eb074230
Fst_IC_stover,Zm00001eb074290
Fst_IC_stover,Zm00001eb074300
Fst_IC_stover,Zm00001eb074310
Fst_IC_stover,Zm00001eb080640
Fst_IC_stover,Zm00001eb084590
Fst_IC_stover,Zm00001eb086360
Fst_IC_stover,Zm00001eb086370
Fst_IC_stover,Zm00001eb087590
Fst_IC_stover,Zm00001eb090450
Fst_IC_stover,Zm00001eb091180
Fst_IC_stover,Zm00001eb091190
Fst_IC_stover,Zm00001eb091200
Fst_IC_stover,Zm00001eb091210
Fst_IC_stover,Zm00001eb091220
Fst_IC_stover,Zm00001eb091240
Fst_IC_stover,Zm00001eb091340
Fst_IC_stover,Zm00001eb091350
Fst_IC_stover,Zm00001eb091360
Fst_IC_stover,Zm00001eb091650
Fst_IC_stover,Zm00001eb091660
Fst_IC_stover,Zm00001eb091670
Fst_IC_stover,Zm00001eb091680
Fst_IC_stover,Zm00001eb091690
Fst_IC_stover,Zm00001eb091750
Fst_IC_stover,Zm00001eb091760
Fst_IC_stover,Zm00001eb091800
Fst_IC_stover,Zm00001eb091810
Fst_IC_stover,Zm00001eb091820
Fst_IC_stover,Zm00001eb093620
Fst_IC_stover,Zm00001eb094590
Fst_IC_stover,Zm00001eb094600
Fst_IC_stover,Zm00001eb094610
Fst_IC_stover,Zm00001eb094620
Fst_IC_stover,Zm00001eb094630
Fst_IC_stover,Zm00001eb096780
Fst_IC_stover,Zm00001eb098430
Fst_IC_stover,Zm00001eb098700
Fst_IC_stover,Zm00001eb098710
Fst_IC_stover,Zm00001eb098720
Fst_IC_stover,Zm00001eb098730
Fst_IC_stover,Zm00001eb098850
Fst_IC_stover,Zm00001eb098860
Fst_IC_stover,Zm00001eb098910
Fst_IC_stover,Zm00001eb098920
Fst_IC_stover,Zm00001eb098930
Fst_IC_stover,Zm00001eb098940
Fst_IC_stover,Zm00001eb098950
Fst_IC_stover,Zm00001eb098960
Fst_IC_stover,Zm00001eb099110
Fst_IC_stover,Zm00001eb099120
Fst_IC_stover,Zm00001eb099130
Fst_IC_stover,Zm00001eb099150
Fst_IC_stover,Zm00001eb099160
Fst_IC_stover,Zm00001eb099170
Fst_IC_stover,Zm00001eb099180
Fst_IC_stover,Zm00001eb099190
Fst_IC_stover,Zm00001eb099200
Fst_IC_stover,Zm00001eb099210
Fst_IC_stover,Zm00001eb099220
Fst_IC_stover,Zm00001eb099230
Fst_IC_stover,Zm00001eb099390
Fst_IC_stover,Zm00001eb099400
Fst_IC_stover,Zm00001eb099410
Fst_IC_stover,Zm00001eb099420
Fst_IC_stover,Zm00001eb099430
Fst_IC_stover,Zm00001eb099530
Fst_IC_stover,Zm00001eb100260
Fst_IC_stover,Zm00001eb100340
Fst_IC_stover,Zm00001eb100350
Fst_IC_stover,Zm00001eb101810
Fst_IC_stover,Zm00001eb101820
Fst_IC_stover,Zm00001eb101840
Fst_IC_stover,Zm00001eb101850
Fst_IC_stover,Zm00001eb101860
Fst_IC_stover,Zm00001eb102960
Fst_IC_stover,Zm00001eb102970
Fst_IC_stover,Zm00001eb102980
Fst_IC_stover,Zm00001eb102990
Fst_IC_stover,Zm00001eb103000
Fst_IC_stover,Zm00001eb111380
Fst_IC_stover,Zm00001eb111390
Fst_IC_stover,Zm00001eb111400
Fst_IC_stover,Zm00001eb111410
Fst_IC_stover,Zm00001eb115940
Fst_IC_stover,Zm00001eb115950
Fst_IC_stover,Zm00001eb115970
Fst_IC_stover,Zm00001eb125480
Fst_IC_stover,Zm00001eb125490
Fst_IC_stover,Zm00001eb125500
Fst_IC_stover,Zm00001eb125510
Fst_IC_stover,Zm00001eb125520
Fst_IC_stover,Zm00001eb135970
Fst_IC_stover,Zm00001eb135980
Fst_IC_stover,Zm00001eb137220
Fst_IC_stover,Zm00001eb137280
Fst_IC_stover,Zm00001eb138310
Fst_IC_stover,Zm00001eb138330
Fst_IC_stover,Zm00001eb138350
Fst_IC_stover,Zm00001eb141810
Fst_IC_stover,Zm00001eb141820
Fst_IC_stover,Zm00001eb141830
Fst_IC_stover,Zm00001eb141840
Fst_IC_stover,Zm00001eb145340
Fst_IC_stover,Zm00001eb145350
Fst_IC_stover,Zm00001eb145370
Fst_IC_stover,Zm00001eb145380
Fst_IC_stover,Zm00001eb145390
Fst_IC_stover,Zm00001eb145400
Fst_IC_stover,Zm00001eb150840
Fst_IC_stover,Zm00001eb150860
Fst_IC_stover,Zm00001eb150880
Fst_IC_stover,Zm00001eb150890
Fst_IC_stover,Zm00001eb150900
Fst_IC_stover,Zm00001eb150910
Fst_IC_stover,Zm00001eb150960
Fst_IC_stover,Zm00001eb150970
Fst_IC_stover,Zm00001eb151200
Fst_IC_stover,Zm00001eb151210
Fst_IC_stover,Zm00001eb151220
Fst_IC_stover,Zm00001eb151370
Fst_IC_stover,Zm00001eb151380
Fst_IC_stover,Zm00001eb151390
Fst_IC_stover,Zm00001eb151400
Fst_IC_stover,Zm00001eb151410
Fst_IC_stover,Zm00001eb151420
Fst_IC_stover,Zm00001eb151430
Fst_IC_stover,Zm00001eb151440
Fst_IC_stover,Zm00001eb156310
Fst_IC_stover,Zm00001eb156320
Fst_IC_stover,Zm00001eb156330
Fst_IC_stover,Zm00001eb156340
Fst_IC_stover,Zm00001eb156350
Fst_IC_stover,Zm00001eb162310
Fst_IC_stover,Zm00001eb162920
Fst_IC_stover,Zm00001eb162930
Fst_IC_stover,Zm00001eb162950
Fst_IC_stover,Zm00001eb162960
Fst_IC_stover,Zm00001eb168450
Fst_IC_stover,Zm00001eb168470
Fst_IC_stover,Zm00001eb168480
Fst_IC_stover,Zm00001eb168490
Fst_IC_stover,Zm00001eb168500
Fst_IC_stover,Zm00001eb168510
Fst_IC_stover,Zm00001eb168520
Fst_IC_stover,Zm00001eb168550
Fst_IC_stover,Zm00001eb168560
Fst_IC_stover,Zm00001eb168570
Fst_IC_stover,Zm00001eb168580
Fst_IC_stover,Zm00001eb173330
Fst_IC_stover,Zm00001eb173340
Fst_IC_stover,Zm00001eb173350
Fst_IC_stover,Zm00001eb173360
Fst_IC_stover,Zm00001eb173380
Fst_IC_stover,Zm00001eb173390
Fst_IC_stover,Zm00001eb173680
Fst_IC_stover,Zm00001eb173690
Fst_IC_stover,Zm00001eb173700
Fst_IC_stover,Zm00001eb173710
Fst_IC_stover,Zm00001eb173720
Fst_IC_stover,Zm00001eb173730
Fst_IC_stover,Zm00001eb173740
Fst_IC_stover,Zm00001eb173810
Fst_IC_stover,Zm00001eb173820
Fst_IC_stover,Zm00001eb173830
Fst_IC_stover,Zm00001eb173840
Fst_IC_stover,Zm00001eb173870
Fst_IC_stover,Zm00001eb173880
Fst_IC_stover,Zm00001eb173890
Fst_IC_stover,Zm00001eb173900
Fst_IC_stover,Zm00001eb173910
Fst_IC_stover,Zm00001eb173930
Fst_IC_stover,Zm00001eb173940
Fst_IC_stover,Zm00001eb173950
Fst_IC_stover,Zm00001eb174990
Fst_IC_stover,Zm00001eb175000
Fst_IC_stover,Zm00001eb175010
Fst_IC_stover,Zm00001eb175940
Fst_IC_stover,Zm00001eb176260
Fst_IC_stover,Zm00001eb176270
Fst_IC_stover,Zm00001eb176280
Fst_IC_stover,Zm00001eb176290
Fst_IC_stover,Zm00001eb176300
Fst_IC_stover,Zm00001eb176400
Fst_IC_stover,Zm00001eb176410
Fst_IC_stover,Zm00001eb176470
Fst_IC_stover,Zm00001eb176480
Fst_IC_stover,Zm00001eb176490
Fst_IC_stover,Zm00001eb176980
Fst_IC_stover,Zm00001eb176990
Fst_IC_stover,Zm00001eb177820
Fst_IC_stover,Zm00001eb177830
Fst_IC_stover,Zm00001eb177850
Fst_IC_stover,Zm00001eb177870
Fst_IC_stover,Zm00001eb177880
Fst_IC_stover,Zm00001eb177910
Fst_IC_stover,Zm00001eb177920
Fst_IC_stover,Zm00001eb177930
Fst_IC_stover,Zm00001eb177950
Fst_IC_stover,Zm00001eb177960
Fst_IC_stover,Zm00001eb177970
Fst_IC_stover,Zm00001eb178000
Fst_IC_stover,Zm00001eb178010
Fst_IC_stover,Zm00001eb178050
Fst_IC_stover,Zm00001eb178060
Fst_IC_stover,Zm00001eb178070
Fst_IC_stover,Zm00001eb178080
Fst_IC_stover,Zm00001eb178090
Fst_IC_stover,Zm00001eb178110
Fst_IC_stover,Zm00001eb178120
Fst_IC_stover,Zm00001eb178130
Fst_IC_stover,Zm00001eb178360
Fst_IC_stover,Zm00001eb178370
Fst_IC_stover,Zm00001eb178390
Fst_IC_stover,Zm00001eb178400
Fst_IC_stover,Zm00001eb178410
Fst_IC_stover,Zm00001eb178490
Fst_IC_stover,Zm00001eb178500
Fst_IC_stover,Zm00001eb178510
Fst_IC_stover,Zm00001eb178520
Fst_IC_stover,Zm00001eb178750
Fst_IC_stover,Zm00001eb178760
Fst_IC_stover,Zm00001eb178770
Fst_IC_stover,Zm00001eb178780
Fst_IC_stover,Zm00001eb178910
Fst_IC_stover,Zm00001eb178960
Fst_IC_stover,Zm00001eb178980
Fst_IC_stover,Zm00001eb178990
Fst_IC_stover,Zm00001eb179000
Fst_IC_stover,Zm00001eb179100
Fst_IC_stover,Zm00001eb179260
Fst_IC_stover,Zm00001eb179280
Fst_IC_stover,Zm00001eb179550
Fst_IC_stover,Zm00001eb179710
Fst_IC_stover,Zm00001eb182620
Fst_IC_stover,Zm00001eb182630
Fst_IC_stover,Zm00001eb182640
Fst_IC_stover,Zm00001eb182780
Fst_IC_stover,Zm00001eb182950
Fst_IC_stover,Zm00001eb182960
Fst_IC_stover,Zm00001eb183000
Fst_IC_stover,Zm00001eb183010
Fst_IC_stover,Zm00001eb183020
Fst_IC_stover,Zm00001eb183030
Fst_IC_stover,Zm00001eb183040
Fst_IC_stover,Zm00001eb183050
Fst_IC_stover,Zm00001eb183060
Fst_IC_stover,Zm00001eb183070
Fst_IC_stover,Zm00001eb183080
Fst_IC_stover,Zm00001eb183150
Fst_IC_stover,Zm00001eb183160
Fst_IC_stover,Zm00001eb183170
Fst_IC_stover,Zm00001eb183710
Fst_IC_stover,Zm00001eb183720
Fst_IC_stover,Zm00001eb183730
Fst_IC_stover,Zm00001eb183760
Fst_IC_stover,Zm00001eb183770
Fst_IC_stover,Zm00001eb183790
Fst_IC_stover,Zm00001eb183800
Fst_IC_stover,Zm00001eb184150
Fst_IC_stover,Zm00001eb184650
Fst_IC_stover,Zm00001eb184660
Fst_IC_stover,Zm00001eb184720
Fst_IC_stover,Zm00001eb184730
Fst_IC_stover,Zm00001eb184740
Fst_IC_stover,Zm00001eb184750
Fst_IC_stover,Zm00001eb186920
Fst_IC_stover,Zm00001eb187190
Fst_IC_stover,Zm00001eb187200
Fst_IC_stover,Zm00001eb187210
Fst_IC_stover,Zm00001eb187220
Fst_IC_stover,Zm00001eb189040
Fst_IC_stover,Zm00001eb189050
Fst_IC_stover,Zm00001eb189060
Fst_IC_stover,Zm00001eb196940
Fst_IC_stover,Zm00001eb201180
Fst_IC_stover,Zm00001eb201190
Fst_IC_stover,Zm00001eb201210
Fst_IC_stover,Zm00001eb201220
Fst_IC_stover,Zm00001eb201230
Fst_IC_stover,Zm00001eb201240
Fst_IC_stover,Zm00001eb201250
Fst_IC_stover,Zm00001eb201260
Fst_IC_stover,Zm00001eb201270
Fst_IC_stover,Zm00001eb201280
Fst_IC_stover,Zm00001eb201290
Fst_IC_stover,Zm00001eb202220
Fst_IC_stover,Zm00001eb202240
Fst_IC_stover,Zm00001eb202260
Fst_IC_stover,Zm00001eb203870
Fst_IC_stover,Zm00001eb203980
Fst_IC_stover,Zm00001eb203990
Fst_IC_stover,Zm00001eb204000
Fst_IC_stover,Zm00001eb204010
Fst_IC_stover,Zm00001eb204020
Fst_IC_stover,Zm00001eb204870
Fst_IC_stover,Zm00001eb204880
Fst_IC_stover,Zm00001eb204890
Fst_IC_stover,Zm00001eb204900
Fst_IC_stover,Zm00001eb205600
Fst_IC_stover,Zm00001eb205610
Fst_IC_stover,Zm00001eb205620
Fst_IC_stover,Zm00001eb206700
Fst_IC_stover,Zm00001eb206710
Fst_IC_stover,Zm00001eb206720
Fst_IC_stover,Zm00001eb206730
Fst_IC_stover,Zm00001eb206740
Fst_IC_stover,Zm00001eb206750
Fst_IC_stover,Zm00001eb206760
Fst_IC_stover,Zm00001eb206770
Fst_IC_stover,Zm00001eb206780
Fst_IC_stover,Zm00001eb215250
Fst_IC_stover,Zm00001eb215260
Fst_IC_stover,Zm00001eb215270
Fst_IC_stover,Zm00001eb215280
Fst_IC_stover,Zm00001eb225150
Fst_IC_stover,Zm00001eb225160
Fst_IC_stover,Zm00001eb225170
Fst_IC_stover,Zm00001eb225210
Fst_IC_stover,Zm00001eb225340
Fst_IC_stover,Zm00001eb225360
Fst_IC_stover,Zm00001eb225370
Fst_IC_stover,Zm00001eb225380
Fst_IC_stover,Zm00001eb225390
Fst_IC_stover,Zm00001eb239440
Fst_IC_stover,Zm00001eb270090
Fst_IC_stover,Zm00001eb270100
Fst_IC_stover,Zm00001eb271150
Fst_IC_stover,Zm00001eb271160
Fst_IC_stover,Zm00001eb280870
Fst_IC_stover,Zm00001eb280880
Fst_IC_stover,Zm00001eb280890
Fst_IC_stover,Zm00001eb280900
Fst_IC_stover,Zm00001eb287340
Fst_IC_stover,Zm00001eb287350
Fst_IC_stover,Zm00001eb287360
Fst_IC_stover,Zm00001eb332360
Fst_IC_stover,Zm00001eb332370
