GeneID,ontology,GO_ID,GO_term_name
Zm00001eb200350,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb200350,MF,GO:0016301,kinase activity
Zm00001eb200350,MF,GO:0005516,calmodulin binding
Zm00001eb200350,MF,GO:0004683,calcium/calmodulin-dependent protein kinase activity
Zm00001eb200350,CC,GO:0005634,nucleus
Zm00001eb200350,CC,GO:0005737,cytoplasm
Zm00001eb200350,BP,GO:0035556,intracellular signal transduction
Zm00001eb200350,MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity
Zm00001eb390720,MF,GO:0005524,ATP binding
Zm00001eb390720,BP,GO:0006457,protein folding
Zm00001eb390720,MF,GO:0044183,protein folding chaperone
Zm00001eb390720,CC,GO:0009507,chloroplast
Zm00001eb390720,CC,GO:0005739,mitochondrion
Zm00001eb390720,MF,GO:0051087,protein-folding chaperone binding
Zm00001eb390720,MF,GO:0046872,metal ion binding
Zm00001eb039120,MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity
Zm00001eb039120,MF,GO:0048038,quinone binding
Zm00001eb039120,MF,GO:0051536,iron-sulfur cluster binding
Zm00001eb039120,MF,GO:0046872,metal ion binding
Zm00001eb039120,CC,GO:0009536,plastid
Zm00001eb039120,CC,GO:0009535,chloroplast thylakoid membrane
Zm00001eb039120,BP,GO:0009060,aerobic respiration
Zm00001eb039120,BP,GO:0015990,electron transport coupled proton transport
Zm00001eb039120,CC,GO:0045271,respiratory chain complex I
Zm00001eb343280,MF,GO:0003723,RNA binding
Zm00001eb343280,MF,GO:0003729,mRNA binding
Zm00001eb343280,MF,GO:0003676,nucleic acid binding
Zm00001eb343280,CC,GO:0005829,cytosol
Zm00001eb108960,MF,GO:0008270,zinc ion binding
Zm00001eb108960,BP,GO:0016558,protein import into peroxisome matrix
Zm00001eb108960,BP,GO:0007031,peroxisome organization
Zm00001eb108960,CC,GO:0005778,peroxisomal membrane
Zm00001eb108960,MF,GO:0046872,metal ion binding
Zm00001eb108960,MF,GO:0016740,transferase activity
Zm00001eb108960,BP,GO:0015031,protein transport
Zm00001eb108960,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb108960,MF,GO:0004842,ubiquitin-protein transferase activity
Zm00001eb108960,CC,GO:0005777,peroxisome
Zm00001eb108960,CC,GO:0005829,cytosol
Zm00001eb253030,MF,GO:0004190,aspartic-type endopeptidase activity
Zm00001eb253030,BP,GO:0006508,proteolysis
Zm00001eb253030,MF,GO:0016787,hydrolase activity
Zm00001eb253030,MF,GO:0008233,peptidase activity
Zm00001eb431270,BP,GO:0006412,translation
Zm00001eb431270,MF,GO:0003735,structural constituent of ribosome
Zm00001eb431270,CC,GO:0005840,ribosome
Zm00001eb431270,CC,GO:0022625,cytosolic large ribosomal subunit
Zm00001eb431270,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb218940,MF,GO:0016787,hydrolase activity
Zm00001eb218940,CC,GO:0016020,membrane
Zm00001eb218940,MF,GO:0017110,nucleoside diphosphate phosphatase activity
Zm00001eb218940,BP,GO:0009134,nucleoside diphosphate catabolic process
Zm00001eb010650,MF,GO:0005515,protein binding
Zm00001eb010650,MF,GO:0008270,zinc ion binding
Zm00001eb010650,MF,GO:0003723,RNA binding
Zm00001eb010650,BP,GO:0009451,RNA modification
Zm00001eb011270,CC,GO:0009505,plant-type cell wall
Zm00001eb011270,BP,GO:0042545,cell wall modification
Zm00001eb011270,MF,GO:0045480,galactose oxidase activity
Zm00001eb011270,BP,GO:0098609,cell-cell adhesion
Zm00001eb410280,MF,GO:0046872,metal ion binding
Zm00001eb410280,CC,GO:0016020,membrane
Zm00001eb410280,MF,GO:0016740,transferase activity
Zm00001eb410280,MF,GO:0008270,zinc ion binding
Zm00001eb144860,MF,GO:0005515,protein binding
Zm00001eb425400,BP,GO:0006629,lipid metabolic process
Zm00001eb207300,BP,GO:0046854,phosphatidylinositol phosphate biosynthetic process
Zm00001eb207300,MF,GO:0046872,metal ion binding
Zm00001eb207300,MF,GO:0016787,hydrolase activity
Zm00001eb207300,BP,GO:0007165,signal transduction
Zm00001eb207300,BP,GO:0006021,inositol biosynthetic process
Zm00001eb207300,MF,GO:0008934,inositol monophosphate 1-phosphatase activity
Zm00001eb207300,MF,GO:0052834,inositol monophosphate phosphatase activity
Zm00001eb207300,BP,GO:0006020,inositol metabolic process
Zm00001eb056470,BP,GO:0016567,protein ubiquitination
Zm00001eb056470,MF,GO:0004842,ubiquitin-protein transferase activity
Zm00001eb056470,CC,GO:0005634,nucleus
Zm00001eb056470,CC,GO:0005737,cytoplasm
Zm00001eb056470,BP,GO:0045892,negative regulation of DNA-templated transcription
Zm00001eb162890,CC,GO:0016020,membrane
Zm00001eb162890,CC,GO:0000148,"1,3-beta-D-glucan synthase complex"
Zm00001eb162890,BP,GO:0006075,(1->3)-beta-D-glucan biosynthetic process
Zm00001eb162890,MF,GO:0003843,"1,3-beta-D-glucan synthase activity"
Zm00001eb162890,MF,GO:0016740,transferase activity
Zm00001eb162890,MF,GO:0016757,glycosyltransferase activity
Zm00001eb162890,BP,GO:0071555,cell wall organization
Zm00001eb162890,CC,GO:0005886,plasma membrane
Zm00001eb162890,BP,GO:0008360,regulation of cell shape
Zm00001eb162890,MF,GO:0046527,glucosyltransferase activity
Zm00001eb192980,CC,GO:0005783,endoplasmic reticulum
Zm00001eb233540,MF,GO:0005515,protein binding
Zm00001eb233540,MF,GO:0005524,ATP binding
Zm00001eb233540,MF,GO:0004672,protein kinase activity
Zm00001eb233540,BP,GO:0006468,protein phosphorylation
Zm00001eb233540,CC,GO:0016020,membrane
Zm00001eb233540,CC,GO:0005886,plasma membrane
Zm00001eb233540,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb219160,MF,GO:0005524,ATP binding
Zm00001eb219160,MF,GO:0004672,protein kinase activity
Zm00001eb219160,BP,GO:0006468,protein phosphorylation
Zm00001eb219160,CC,GO:0005634,nucleus
Zm00001eb219160,BP,GO:0009738,abscisic acid-activated signaling pathway
Zm00001eb219160,MF,GO:0016740,transferase activity
Zm00001eb219160,MF,GO:0000166,nucleotide binding
Zm00001eb219160,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb219160,MF,GO:0016301,kinase activity
Zm00001eb260410,MF,GO:0005524,ATP binding
Zm00001eb260410,MF,GO:0004017,AMP kinase activity
Zm00001eb260410,MF,GO:0016776,"phosphotransferase activity, phosphate group as acceptor"
Zm00001eb260410,BP,GO:0006139,nucleobase-containing compound metabolic process
Zm00001eb260410,MF,GO:0019205,nucleobase-containing compound kinase activity
Zm00001eb260410,MF,GO:0016740,transferase activity
Zm00001eb260410,CC,GO:0005737,cytoplasm
Zm00001eb260410,CC,GO:0009507,chloroplast
Zm00001eb260410,MF,GO:0000166,nucleotide binding
Zm00001eb260410,MF,GO:0016301,kinase activity
Zm00001eb260410,BP,GO:0046940,nucleoside monophosphate phosphorylation
Zm00001eb260410,BP,GO:0097009,energy homeostasis
Zm00001eb366420,CC,GO:0005886,plasma membrane
Zm00001eb366420,BP,GO:0046854,phosphatidylinositol phosphate biosynthetic process
Zm00001eb366420,CC,GO:0005829,cytosol
Zm00001eb366420,BP,GO:0072659,protein localization to plasma membrane
Zm00001eb356440,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb356440,MF,GO:0003677,DNA binding
Zm00001eb356440,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb356440,CC,GO:0005634,nucleus
Zm00001eb356440,BP,GO:0009909,regulation of flower development
Zm00001eb353400,BP,GO:0009733,response to auxin
Zm00001eb033310,MF,GO:0005524,ATP binding
Zm00001eb033310,MF,GO:0003676,nucleic acid binding
Zm00001eb033310,MF,GO:0000166,nucleotide binding
Zm00001eb033310,MF,GO:0004813,alanine-tRNA ligase activity
Zm00001eb033310,BP,GO:0006419,alanyl-tRNA aminoacylation
Zm00001eb033310,MF,GO:0003723,RNA binding
Zm00001eb033310,MF,GO:0016874,ligase activity
Zm00001eb033310,BP,GO:0006412,translation
Zm00001eb033310,MF,GO:0000049,tRNA binding
Zm00001eb033310,MF,GO:0004812,aminoacyl-tRNA ligase activity
Zm00001eb141420,MF,GO:0003723,RNA binding
Zm00001eb141420,MF,GO:0003676,nucleic acid binding
Zm00001eb352890,MF,GO:0005515,protein binding
Zm00001eb352890,CC,GO:0005776,autophagosome
Zm00001eb352890,BP,GO:1905037,autophagosome organization
Zm00001eb352890,BP,GO:0045087,innate immune response
Zm00001eb432880,MF,GO:0003723,RNA binding
Zm00001eb432880,MF,GO:0003729,mRNA binding
Zm00001eb432880,MF,GO:0003676,nucleic acid binding
Zm00001eb432880,CC,GO:0005654,nucleoplasm
Zm00001eb432880,CC,GO:0000785,chromatin
Zm00001eb432880,BP,GO:0010468,regulation of gene expression
Zm00001eb286900,MF,GO:0005543,phospholipid binding
Zm00001eb286900,MF,GO:0005096,GTPase activator activity
Zm00001eb286900,MF,GO:0046872,metal ion binding
Zm00001eb286900,MF,GO:0008270,zinc ion binding
Zm00001eb078370,CC,GO:0016020,membrane
Zm00001eb078370,MF,GO:0008517,folic acid transmembrane transporter activity
Zm00001eb078370,BP,GO:0098838,folate transmembrane transport
Zm00001eb276950,MF,GO:0005524,ATP binding
Zm00001eb276950,MF,GO:0004672,protein kinase activity
Zm00001eb276950,BP,GO:0006468,protein phosphorylation
Zm00001eb276950,MF,GO:0016740,transferase activity
Zm00001eb276950,MF,GO:0000166,nucleotide binding
Zm00001eb276950,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb276950,MF,GO:0016301,kinase activity
Zm00001eb062760,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb062760,CC,GO:0005634,nucleus
Zm00001eb062760,MF,GO:0043565,sequence-specific DNA binding
Zm00001eb062760,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb123800,CC,GO:0048046,apoplast
Zm00001eb123800,BP,GO:0009699,phenylpropanoid biosynthetic process
Zm00001eb231840,MF,GO:0008168,methyltransferase activity
Zm00001eb231840,MF,GO:0016740,transferase activity
Zm00001eb231840,BP,GO:0032259,methylation
Zm00001eb231840,BP,GO:0070475,rRNA base methylation
Zm00001eb231840,MF,GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity
Zm00001eb087720,MF,GO:0022857,transmembrane transporter activity
Zm00001eb087720,CC,GO:0016020,membrane
Zm00001eb087720,BP,GO:0055085,transmembrane transport
Zm00001eb087720,MF,GO:0015293,symporter activity
Zm00001eb087720,BP,GO:0006817,phosphate ion transport
Zm00001eb328640,MF,GO:0003723,RNA binding
Zm00001eb328640,BP,GO:0001522,pseudouridine synthesis
Zm00001eb328640,MF,GO:0009982,pseudouridine synthase activity
Zm00001eb328640,BP,GO:0006396,RNA processing
Zm00001eb328640,BP,GO:0009451,RNA modification
Zm00001eb328640,MF,GO:0016853,isomerase activity
Zm00001eb328640,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb328640,BP,GO:0000495,box H/ACA sno(s)RNA 3'-end processing
Zm00001eb328640,BP,GO:0031118,rRNA pseudouridine synthesis
Zm00001eb328640,BP,GO:0031120,snRNA pseudouridine synthesis
Zm00001eb328640,CC,GO:0031429,box H/ACA snoRNP complex
Zm00001eb040260,BP,GO:0005975,carbohydrate metabolic process
Zm00001eb040260,MF,GO:0017057,6-phosphogluconolactonase activity
Zm00001eb040260,BP,GO:0006098,pentose-phosphate shunt
Zm00001eb040260,MF,GO:0016787,hydrolase activity
Zm00001eb040260,CC,GO:0005829,cytosol
Zm00001eb040260,CC,GO:0005737,cytoplasm
Zm00001eb040260,BP,GO:0009051,"pentose-phosphate shunt, oxidative branch"
Zm00001eb290050,MF,GO:0046872,metal ion binding
Zm00001eb290050,BP,GO:0016567,protein ubiquitination
Zm00001eb290050,CC,GO:0016020,membrane
Zm00001eb290050,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb290050,BP,GO:0006511,ubiquitin-dependent protein catabolic process
Zm00001eb290050,MF,GO:0008270,zinc ion binding
Zm00001eb208480,MF,GO:0005509,calcium ion binding
Zm00001eb106590,MF,GO:0005515,protein binding
Zm00001eb167020,MF,GO:0016491,oxidoreductase activity
Zm00001eb167020,MF,GO:0004497,monooxygenase activity
Zm00001eb034150,MF,GO:0008017,microtubule binding
Zm00001eb034150,BP,GO:0000226,microtubule cytoskeleton organization
Zm00001eb034150,CC,GO:0005874,microtubule
Zm00001eb172200,CC,GO:0005739,mitochondrion
Zm00001eb172200,BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone"
Zm00001eb172200,CC,GO:0045271,respiratory chain complex I
Zm00001eb222210,BP,GO:0006412,translation
Zm00001eb222210,MF,GO:0003735,structural constituent of ribosome
Zm00001eb222210,CC,GO:0005840,ribosome
Zm00001eb222210,CC,GO:0015934,large ribosomal subunit
Zm00001eb222210,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb222210,MF,GO:0070180,large ribosomal subunit rRNA binding
Zm00001eb289790,CC,GO:0005886,plasma membrane
Zm00001eb289790,MF,GO:0019210,kinase inhibitor activity
Zm00001eb112090,MF,GO:0003779,actin binding
Zm00001eb285300,MF,GO:0003677,DNA binding
Zm00001eb193820,CC,GO:0009579,thylakoid
Zm00001eb193820,CC,GO:0016020,membrane
Zm00001eb193820,CC,GO:0009535,chloroplast thylakoid membrane
Zm00001eb200560,MF,GO:0004721,phosphoprotein phosphatase activity
Zm00001eb362330,MF,GO:0016831,carboxy-lyase activity
Zm00001eb294160,MF,GO:0016491,oxidoreductase activity
Zm00001eb294160,MF,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
Zm00001eb294160,MF,GO:0004029,aldehyde dehydrogenase (NAD+) activity
Zm00001eb294160,CC,GO:0005739,mitochondrion
Zm00001eb294160,BP,GO:0010133,L-proline catabolic process to L-glutamate
Zm00001eb294160,MF,GO:0003842,L-glutamate gamma-semialdehyde dehydrogenase activity
Zm00001eb050360,MF,GO:0004722,protein serine/threonine phosphatase activity
Zm00001eb048390,MF,GO:0005524,ATP binding
Zm00001eb048390,BP,GO:0006096,glycolytic process
Zm00001eb048390,BP,GO:0006002,fructose 6-phosphate metabolic process
Zm00001eb048390,MF,GO:0003872,6-phosphofructokinase activity
Zm00001eb048390,MF,GO:0046872,metal ion binding
Zm00001eb048390,MF,GO:0016740,transferase activity
Zm00001eb048390,CC,GO:0005737,cytoplasm
Zm00001eb048390,MF,GO:0000166,nucleotide binding
Zm00001eb048390,MF,GO:0016301,kinase activity
Zm00001eb048390,MF,GO:0003824,catalytic activity
Zm00001eb048390,BP,GO:0061615,glycolytic process through fructose-6-phosphate
Zm00001eb116720,MF,GO:0005515,protein binding
Zm00001eb273440,MF,GO:0008234,cysteine-type peptidase activity
Zm00001eb273440,BP,GO:0006508,proteolysis
Zm00001eb273440,MF,GO:0016787,hydrolase activity
Zm00001eb273440,MF,GO:0008233,peptidase activity
Zm00001eb273440,MF,GO:0004197,cysteine-type endopeptidase activity
Zm00001eb273440,CC,GO:0005615,extracellular space
Zm00001eb273440,CC,GO:0005764,lysosome
Zm00001eb032310,BP,GO:0006952,defense response
Zm00001eb032310,CC,GO:0005886,plasma membrane
Zm00001eb378500,CC,GO:0016020,membrane
Zm00001eb300080,CC,GO:0005634,nucleus
Zm00001eb253260,CC,GO:0005634,nucleus
Zm00001eb253260,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb253260,MF,GO:0046982,protein heterodimerization activity
Zm00001eb253260,MF,GO:0043565,sequence-specific DNA binding
Zm00001eb253260,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific"
Zm00001eb253260,CC,GO:0016602,CCAAT-binding factor complex
Zm00001eb253260,MF,GO:0003677,DNA binding
Zm00001eb253260,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding
Zm00001eb253260,MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Zm00001eb253260,BP,GO:0006357,regulation of transcription by RNA polymerase II
Zm00001eb253260,BP,GO:0009738,abscisic acid-activated signaling pathway
Zm00001eb253260,BP,GO:0045944,positive regulation of transcription by RNA polymerase II
Zm00001eb031020,MF,GO:0046983,protein dimerization activity
Zm00001eb031020,CC,GO:0005634,nucleus
Zm00001eb031020,MF,GO:0003677,DNA binding
Zm00001eb000270,BP,GO:0006412,translation
Zm00001eb000270,MF,GO:0003735,structural constituent of ribosome
Zm00001eb000270,CC,GO:0005840,ribosome
Zm00001eb000270,CC,GO:1990904,ribonucleoprotein complex
Zm00001eb087350,MF,GO:0005515,protein binding
Zm00001eb087350,MF,GO:0003755,peptidyl-prolyl cis-trans isomerase activity
Zm00001eb087350,MF,GO:0016853,isomerase activity
Zm00001eb087350,MF,GO:0005516,calmodulin binding
Zm00001eb087350,BP,GO:0006457,protein folding
Zm00001eb087350,BP,GO:0070370,cellular heat acclimation
Zm00001eb322970,BP,GO:0010089,xylem development
Zm00001eb383530,MF,GO:0046872,metal ion binding
Zm00001eb383530,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb383530,BP,GO:0006511,ubiquitin-dependent protein catabolic process
Zm00001eb383530,MF,GO:0008270,zinc ion binding
Zm00001eb106240,MF,GO:0005524,ATP binding
Zm00001eb106240,CC,GO:0009507,chloroplast
Zm00001eb106240,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb106240,MF,GO:0016776,"phosphotransferase activity, phosphate group as acceptor"
Zm00001eb106240,MF,GO:0016772,"transferase activity, transferring phosphorus-containing groups"
Zm00001eb106240,MF,GO:0016740,transferase activity
Zm00001eb106240,MF,GO:0000166,nucleotide binding
Zm00001eb106240,MF,GO:0016301,kinase activity
Zm00001eb106240,MF,GO:0004721,phosphoprotein phosphatase activity
Zm00001eb106240,MF,GO:0004672,protein kinase activity
Zm00001eb330150,BP,GO:0006629,lipid metabolic process
Zm00001eb330150,MF,GO:0016787,hydrolase activity
Zm00001eb155450,MF,GO:0030145,manganese ion binding
Zm00001eb155450,MF,GO:0046872,metal ion binding
Zm00001eb155450,CC,GO:0048046,apoplast
Zm00001eb216210,MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity
Zm00001eb216210,CC,GO:0016020,membrane
Zm00001eb216210,MF,GO:0016491,oxidoreductase activity
Zm00001eb216210,MF,GO:0051536,iron-sulfur cluster binding
Zm00001eb216210,BP,GO:0042773,ATP synthesis coupled electron transport
Zm00001eb216210,MF,GO:0016651,"oxidoreductase activity, acting on NAD(P)H"
Zm00001eb216210,MF,GO:0046872,metal ion binding
Zm00001eb216210,BP,GO:1902600,proton transmembrane transport
Zm00001eb216210,CC,GO:0005743,mitochondrial inner membrane
Zm00001eb216210,BP,GO:0022904,respiratory electron transport chain
Zm00001eb406250,MF,GO:0005524,ATP binding
Zm00001eb406250,MF,GO:0004672,protein kinase activity
Zm00001eb406250,BP,GO:0006468,protein phosphorylation
Zm00001eb406250,BP,GO:0007165,signal transduction
Zm00001eb406250,MF,GO:0016740,transferase activity
Zm00001eb406250,MF,GO:0000166,nucleotide binding
Zm00001eb406250,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb406250,MF,GO:0016301,kinase activity
Zm00001eb264590,CC,GO:0016020,membrane
Zm00001eb264590,MF,GO:0046872,metal ion binding
Zm00001eb264590,MF,GO:0038023,signaling receptor activity
Zm00001eb264590,BP,GO:0009725,response to hormone
Zm00001eb264590,BP,GO:0009744,response to sucrose
Zm00001eb301790,MF,GO:0005515,protein binding
Zm00001eb301790,MF,GO:0016301,kinase activity
Zm00001eb230690,BP,GO:0009611,response to wounding
Zm00001eb230690,MF,GO:0004867,serine-type endopeptidase inhibitor activity
Zm00001eb230690,MF,GO:0030414,peptidase inhibitor activity
Zm00001eb280810,CC,GO:0009536,plastid
Zm00001eb357580,CC,GO:0005802,trans-Golgi network
Zm00001eb357580,CC,GO:0000139,Golgi membrane
Zm00001eb357580,BP,GO:0015031,protein transport
Zm00001eb357580,CC,GO:0005829,cytosol
Zm00001eb357580,BP,GO:0006895,Golgi to endosome transport
Zm00001eb357580,BP,GO:0034067,protein localization to Golgi apparatus
Zm00001eb357580,BP,GO:0043001,Golgi to plasma membrane protein transport
Zm00001eb034610,MF,GO:0005524,ATP binding
Zm00001eb034610,MF,GO:0004672,protein kinase activity
Zm00001eb034610,BP,GO:0006468,protein phosphorylation
Zm00001eb034610,MF,GO:0005509,calcium ion binding
Zm00001eb034610,MF,GO:0030247,polysaccharide binding
Zm00001eb034610,BP,GO:0007166,cell surface receptor signaling pathway
Zm00001eb034610,CC,GO:0016020,membrane
Zm00001eb034610,MF,GO:0016740,transferase activity
Zm00001eb034610,CC,GO:0005886,plasma membrane
Zm00001eb034610,MF,GO:0000166,nucleotide binding
Zm00001eb034610,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb034610,MF,GO:0016301,kinase activity
Zm00001eb030140,MF,GO:0045735,nutrient reservoir activity
Zm00001eb195480,MF,GO:0030170,pyridoxal phosphate binding
Zm00001eb195480,BP,GO:0006534,cysteine metabolic process
Zm00001eb195480,MF,GO:0016740,transferase activity
Zm00001eb195480,MF,GO:0009000,selenocysteine lyase activity
Zm00001eb195480,CC,GO:0009507,chloroplast
Zm00001eb138110,MF,GO:0003723,RNA binding
Zm00001eb138110,MF,GO:0003676,nucleic acid binding
Zm00001eb138110,MF,GO:0003729,mRNA binding
Zm00001eb138110,CC,GO:0005737,cytoplasm
Zm00001eb260000,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb260000,MF,GO:0003677,DNA binding
Zm00001eb260000,CC,GO:0005634,nucleus
Zm00001eb192730,MF,GO:0005524,ATP binding
Zm00001eb192730,MF,GO:0004672,protein kinase activity
Zm00001eb192730,BP,GO:0006468,protein phosphorylation
Zm00001eb192730,BP,GO:0006952,defense response
Zm00001eb192730,MF,GO:0016740,transferase activity
Zm00001eb192730,CC,GO:0005737,cytoplasm
Zm00001eb192730,MF,GO:0000166,nucleotide binding
Zm00001eb192730,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb192730,MF,GO:0016301,kinase activity
Zm00001eb192730,BP,GO:0000165,MAPK cascade
Zm00001eb192730,BP,GO:0010227,floral organ abscission
Zm00001eb192730,BP,GO:0098542,defense response to other organism
Zm00001eb192730,BP,GO:0007154,cell communication
Zm00001eb192730,BP,GO:0009626,plant-type hypersensitive response
Zm00001eb192730,MF,GO:0004708,MAP kinase kinase activity
Zm00001eb192730,BP,GO:0010229,inflorescence development
Zm00001eb136110,CC,GO:0005730,nucleolus
Zm00001eb136110,MF,GO:0005515,protein binding
Zm00001eb034700,MF,GO:0003700,DNA-binding transcription factor activity
Zm00001eb034700,BP,GO:0010468,regulation of gene expression
Zm00001eb034700,CC,GO:0005634,nucleus
Zm00001eb034700,MF,GO:0046872,metal ion binding
Zm00001eb034700,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb034700,MF,GO:0008270,zinc ion binding
Zm00001eb334920,MF,GO:0016757,glycosyltransferase activity
Zm00001eb334920,CC,GO:0016020,membrane
Zm00001eb334920,MF,GO:0015020,glucuronosyltransferase activity
Zm00001eb334920,MF,GO:0016740,transferase activity
Zm00001eb113590,MF,GO:0016491,oxidoreductase activity
Zm00001eb168350,BP,GO:0005975,carbohydrate metabolic process
Zm00001eb168350,MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
Zm00001eb168350,MF,GO:0016787,hydrolase activity
Zm00001eb168350,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds"
Zm00001eb426300,MF,GO:0008270,zinc ion binding
Zm00001eb122330,CC,GO:0016020,membrane
Zm00001eb122330,MF,GO:0008517,folic acid transmembrane transporter activity
Zm00001eb122330,BP,GO:0098838,folate transmembrane transport
Zm00001eb038920,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb038920,MF,GO:0003677,DNA binding
Zm00001eb038920,CC,GO:0005634,nucleus
Zm00001eb381910,BP,GO:0007030,Golgi organization
Zm00001eb381910,CC,GO:0000139,Golgi membrane
Zm00001eb381910,CC,GO:0005794,Golgi apparatus
Zm00001eb053200,CC,GO:0005829,cytosol
Zm00001eb053200,BP,GO:0006281,DNA repair
Zm00001eb053200,CC,GO:0016607,nuclear speck
Zm00001eb053200,BP,GO:0033045,regulation of sister chromatid segregation
Zm00001eb053200,BP,GO:0043007,maintenance of rDNA
Zm00001eb406760,MF,GO:0016597,amino acid binding
Zm00001eb092330,MF,GO:0008270,zinc ion binding
Zm00001eb092330,MF,GO:0046872,metal ion binding
Zm00001eb092330,CC,GO:0005737,cytoplasm
Zm00001eb092330,MF,GO:0061630,ubiquitin protein ligase activity
Zm00001eb092330,BP,GO:0016567,protein ubiquitination
Zm00001eb038330,CC,GO:0030015,CCR4-NOT core complex
Zm00001eb038330,BP,GO:0017148,negative regulation of translation
Zm00001eb225280,MF,GO:0008234,cysteine-type peptidase activity
Zm00001eb225280,BP,GO:0006508,proteolysis
Zm00001eb225280,MF,GO:0008233,peptidase activity
Zm00001eb225280,MF,GO:0004197,cysteine-type endopeptidase activity
Zm00001eb225280,CC,GO:0005615,extracellular space
Zm00001eb225280,CC,GO:0005764,lysosome
Zm00001eb070730,MF,GO:0005515,protein binding
Zm00001eb070730,MF,GO:0016740,transferase activity
Zm00001eb070730,MF,GO:0005524,ATP binding
Zm00001eb070730,MF,GO:0000166,nucleotide binding
Zm00001eb070730,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb070730,MF,GO:0016301,kinase activity
Zm00001eb381530,MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
Zm00001eb381530,BP,GO:0000272,polysaccharide catabolic process
Zm00001eb381530,MF,GO:0016787,hydrolase activity
Zm00001eb381530,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds"
Zm00001eb381530,MF,GO:0016985,"mannan endo-1,4-beta-mannosidase activity"
Zm00001eb143980,BP,GO:0016180,snRNA processing
Zm00001eb143980,CC,GO:0032039,integrator complex
Zm00001eb143980,CC,GO:0005634,nucleus
Zm00001eb143980,CC,GO:0005737,cytoplasm
Zm00001eb143980,BP,GO:0034472,snRNA 3'-end processing
Zm00001eb298420,CC,GO:0016020,membrane
Zm00001eb298420,MF,GO:0042910,xenobiotic transmembrane transporter activity
Zm00001eb298420,MF,GO:0015297,antiporter activity
Zm00001eb298420,BP,GO:0055085,transmembrane transport
Zm00001eb298420,MF,GO:0016740,transferase activity
Zm00001eb298420,MF,GO:0008483,transaminase activity
Zm00001eb298420,MF,GO:0022857,transmembrane transporter activity
Zm00001eb100690,BP,GO:0006355,regulation of DNA-templated transcription
Zm00001eb100690,MF,GO:0003677,DNA binding
Zm00001eb100690,MF,GO:0043565,sequence-specific DNA binding
Zm00001eb100690,MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Zm00001eb100690,CC,GO:0005634,nucleus
Zm00001eb100690,BP,GO:0006357,regulation of transcription by RNA polymerase II
Zm00001eb352820,MF,GO:0005515,protein binding
Zm00001eb348110,CC,GO:0016020,membrane
Zm00001eb348110,MF,GO:0016740,transferase activity
Zm00001eb348110,CC,GO:0005737,cytoplasm
Zm00001eb348110,MF,GO:0016757,glycosyltransferase activity
Zm00001eb348110,BP,GO:0006004,fucose metabolic process
Zm00001eb025540,MF,GO:0005524,ATP binding
Zm00001eb025540,MF,GO:0004672,protein kinase activity
Zm00001eb025540,MF,GO:0004674,protein serine/threonine kinase activity
Zm00001eb025540,BP,GO:0006468,protein phosphorylation
Zm00001eb025540,BP,GO:0048544,recognition of pollen
Zm00001eb025540,CC,GO:0016020,membrane
Zm00001eb025540,MF,GO:0016740,transferase activity
Zm00001eb025540,MF,GO:0000166,nucleotide binding
Zm00001eb025540,MF,GO:0016301,kinase activity
